"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zfhx3",1.70125381376364e-25,0.759971834196629,0.901,0.687,2.82493195775452e-21,"0","Zfhx3"
"Gm42418",1.96481721978194e-16,0.501170051832386,1,1,3.26257899344792e-12,"0","Gm42418"
"Gm26917",2.17472438064686e-16,0.464451789380288,0.991,0.982,3.61112983406411e-12,"0","Gm26917"
"Pou2f2",4.64974700949719e-16,1.00667068604608,0.556,0.376,7.72090490927008e-12,"0","Pou2f2"
"Cmss1",3.3007543038439e-15,0.57175380144565,0.994,0.997,5.48090252153279e-11,"0","Cmss1"
"Baiap3",4.252704458552e-15,0.530976661220549,0.817,0.661,7.0616157534256e-11,"0","Baiap3"
"Vwa5b1",1.26755299429938e-12,1.14684518351692,0.35,0.196,2.10477174703413e-08,"0","Vwa5b1"
"Lars2",2.31439023957599e-12,0.672621683580475,0.949,0.925,3.84304499281593e-08,"0","Lars2"
"Gphn",3.90420960881294e-12,0.35313967818102,0.998,0.995,6.48294005543388e-08,"0","Gphn"
"Zfp804b",2.85045757314399e-11,0.637280817945395,0.673,0.495,4.73318480020559e-07,"0","Zfp804b"
"Hs6st3",5.21987708488183e-11,0.643048109124772,0.71,0.53,8.66760589944627e-07,"0","Hs6st3"
"Pabpn1",1.15826224038239e-10,0.36230561591764,0.954,0.922,1.92329445015495e-06,"0","Pabpn1"
"AY036118",1.36899190126161e-10,0.425241651088184,0.958,0.919,2.27321105204491e-06,"0","AY036118"
"Gm19951",8.44439183107641e-10,0.525517217303809,0.884,0.826,1.40219126355024e-05,"0","Gm19951"
"Mycbp2",3.91210188386130e-09,0.267985499616887,1,0.998,6.49604517815168e-05,"0","Mycbp2"
"Syne1",2.70088358177252e-08,0.232874834542562,0.989,0.983,0.000448481718753326,"0","Syne1"
"Sgcz",9.80211171456827e-08,0.40950622088312,0.916,0.821,0.00162764065020406,"0","Sgcz"
"Golga4",1.28751060732572e-07,0.480255418404292,0.738,0.699,0.00213791136346436,"0","Golga4"
"Chd8",1.63533774211583e-07,0.393710174015556,0.8,0.748,0.00271547832078333,"0","Chd8"
"Sorcs1",1.63631511555698e-07,0.242443147152587,0.719,0.561,0.00271710124938236,"0","Sorcs1"
"Ptprk",2.16791798293688e-07,1.12971857902825,0.365,0.262,0.00359982781066669,"0","Ptprk"
"Scn9a",2.22845907841228e-07,0.490165820395285,0.593,0.474,0.00370035629970359,"0","Scn9a"
"Dst",3.966650559592e-07,0.264521320280549,0.994,0.994,0.00658662325420252,"0","Dst"
"Cers4",4.07665001721251e-07,0.31943357600671,0.857,0.784,0.00676927735358138,"0","Cers4"
"Gm28905",7.24985562523698e-07,0.583343781264775,0.604,0.486,0.012038385265706,"0","Gm28905"
"Luc7l3",8.64602288083017e-07,0.272413605722707,0.972,0.964,0.0143567209936185,"0","Luc7l3"
"Pclo",9.90223205001904e-07,0.272086810685715,0.976,0.971,0.0164426563190566,"0","Pclo"
"Pnisr",1.09323794583306e-06,0.301832252195775,0.993,0.996,0.018153216090558,"0","Pnisr"
"Ptprd",1.14506739083914e-06,0.157242687076392,0.98,0.942,0.0190138440248839,"0","Ptprd"
"Ntng1",1.14813023538516e-06,1.3858259943199,0.345,0.248,0.0190647025585705,"0","Ntng1"
"Srrm1",1.22913023875211e-06,0.265207422374837,0.947,0.925,0.0204097076144788,"0","Srrm1"
"Hap1",1.34933338950599e-06,0.376639141771533,0.719,0.634,0.0224056809327469,"0","Hap1"
"EGFP",1.54156545848742e-06,0.329250042555882,0.87,0.807,0.0255976944381835,"0","EGFP"
"Srrm2",1.73916549358382e-06,0.280745710182107,0.971,0.961,0.0288788430209593,"0","Srrm2"
"Usp29",2.26769723690593e-06,0.219468693646847,0.972,0.952,0.0376551126188229,"0","Usp29"
"Zbtb7c",3.21266039792164e-06,0.768141841584037,0.345,0.244,0.0533462259074888,"0","Zbtb7c"
"Tro",3.28627625228412e-06,0.347546128481598,0.789,0.723,0.0545686171691778,"0","Tro"
"Pdzrn4",3.49899245920763e-06,0.970596590617335,0.677,0.601,0.0581007697851428,"0","Pdzrn4"
"Grik1",4.61381790122598e-06,0.261613982759854,0.661,0.54,0.0766124462498573,"0","Grik1"
"Gse1",4.69494992525271e-06,0.377422761916066,0.842,0.797,0.0779596435088213,"0","Gse1"
"Zfhx4",5.32298481400399e-06,0.57589702241536,0.486,0.386,0.0883881628365363,"0","Zfhx4"
"Nav1",9.86071163096634e-06,0.232859877933974,0.969,0.928,0.163737116632196,"0","Nav1"
"Mdn1",1.43123802112426e-05,0.286103722338603,0.778,0.76,0.237657073407683,"0","Mdn1"
"Uggt2",1.75704323304385e-05,0.385598744568959,0.706,0.644,0.29175702884693,"0","Uggt2"
"Ahi1",1.85490512847975e-05,0.171929518344736,0.996,0.996,0.308006996584063,"0","Ahi1"
"Cacna1g",2.18017798564227e-05,0.511763311686797,0.523,0.432,0.362018554515898,"0","Cacna1g"
"Rmst",2.62212907357094e-05,0.265243977804572,0.703,0.57,0.435404532666455,"0","Rmst"
"Camk2b",3.0151386412893e-05,0.260647917698695,0.842,0.799,0.500663771386089,"0","Camk2b"
"Il1rapl1",3.31421084662775e-05,0.310031312933819,0.954,0.891,0.550324711082538,"0","Il1rapl1"
"Zeb1",3.96271616429608e-05,0.308463133491368,0.844,0.759,0.658009019081365,"0","Zeb1"
"Safb2",5.06501851079962e-05,0.379570746485667,0.631,0.587,0.841046323718278,"0","Safb2"
"Gprasp2",7.0787279869846e-05,0.324451525206633,0.769,0.709,1,"0","Gprasp2"
"Camk1d",7.69438651539521e-05,0.353569890376321,0.818,0.767,1,"0","Camk1d"
"Pcdh7",7.73090081381174e-05,0.230049300491011,0.839,0.735,1,"0","Pcdh7"
"Zmat1",8.31632246447782e-05,0.564773426483691,0.45,0.367,1,"0","Zmat1"
"Fnbp1l",9.78820893086468e-05,0.329096394128392,0.589,0.518,1,"0","Fnbp1l"
"Cpne7",0.000102906760770206,0.19804368325114,0.433,0.317,1,"0","Cpne7"
"Trpm3",0.000112303996753937,0.255958674081689,0.712,0.614,1,"0","Trpm3"
"Tmcc3",0.000112629044507113,0.36896468489311,0.589,0.488,1,"0","Tmcc3"
"Chd4",0.000120692183978328,0.311097603920175,0.761,0.714,1,"0","Chd4"
"Arid4b",0.000124194886881531,0.343125865947262,0.708,0.657,1,"0","Arid4b"
"Ryr3",0.00012914891227144,0.29398560777589,0.798,0.716,1,"0","Ryr3"
"Dync1i2",0.00013499114020081,0.259424331511426,0.743,0.684,1,"0","Dync1i2"
"Nktr",0.000164689429876818,0.195567491543992,0.967,0.946,1,"0","Nktr"
"Dync2h1",0.000172183829436824,0.231906925955418,0.932,0.898,1,"0","Dync2h1"
"Huwe1",0.000210078536129922,0.218822205499764,0.912,0.881,1,"0","Huwe1"
"Nop56",0.000222831073397592,0.400083756218464,0.633,0.591,1,"0","Nop56"
"Gabra5",0.000232107029522472,0.656764102241801,0.299,0.222,1,"0","Gabra5"
"Caskin1",0.000319962511896381,0.42462053407668,0.598,0.542,1,"0","Caskin1"
"Ecel1",0.000355137288910318,0.584999523279178,0.255,0.179,1,"0","Ecel1"
"Cacna1e",0.000372381807195742,0.179569255978315,0.894,0.817,1,"0","Cacna1e"
"Akap8l",0.000400815340755744,0.231772274281438,0.925,0.903,1,"0","Akap8l"
"Sntg1",0.000478968523421552,0.225023322326,0.987,0.967,1,"0","Sntg1"
"Ddx24",0.000579999482027703,0.343929565267885,0.683,0.644,1,"0","Ddx24"
"Dscam",0.000687754646420726,0.163927130162763,0.978,0.917,1,"0","Dscam"
"Bod1l",0.000754229205524144,0.368131139720803,0.664,0.622,1,"0","Bod1l"
"Pcdh15",0.000772557721944684,0.349905186472784,0.879,0.803,1,"0","Pcdh15"
"Matk",0.000829909046747871,0.249024193833021,0.721,0.689,1,"0","Matk"
"Gprasp1",0.000917247412407598,0.238067422261921,0.861,0.845,1,"0","Gprasp1"
"Nsd1",0.00109821568530156,0.195313540927766,0.894,0.842,1,"0","Nsd1"
"Pgr",0.00118760643296368,0.757475161157235,0.306,0.244,1,"0","Pgr"
"Cox16",0.00119673488963798,0.226531031100669,0.932,0.913,1,"0","Cox16"
"Kctd16",0.00121357755635899,0.494986560032932,0.534,0.48,1,"0","Kctd16"
"Lrrc45",0.00121412455878503,0.348439134713804,0.558,0.506,1,"0","Lrrc45"
"Zim1",0.00129567442701445,0.38662667125362,0.365,0.293,1,"0","Zim1"
"Cdh18",0.00144733529146266,0.319604833703531,0.807,0.749,1,"0","Cdh18"
"Gon4l",0.00146382971660499,0.345489468338681,0.657,0.64,1,"0","Gon4l"
"Eif4g3",0.00148632481112755,0.181290749100983,0.916,0.873,1,"0","Eif4g3"
"Dync1h1",0.0015197112531702,0.262642182616292,0.78,0.764,1,"0","Dync1h1"
"Zcchc18",0.00162151567919886,0.263650311261683,0.78,0.741,1,"0","Zcchc18"
"Prpf4b",0.00162759649265593,0.223508745021731,0.91,0.894,1,"0","Prpf4b"
"Brwd1",0.00175370517718124,0.232382644769895,0.835,0.794,1,"0","Brwd1"
"Rtl4",0.00182438603235694,0.291996619296058,0.644,0.58,1,"0","Rtl4"
"Celf4",0.00187633336849912,0.0797287796786774,0.998,0.935,1,"0","Celf4"
"Efcab1",0.00197347568314412,0.420594542392529,0.33,0.259,1,"0","Efcab1"
"Kndc1",0.00206029466750464,0.39939588625278,0.497,0.457,1,"0","Kndc1"
"Gabrb1",0.00218113163917801,0.16794831718581,0.961,0.92,1,"0","Gabrb1"
"Zranb2",0.00233831662420157,0.184938188025589,0.912,0.887,1,"0","Zranb2"
"Pkd1",0.002347456384518,0.263299644957678,0.761,0.734,1,"0","Pkd1"
"Pnn",0.00275835024036654,0.251758434909609,0.714,0.686,1,"0","Pnn"
"Plcxd3",0.00280390668874968,0.312597465902123,0.499,0.43,1,"0","Plcxd3"
"Ttc28",0.00282396260127576,0.353733347815246,0.519,0.457,1,"0","Ttc28"
"Herc2",0.00285196692335127,0.212763119974436,0.815,0.767,1,"0","Herc2"
"Setd1a",0.00285960431493606,0.524554023509284,0.385,0.327,1,"0","Setd1a"
"Cdk8",0.00291800100730797,0.27152120522331,0.771,0.75,1,"0","Cdk8"
"Celf5",0.00309819552378259,0.190419436495541,0.763,0.702,1,"0","Celf5"
"Gm47283",0.00313055820305871,0.273240532588107,0.703,0.685,1,"0","Gm47283"
"Kmt2a",0.0032969711349635,0.193480158108897,0.952,0.966,1,"0","Kmt2a"
"Prrc2c",0.00335157403882405,0.231074445362009,0.927,0.914,1,"0","Prrc2c"
"Plxna3",0.00406406027991699,0.485780809460235,0.262,0.2,1,"0","Plxna3"
"Gtf2i",0.0042411013991401,0.258362206152839,0.719,0.679,1,"0","Gtf2i"
"Pde4b",0.00449250800403406,0.244742075334403,0.76,0.709,1,"0","Pde4b"
"Camk2a",0.00460950831317613,0.170796838638609,0.839,0.788,1,"0","Camk2a"
"Peg3",0.00491743702984377,0.184722911937302,0.974,0.957,1,"0","Peg3"
"Lrp1b",0.00493599844720762,0.306634166323105,0.974,0.963,1,"0","Lrp1b"
"Ankrd11",0.00496751560229699,0.203078930011052,0.835,0.802,1,"0","Ankrd11"
"Acin1",0.0049993994492132,0.246525062600011,0.725,0.72,1,"0","Acin1"
"Rasgrf2",0.0053380447633858,0.386466742749748,0.536,0.509,1,"0","Rasgrf2"
"Col25a1",0.0055940015206689,0.227962712399305,0.393,0.321,1,"0","Col25a1"
"Hs3st4",0.00570772381563827,0.518738134247417,0.325,0.263,1,"0","Hs3st4"
"Kmt2c",0.00571294778218493,0.204607852092486,0.798,0.79,1,"0","Kmt2c"
"Zdhhc1",0.00586436116943775,0.307150195954507,0.561,0.507,1,"0","Zdhhc1"
"Bin1",0.00594297205718103,0.249731927710768,0.686,0.672,1,"0","Bin1"
"Chd2",0.00620503724646112,0.260265390022463,0.69,0.683,1,"0","Chd2"
"Adgrl1",0.00646407294980767,0.234530157015403,0.67,0.621,1,"0","Adgrl1"
"Arhgef25",0.00648489561437171,0.468158542373143,0.336,0.279,1,"0","Arhgef25"
"Car10",0.00674142463736668,0.134553290978686,0.769,0.658,1,"0","Car10"
"Coq8b",0.00678475526835275,0.463797286104948,0.371,0.313,1,"0","Coq8b"
"Ddx5",0.00707126511408307,0.137309572901641,0.774,0.707,1,"0","Ddx5"
"Irak1",0.0077912643922662,0.372696762405031,0.422,0.365,1,"0","Irak1"
"Rbfox3",0.00794035220992862,0.144196994682042,0.894,0.865,1,"0","Rbfox3"
"Sgsm1",0.00806258749428376,0.176489762837162,0.8,0.757,1,"0","Sgsm1"
"Gm4924",0.00843580694792251,0.42845915868135,0.374,0.326,1,"0","Gm4924"
"Iars2",0.00849197153942686,0.454835783465068,0.325,0.268,1,"0","Iars2"
"AC149090.1",0.00856865434276487,0.179030645107266,0.98,0.969,1,"0","AC149090.1"
"Usp34",0.00886048164534401,0.149946065604088,0.943,0.942,1,"0","Usp34"
"Scml4",0.00886252534938585,0.622139427951377,0.383,0.334,1,"0","Scml4"
"Nfasc",0.00899354083540914,0.133744316866962,0.873,0.856,1,"0","Nfasc"
"Sez6l",0.00945126241119778,0.202615714526316,0.717,0.665,1,"0","Sez6l"
"Astn2",0.00966689810880473,0.092787582298351,0.853,0.794,1,"0","Astn2"
"Gbx1",2.85986641491647e-105,5.29621925736653,0.439,0.013,4.7488081819688e-101,"1","Gbx1"
"Sox6",6.56792419664998e-91,3.60243337049957,0.694,0.1,1.09060381285373e-86,"1","Sox6"
"Bcl11a",3.43951795060858e-60,2.55370729069368,0.74,0.205,5.71131955698554e-56,"1","Bcl11a"
"Bcl11b",8.22790218744658e-52,2.2209684418281,0.671,0.17,1.3662431582255e-47,"1","Bcl11b"
"Coro6",1.31936249417053e-50,2.36375646892693,0.74,0.263,2.19080142157016e-46,"1","Coro6"
"Lhx6",1.94050623620401e-47,2.84259705143445,0.457,0.079,3.22221060521675e-43,"1","Lhx6"
"Stxbp6",1.87897942745421e-46,3.16089490506811,0.48,0.092,3.12004533928771e-42,"1","Stxbp6"
"Gm44593",6.72862495922097e-45,4.02135941613594,0.289,0.027,1.11728817447864e-40,"1","Gm44593"
"Elfn1",1.65691754489874e-43,2.84820087944185,0.497,0.11,2.75131158330436e-39,"1","Elfn1"
"Kcnmb4",4.91501448581456e-43,2.89434300616292,0.399,0.064,8.16138155369508e-39,"1","Kcnmb4"
"Casz1",1.60245653323831e-40,3.79123963277489,0.37,0.061,2.66087907344221e-36,"1","Casz1"
"Gm3764",1.13147296096256e-39,2.00841142758112,0.653,0.209,1.87881085167833e-35,"1","Gm3764"
"Satb1",5.25687398391118e-39,3.28186721004394,0.41,0.081,8.72903925028451e-35,"1","Satb1"
"B3glct",2.92881740945457e-37,2.45449173586397,0.486,0.118,4.86330130839931e-33,"1","B3glct"
"Tcf4",2.72557404610555e-34,2.3769815503328,0.699,0.328,4.52581570355827e-30,"1","Tcf4"
"Chrm2",4.50247742594666e-34,1.95658916074571,0.671,0.237,7.47636376578444e-30,"1","Chrm2"
"Chrm3",3.6033039877319e-31,1.87617000828162,0.74,0.376,5.98328627162882e-27,"1","Chrm3"
"Lama3",3.93446974121496e-31,3.22848508081908,0.301,0.051,6.53318700528744e-27,"1","Lama3"
"Sytl5",1.34525739450169e-29,2.32959324139983,0.399,0.094,2.23379990357006e-25,"1","Sytl5"
"Ccbe1",9.44360496449679e-29,1.92794984538187,0.41,0.099,1.56811060435469e-24,"1","Ccbe1"
"Stac2",2.37089673375457e-28,2.27796755281031,0.393,0.095,3.93687402639946e-24,"1","Stac2"
"9330158H04Rik",2.59209365500106e-28,2.54595684058686,0.306,0.056,4.30417151412925e-24,"1","9330158H04Rik"
"Sulf2",2.12871845384002e-27,1.88185733526739,0.618,0.256,3.53473699260135e-23,"1","Sulf2"
"Alk",5.54607528860944e-26,1.77929177947044,0.78,0.426,9.20925801673597e-22,"1","Alk"
"Srrm4",9.97844061478633e-26,1.68619549409189,0.798,0.574,1.65692006408527e-21,"1","Srrm4"
"Mkx",2.05787480945312e-25,1.94454381908511,0.393,0.104,3.41710112109691e-21,"1","Mkx"
"Ebf4",2.26862745475725e-25,1.8583983624434,0.555,0.217,3.76705588862442e-21,"1","Ebf4"
"Meg3",6.22080563516588e-25,0.340339528102396,1,1,1.03296477571929e-20,"1","Meg3"
"Serpine2",2.06793703905814e-24,1.9408068459526,0.451,0.143,3.43380945335605e-20,"1","Serpine2"
"Sema3c",7.18192648316504e-23,2.07710196806294,0.329,0.082,1.19255889252956e-18,"1","Sema3c"
"A330008L17Rik",2.49795822651869e-21,1.94131113983684,0.613,0.31,4.14785963513428e-17,"1","A330008L17Rik"
"Igsf21",3.04553109892975e-20,1.54588033548061,0.503,0.195,5.05710438977284e-16,"1","Igsf21"
"Cdh4",4.47754922958318e-20,1.22854468277075,0.803,0.544,7.43497049572287e-16,"1","Cdh4"
"9530059O14Rik",4.65770654953782e-20,1.3298408141861,0.717,0.439,7.73412172550754e-16,"1","9530059O14Rik"
"Cacna2d2",1.1335261990278e-19,1.0960869930472,0.879,0.74,1.88222025348567e-15,"1","Cacna2d2"
"Me3",1.1840023786042e-19,1.01191720880598,0.832,0.533,1.96603594967227e-15,"1","Me3"
"Mpped2",1.01126593278991e-18,1.5359325889657,0.682,0.378,1.67920708139765e-14,"1","Mpped2"
"Elavl2",1.15277693425985e-18,1.22595192812565,0.653,0.346,1.91418609933848e-14,"1","Elavl2"
"Gm2164",3.13961992566072e-18,1.6633210278393,0.434,0.162,5.21333888655962e-14,"1","Gm2164"
"Gm20646",3.19324430887787e-18,1.95550686884132,0.277,0.071,5.3023821748917e-14,"1","Gm20646"
"Actn2",5.235171072838e-18,2.480314031945,0.266,0.069,8.69300156644749e-14,"1","Actn2"
"Vstm2a",6.25677334493862e-18,1.75989153189625,0.491,0.219,1.03893721392706e-13,"1","Vstm2a"
"1110004F10Rik",1.00556257508558e-17,1.96836632852206,0.399,0.151,1.66973665592961e-13,"1","1110004F10Rik"
"C130071C03Rik",1.22530356840634e-17,1.29938653644521,0.595,0.288,2.03461657533873e-13,"1","C130071C03Rik"
"Pfkp",1.44194652239602e-17,1.056580844335,0.786,0.5,2.39435220043859e-13,"1","Pfkp"
"Kctd8",1.98671115706634e-17,1.45550573836249,0.48,0.192,3.29893387630866e-13,"1","Kctd8"
"Lhx8",3.98431098269584e-17,1.47487106322942,0.382,0.13,6.61594838676644e-13,"1","Lhx8"
"Mir9-3hg",5.49774758854118e-17,1.35015806447733,0.445,0.172,9.12900987077263e-13,"1","Mir9-3hg"
"Kcnip1",6.64547769983086e-17,0.952489760672186,0.827,0.574,1.10348157205691e-12,"1","Kcnip1"
"Grip1",7.95835974959321e-17,0.842766243303919,0.96,0.925,1.32148563641995e-12,"1","Grip1"
"Trmt2b",9.63899764064531e-17,1.8800035668904,0.26,0.067,1.60055555822915e-12,"1","Trmt2b"
"Scn1a",1.1614985874322e-16,0.751898741142717,0.936,0.804,1.92866840443116e-12,"1","Scn1a"
"Tmem178",1.4891557716682e-16,1.55698705622838,0.382,0.134,2.47274315885505e-12,"1","Tmem178"
"Stard5",1.64022946467069e-16,2.16773397062761,0.26,0.069,2.72360102608568e-12,"1","Stard5"
"Klhl1",1.65897086279372e-16,1.49667037769284,0.561,0.285,2.75472111766897e-12,"1","Klhl1"
"Cdh8",1.79709819150646e-16,1.25787294571704,0.786,0.551,2.98408154699647e-12,"1","Cdh8"
"Kcnc2",1.91799031168464e-16,1.0168873566094,0.867,0.676,3.18482291255234e-12,"1","Kcnc2"
"Cit",2.09620353711701e-16,0.768799272077221,0.925,0.83,3.48074597338279e-12,"1","Cit"
"9330159M07Rik",2.2739023965754e-16,1.79254072564006,0.289,0.083,3.77581492951346e-12,"1","9330159M07Rik"
"Slc6a1",2.36905950874245e-16,1.07774925516311,0.711,0.408,3.93382331426684e-12,"1","Slc6a1"
"Pitpnm3",2.4602916967345e-16,1.14766621349124,0.59,0.291,4.08531436242764e-12,"1","Pitpnm3"
"Tenm2",2.56135023024663e-16,1.1966438412033,0.948,0.895,4.25312205732453e-12,"1","Tenm2"
"Bcan",2.94892191501348e-16,1.32308839224214,0.497,0.217,4.89668483987988e-12,"1","Bcan"
"Epb41l3",2.96767927376352e-16,0.711399378862965,0.936,0.773,4.92783143408432e-12,"1","Epb41l3"
"Inpp5j",1.12459651126688e-15,1.83193823906784,0.301,0.093,1.86739250695866e-11,"1","Inpp5j"
"Tmeff2",1.2505259282677e-15,1.0316411055866,0.85,0.67,2.07649830388852e-11,"1","Tmeff2"
"Tshz3",1.78862224318457e-15,2.26487512903815,0.376,0.15,2.97000723480799e-11,"1","Tshz3"
"Nin",2.14955003254812e-15,1.13112616448103,0.653,0.375,3.56932782904616e-11,"1","Nin"
"A330102I10Rik",2.47280120137127e-15,1.45041474902245,0.555,0.291,4.106086394877e-11,"1","A330102I10Rik"
"Klhl32",3.05393819717316e-15,1.20631577342832,0.751,0.5,5.07106437640604e-11,"1","Klhl32"
"Hcrtr2",9.65165334798791e-15,1.86973523143658,0.254,0.072,1.60265703843339e-10,"1","Hcrtr2"
"Dgkz",9.77315050349585e-15,0.951694272167168,0.74,0.456,1.62283164110549e-10,"1","Dgkz"
"Iqsec3",9.92945484921575e-15,0.93233310137481,0.769,0.491,1.64878597771228e-10,"1","Iqsec3"
"Gabrb2",1.38259831186838e-14,1.31725149279598,0.647,0.399,2.29580449685744e-10,"1","Gabrb2"
"Ryr2",1.93422525013623e-14,0.562509231807559,0.96,0.891,3.21178102785121e-10,"1","Ryr2"
"Nrxn2",2.01574015251994e-14,0.682430034730923,0.948,0.867,3.34713652325935e-10,"1","Nrxn2"
"Epha10",2.36230686141071e-14,1.06946729665134,0.671,0.394,3.92261054337249e-10,"1","Epha10"
"Camk2d",2.63675439057704e-14,1.01891687657594,0.786,0.56,4.37833066555317e-10,"1","Camk2d"
"Dlgap1",2.77214606224846e-14,0.611161987908575,0.994,0.956,4.60314853636358e-10,"1","Dlgap1"
"Man2a1",4.00109035389779e-14,1.47990785963004,0.405,0.168,6.64381053264729e-10,"1","Man2a1"
"Galnt14",4.37791884042759e-14,1.56026857357696,0.41,0.175,7.26953423453002e-10,"1","Galnt14"
"Gabra1",5.97128460524289e-14,1.39268315213633,0.532,0.282,9.91531808700582e-10,"1","Gabra1"
"Malat1",8.65738712755495e-14,0.341608210336107,1,1,1.4375591325305e-09,"1","Malat1"
"Grik3",9.67251517943041e-14,0.990180916281655,0.751,0.493,1.60612114554442e-09,"1","Grik3"
"Cntnap3",1.21603169257894e-13,2.15868152585975,0.324,0.124,2.01922062552733e-09,"1","Cntnap3"
"Kcnd3",1.31687465188655e-13,0.930468633873391,0.827,0.642,2.18667035945761e-09,"1","Kcnd3"
"Snph",1.42636939568095e-13,0.993420054355062,0.728,0.472,2.36848638152821e-09,"1","Snph"
"Atp1a3",3.36628777211173e-13,0.5748194507942,0.977,0.876,5.58972084559153e-09,"1","Atp1a3"
"Rgs7bp",5.43428028083583e-13,0.84190019828808,0.757,0.495,9.0236224063279e-09,"1","Rgs7bp"
"4930452B06Rik",7.84604368564588e-13,1.71614871619352,0.277,0.093,1.3028355540015e-08,"1","4930452B06Rik"
"Slc25a13",9.15501047849657e-13,1.86908228051306,0.312,0.12,1.52018948995436e-08,"1","Slc25a13"
"Las1l",1.54032130779815e-12,0.933839118741871,0.642,0.387,2.55770353159883e-08,"1","Las1l"
"Lgi2",1.54157354397982e-12,1.70340022345153,0.254,0.082,2.55978286977849e-08,"1","Lgi2"
"Thy1",1.75758472427811e-12,1.05675332267114,0.52,0.255,2.91846943466379e-08,"1","Thy1"
"Lncppara",1.90697990677267e-12,1.00576256108493,0.491,0.233,3.16654013519602e-08,"1","Lncppara"
"Oxr1",2.52774213405826e-12,0.881728337007231,0.775,0.592,4.19731581360374e-08,"1","Oxr1"
"Dock10",2.84200973081502e-12,0.898402854183278,0.809,0.626,4.71915715801835e-08,"1","Dock10"
"Rgs7",3.33538842564125e-12,0.754572875441043,0.879,0.805,5.5384124807773e-08,"1","Rgs7"
"Mitf",3.81047468507182e-12,1.93004424939,0.272,0.098,6.32729321456176e-08,"1","Mitf"
"Adcy8",4.01736396965776e-12,0.844499348124274,0.682,0.41,6.67083287161672e-08,"1","Adcy8"
"Ano4",5.76005927656427e-12,1.01600618164174,0.642,0.393,9.56457842873497e-08,"1","Ano4"
"Kirrel3",6.82158662190867e-12,0.885896195476452,0.931,0.807,1.13272445856793e-07,"1","Kirrel3"
"Nfatc2",8.66348035085287e-12,1.26665223958247,0.457,0.227,1.43857091225912e-07,"1","Nfatc2"
"Gm13629",1.01037956180932e-11,1.25070459811416,0.405,0.182,1.67773526238438e-07,"1","Gm13629"
"Gad1",1.02031564404844e-11,0.994298873142947,0.584,0.334,1.69423412694243e-07,"1","Gad1"
"Srgap1",1.1710077891627e-11,1.0586404322154,0.665,0.463,1.94445843390467e-07,"1","Srgap1"
"Mmp16",2.98664286741133e-11,0.918765240186848,0.809,0.715,4.95932048133652e-07,"1","Mmp16"
"Vcl",2.99913490887097e-11,1.28955552708552,0.353,0.149,4.98006351618025e-07,"1","Vcl"
"Pitpnc1",3.13503631866288e-11,1.02822996958997,0.653,0.454,5.20572780713971e-07,"1","Pitpnc1"
"Inpp4b",3.34182361454533e-11,1.19035712882331,0.728,0.51,5.54909811195253e-07,"1","Inpp4b"
"Rras2",3.77291392491209e-11,1.56567993235975,0.301,0.118,6.26492357231652e-07,"1","Rras2"
"Msi2",4.43473696979313e-11,0.649063033409513,0.861,0.699,7.36388073834149e-07,"1","Msi2"
"Epb41",4.79543544565315e-11,0.919896294013915,0.613,0.372,7.96282055750705e-07,"1","Epb41"
"Camta1",4.82959851562372e-11,0.489143629674502,1,0.982,8.01954833519318e-07,"1","Camta1"
"Adamts16",5.31231659174856e-11,1.12455763815101,0.358,0.153,8.82110170059848e-07,"1","Adamts16"
"Adgra1",5.67427083132883e-11,0.948882754809451,0.555,0.306,9.42212671542152e-07,"1","Adgra1"
"Ddah1",5.8799407711105e-11,1.22711583588053,0.37,0.163,9.76364165042899e-07,"1","Ddah1"
"Nefm",7.02461249003178e-11,1.44183080146542,0.312,0.127,1.16643690396978e-06,"1","Nefm"
"Grm1",7.79250417637346e-11,0.946818122051899,0.694,0.466,1.29394531848681e-06,"1","Grm1"
"Scn8a",1.0128457853027e-10,0.568457767505478,0.89,0.769,1.68183042649513e-06,"1","Scn8a"
"Zfp608",1.38230182245572e-10,0.917865729016347,0.584,0.343,2.29531217618772e-06,"1","Zfp608"
"Klf12",1.41721152236591e-10,0.692593891195028,0.832,0.621,2.35327973288859e-06,"1","Klf12"
"Asap1",1.89630834214235e-10,0.888929133777192,0.699,0.478,3.14882000212736e-06,"1","Asap1"
"Adcy2",2.01926835966204e-10,0.956391490670603,0.751,0.572,3.35299511121882e-06,"1","Adcy2"
"Srcin1",2.36222145137595e-10,0.71771347814918,0.803,0.614,3.92246872000976e-06,"1","Srcin1"
"Grik2",2.76021394008858e-10,0.661153315903077,0.971,0.937,4.58333524751708e-06,"1","Grik2"
"Zfp804a",4.52780815102096e-10,1.25871299573036,0.636,0.435,7.5184254347703e-06,"1","Zfp804a"
"Elavl4",6.00696904962243e-10,0.914137549439898,0.63,0.42,9.97457210689805e-06,"1","Elavl4"
"Dlc1",6.92610318443768e-10,0.907942033715798,0.578,0.352,1.15007943377588e-05,"1","Dlc1"
"Insyn2a",7.29972922086654e-10,1.44328330100003,0.289,0.12,1.21212003712489e-05,"1","Insyn2a"
"Lypd6b",9.10827874596183e-10,1.24987794026923,0.277,0.109,1.51242968576696e-05,"1","Lypd6b"
"Cabp1",9.3253717202181e-10,1.24144167678519,0.405,0.207,1.54847797414222e-05,"1","Cabp1"
