"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p","gene_label"
"Gspt2",0.0177656461222588,-0.959736129786273,0.061,0.119,1,"Not significant",0,""
"Usp36",0.0178938171479143,1.06201842285425,0.311,0.266,1,"Not significant",0,""
"Plppr2",0.0179346131475703,-0.0773400960985033,0.189,0.303,1,"Not significant",0,""
"Hdhd5",0.0179673921415542,-0.467883033456598,0.047,0.105,1,"Not significant",0,""
"Ddrgk1",0.0181771547612358,-0.0972396535362079,0.113,0.202,1,"Not significant",0,""
"Ece2",0.018285184184229,-0.034698187467495,0.283,0.435,1,"Not significant",0,""
"Nfasc",0.0183617361964735,-0.127692213835914,0.519,0.767,1,"Not significant",0,""
"Atf4",0.0183878296460108,-0.637808034898911,0.047,0.103,1,"Not significant",0,""
"Tbc1d16",0.0185256415516738,-0.20665087025679,0.071,0.139,1,"Not significant",0,""
"Rnf126",0.0185351654972966,-0.935488583539595,0.047,0.101,1,"Not significant",0,""
"Cep290",0.0185468612715866,-0.12770833864846,0.264,0.409,1,"Not significant",0,""
"Qtrt1",0.0186050702198419,-0.0430645133851693,0.09,0.165,1,"Not significant",0,""
"Eid1",0.0186841406106898,-0.35052608281844,0.047,0.103,1,"Not significant",0,""
"Ten1",0.0187365924560813,-1.03012545767767,0.052,0.106,1,"Not significant",0,""
"Ing4",0.0187642187115177,-0.120890921600853,0.113,0.198,1,"Not significant",0,""
"Timm44",0.0188029235572669,-0.0528455341777545,0.208,0.332,1,"Not significant",0,""
"Syne2",0.0188981991644233,-0.844258912366337,0.066,0.127,1,"Not significant",0,""
"Ap1m1",0.018900771110959,-0.415415613562462,0.061,0.123,1,"Not significant",0,""
"Pcyt2",0.0190094204970643,0.700267482565049,0.373,0.343,1,"Not significant",0,""
"Ehmt2",0.0190725475662507,0.821623583738386,0.373,0.36,1,"Not significant",0,""
"Thbs3",0.0190984226232004,-0.243529095786864,0.057,0.119,1,"Not significant",0,""
"Bace1",0.019114914997979,-0.207173680569048,0.085,0.158,1,"Not significant",0,""
"Sorcs3",0.019179176080031,-0.281266184930211,0.283,0.4,1,"Not significant",0,""
"Dbn1",0.019282640446361,0.603931592571655,0.505,0.538,1,"Not significant",0,""
"Gm11613",0.0193389085848149,-0.422079343843474,0.047,0.103,1,"Not significant",0,""
"Poldip3",0.0193583561877903,-0.481082531211457,0.047,0.103,1,"Not significant",0,""
"Per2",0.0194212730067665,-0.47652712786585,0.075,0.141,1,"Not significant",0,""
"Myo1d",0.0194382800847172,-0.328123535766295,0.057,0.117,1,"Not significant",0,""
"Med23",0.0194466763863521,-0.356626282354858,0.071,0.136,1,"Not significant",0,""
"Slc25a51",0.0195231971897983,-0.455969711913098,0.057,0.116,1,"Not significant",0,""
"Clcn6",0.0195419704174702,-0.334880901941604,0.094,0.167,1,"Not significant",0,""
"Man1a",0.0195993187656038,-0.400768837598061,0.08,0.147,1,"Not significant",0,""
"Gpaa1",0.0197105898591075,-0.35401506889832,0.057,0.117,1,"Not significant",0,""
"Dnajc21",0.0197295516576912,-0.370524156063759,0.094,0.169,1,"Not significant",0,""
"Prex2",0.0197472259527428,-0.407195106757494,0.052,0.11,1,"Not significant",0,""
"Srsf11",0.0198473979228269,0.631634799199475,0.552,0.642,1,"Not significant",0,""
"Nmt1",0.0198740257586513,-0.26024524103873,0.108,0.189,1,"Not significant",0,""
"Rnf168",0.0199297503791483,-0.33295345337049,0.057,0.117,1,"Not significant",0,""
"Man1c1",0.0199370844645953,-0.283524566699163,0.08,0.15,1,"Not significant",0,""
"Rims4",0.0199885805331122,-0.323699444470848,0.057,0.117,1,"Not significant",0,""
"Fam184a",0.0200042649322872,-0.0952808004981511,0.175,0.286,1,"Not significant",0,""
"Actr1b",0.0200084019156306,-0.0923738983643918,0.203,0.327,1,"Not significant",0,""
"Rnmt",0.0200473121482386,-0.415415613562463,0.061,0.123,1,"Not significant",0,""
"Dnal1",0.0201315730978057,-0.34235215137274,0.071,0.138,1,"Not significant",0,""
"Wiz",0.0201726281126776,-0.277218319642443,0.071,0.138,1,"Not significant",0,""
"Pisd",0.0201755177903741,-0.312407748104743,0.075,0.143,1,"Not significant",0,""
"Rras2",0.0203363507006315,-0.616434384106344,0.052,0.108,1,"Not significant",0,""
"Tango6",0.0203892129925926,-0.194201383423296,0.09,0.163,1,"Not significant",0,""
"Lamtor4",0.0204408269094757,-0.30765943320658,0.104,0.18,1,"Not significant",0,""
"Arvcf",0.0205084651351344,-0.275237955514203,0.104,0.182,1,"Not significant",0,""
"Cdc42bpb",0.0205754890886843,-0.126743647846291,0.231,0.356,1,"Not significant",0,""
"Nub1",0.0206250082161282,-0.0972396535362079,0.193,0.31,1,"Not significant",0,""
"Zfp369",0.0206705258052181,-0.374773629065117,0.047,0.103,1,"Not significant",0,""
"Robo1",0.0207150870493725,-0.389187462286099,0.882,0.787,1,"Not significant",0,""
"Rtel1",0.0207228789240866,-0.143698964628868,0.057,0.117,1,"Not significant",0,""
"Psmd3",0.0207353613517847,-0.30918528743754,0.075,0.143,1,"Not significant",0,""
"2310033P09Rik",0.0207380377348694,-0.597166050401565,0.057,0.114,1,"Not significant",0,""
"Sparcl1",0.020802515040738,-0.620530043467076,0.061,0.121,1,"Not significant",0,""
"Zfp536",0.0208104549493294,-0.857253172185022,0.08,0.143,1,"Not significant",0,""
"Topors",0.0208145912173203,-0.243529095786864,0.057,0.117,1,"Not significant",0,""
"Tmem201",0.0208378125975561,-0.34182320726383,0.085,0.156,1,"Not significant",0,""
"Map9",0.0208794877394243,-0.0034575072155909,0.127,0.218,1,"Not significant",0,""
"Wdr48",0.0208812839818254,-0.173860935139121,0.108,0.191,1,"Not significant",0,""
"Dennd4b",0.0211357637054045,-0.406482488792455,0.08,0.147,1,"Not significant",0,""
"Zeb1",0.0212127414151575,-0.179701813728181,0.519,0.705,1,"Not significant",0,""
"Ppp1r21",0.0212916531038153,-0.136058902426736,0.108,0.189,1,"Not significant",0,""
"Cars2",0.0213723032941936,-0.315879940011548,0.057,0.116,1,"Not significant",0,""
"Pik3c2b",0.0213867325320442,-0.413101747724216,0.075,0.141,1,"Not significant",0,""
"Gria2",0.0214109872063864,-0.103544980167809,0.995,0.983,1,"Not significant",0,""
"Luc7l",0.0215175431814211,-0.214665485983011,0.307,0.455,1,"Not significant",0,""
"Cers4",0.0215363356155026,-0.0306196159427825,0.491,0.725,1,"Not significant",0,""
"Mad1l1",0.0215548273270401,-0.255560470737736,0.075,0.143,1,"Not significant",0,""
"Stoml1",0.0215553083789394,-0.24549061212015,0.052,0.11,1,"Not significant",0,""
"Exoc7",0.0216332481085814,-0.120200801979519,0.09,0.163,1,"Not significant",0,""
"Phka2",0.021711999311699,-0.0819079997802175,0.108,0.193,1,"Not significant",0,""
"Gm10419",0.0217430608328277,-0.033292736756354,0.165,0.27,1,"Not significant",0,""
"Agap3",0.0217787674258142,0.855231976381206,0.358,0.338,1,"Not significant",0,""
"Atp13a2",0.0218117595144315,-0.205176475605328,0.16,0.25,1,"Not significant",0,""
"Habp4",0.02182950665384,-0.222770535620067,0.071,0.136,1,"Not significant",0,""
"Cisd2",0.0218491122718029,-0.35150384974227,0.075,0.141,1,"Not significant",0,""
"Zfp942",0.0220115636316676,0.12515276780024,0.085,0.158,1,"Not significant",0,""
"Pom121",0.0221732807660061,-0.563807453455134,0.047,0.101,1,"Not significant",0,""
"Irak1bp1",0.0222658889903026,-0.420216599826284,0.071,0.134,1,"Not significant",0,""
"Lig3",0.0223159934571258,-0.400308721172254,0.085,0.152,1,"Not significant",0,""
"Kif5a",0.0224100400779648,-0.174723361212958,0.387,0.56,1,"Not significant",0,""
"Uba5",0.0224738085593992,-0.383235207813313,0.104,0.178,1,"Not significant",0,""
"Kcnd3",0.0224916063970367,0.0853517597422653,0.307,0.477,1,"Not significant",0,""
"Brf1",0.0225996596404771,-0.23684572083179,0.099,0.174,1,"Not significant",0,""
"Mlh1",0.0226617425977455,-0.935488583539595,0.052,0.105,1,"Not significant",0,""
"Dpysl4",0.0226866767129288,-0.30765943320658,0.094,0.165,1,"Not significant",0,""
"Pnmal1",0.0226957689391014,-0.20415485745272,0.071,0.136,1,"Not significant",0,""
"Stau1",0.0227167594956219,-0.253467332842983,0.085,0.156,1,"Not significant",0,""
"Ankrd24",0.0227699385793138,0.823772050316964,0.358,0.336,1,"Not significant",0,""
"Gad1",0.0229000940104697,0.0783989991004981,0.146,0.239,1,"Not significant",0,""
"Brd7",0.0231815985389139,-0.287621679970035,0.085,0.154,1,"Not significant",0,""
"Atn1",0.0232022081085908,-0.152381207728669,0.071,0.138,1,"Not significant",0,""
"Ip6k1",0.0233178119473592,-0.126694564065019,0.292,0.44,1,"Not significant",0,""
"Cep104",0.023624746036419,-0.13350319752298,0.132,0.218,1,"Not significant",0,""
"Cers1",0.023785531883654,-0.367160444955242,0.052,0.108,1,"Not significant",0,""
"Ttc13",0.0237943105529361,-0.0700352954752699,0.189,0.306,1,"Not significant",0,""
"Abhd2",0.0238442730253602,-0.133765529561322,0.099,0.172,1,"Not significant",0,""
"Dhx57",0.0240147068746757,-0.0182317790964174,0.264,0.411,1,"Not significant",0,""
"Kcnip2",0.0241448392489843,-0.293159863511464,0.113,0.189,1,"Not significant",0,""
"Vcp",0.0241484430943445,-0.125746081225202,0.212,0.33,1,"Not significant",0,""
"Emsy",0.0241954912597336,-0.0505015937094553,0.184,0.297,1,"Not significant",0,""
"Psmc4",0.0244269452042645,-0.208123759655666,0.085,0.156,1,"Not significant",0,""
"Sppl2b",0.0244965759267913,-0.260738385819088,0.071,0.134,1,"Not significant",0,""
"Fxyd6",0.024682740019252,-0.170303115725931,0.071,0.136,1,"Not significant",0,""
"Zdbf2",0.0248101393842143,0.0148412733338203,0.189,0.294,1,"Not significant",0,""
"Anapc5",0.024836164417982,-0.0198107549339624,0.288,0.448,1,"Not significant",0,""
"Sept6",0.0248403263091753,-0.797006629748164,0.052,0.105,1,"Not significant",0,""
"Tyw1",0.0249008353545173,-0.387829781890563,0.066,0.127,1,"Not significant",0,""
"Strip1",0.0249104041010629,-0.273396608690035,0.075,0.141,1,"Not significant",0,""
"Ntrk3",0.0249341186189105,-0.27508368132907,0.722,0.782,1,"Not significant",0,""
"Uspl1",0.0249826512446322,-0.422079343843474,0.047,0.101,1,"Not significant",0,""
"Emc1",0.0250883017988731,-0.26399319834658,0.057,0.116,1,"Not significant",0,""
"Txnrd1",0.0252328150230672,-0.33295345337049,0.057,0.114,1,"Not significant",0,""
"Kmt2e",0.0253147755941213,0.277875679167614,0.764,0.772,1,"Not significant",0,""
"Rfc1",0.0253491285657108,-0.0320869740109573,0.085,0.158,1,"Not significant",0,""
"Lta4h",0.0255594416459464,-0.321334370103656,0.099,0.171,1,"Not significant",0,""
"Ahdc1",0.0255809647592953,-0.0618343174050091,0.165,0.262,1,"Not significant",0,""
"Slc27a4",0.0256219221635651,-0.123234862069153,0.09,0.161,1,"Not significant",0,""
"B230307C23Rik",0.0256580400604482,-0.0746718966309325,0.113,0.194,1,"Not significant",0,""
"Prmt5",0.0257170979916902,-0.325864028584171,0.08,0.145,1,"Not significant",0,""
"Stx12",0.0257199344304641,-0.207173680569048,0.08,0.149,1,"Not significant",0,""
"Mapre3",0.0258189816828885,-0.0198571222238439,0.217,0.345,1,"Not significant",0,""
"Ogfrl1",0.0259476719659012,-0.328123535766295,0.057,0.114,1,"Not significant",0,""
"Utp18",0.0259637779699049,-0.685113749677267,0.052,0.105,1,"Not significant",0,""
"Atp11a",0.0260066841381293,-0.0202776717213236,0.146,0.237,1,"Not significant",0,""
"Nop14",0.0261736787503033,-0.136058902426736,0.108,0.183,1,"Not significant",0,""
"Zdhhc14",0.0261851676106585,-0.0528455341777547,0.208,0.325,1,"Not significant",0,""
"Ccar2",0.0262408347473852,-0.959736129786273,0.052,0.103,1,"Not significant",0,""
"Vwa8",0.0263606066286033,-0.0808885713595573,0.288,0.442,1,"Not significant",0,""
"Rbms3",0.0263678418554406,-0.327852581677624,0.552,0.651,1,"Not significant",0,""
"Mark4",0.0267191867989674,-0.315879940011548,0.09,0.158,1,"Not significant",0,""
"Scly",0.0267636530063773,-0.255560470737736,0.08,0.145,1,"Not significant",0,""
"Nenf",0.0268498915396248,-0.35150384974227,0.075,0.138,1,"Not significant",0,""
"Megf11",0.0269153563211476,-0.97341106668335,0.052,0.105,1,"Not significant",0,""
"Plekhg5",0.0273061674407446,-0.30077304762134,0.066,0.127,1,"Not significant",0,""
"Trappc10",0.0277018828755495,-0.256717867543404,0.132,0.211,1,"Not significant",0,""
"Rabl2",0.027852976263667,-0.161369990955923,0.104,0.18,1,"Not significant",0,""
"Sf3a3",0.0280933749931963,-0.572713006677025,0.052,0.105,1,"Not significant",0,""
"Atg4b",0.0281728887160301,-0.182128551122721,0.061,0.121,1,"Not significant",0,""
"Agpat3",0.0285327254081887,-0.101755134658701,0.151,0.248,1,"Not significant",0,""
"Oxsr1",0.0285439925700639,-0.120590140813589,0.108,0.185,1,"Not significant",0,""
"Afmid",0.0286747281711803,-0.20971438279462,0.104,0.178,1,"Not significant",0,""
"Inpp5a",0.0286784258468683,-0.222770535620067,0.132,0.211,1,"Not significant",0,""
"Meis3",0.0287385764329073,-0.844258912366337,0.057,0.108,1,"Not significant",0,""
"Pdgfa",0.0288078671223002,0.0240232292065161,0.127,0.213,1,"Not significant",0,""
"Uchl1",0.028876051972833,0.836935710504201,0.335,0.314,1,"Not significant",0,""
"Snapc1",0.0289032461152706,-0.143043343149333,0.08,0.145,1,"Not significant",0,""
"Hspa4",0.0290020897858314,-0.210697703319492,0.113,0.189,1,"Not significant",0,""
"Mettl25",0.0291095885470925,0.0726853479061043,0.08,0.147,1,"Not significant",0,""
"Iffo1",0.0291697735938884,-0.222770535620067,0.061,0.119,1,"Not significant",0,""
"Klhl26",0.0292499646189774,-0.381032619536799,0.066,0.125,1,"Not significant",0,""
"Anxa6",0.0293074528791005,-0.18033526929967,0.132,0.215,1,"Not significant",0,""
"Stk19",0.0295385243210218,0.0534392589614598,0.104,0.182,1,"Not significant",0,""
"Mtch1",0.029800096111237,-0.0549655860521236,0.212,0.328,1,"Not significant",0,""
"Coro7",0.0298348302588888,-0.130406517471407,0.118,0.196,1,"Not significant",0,""
"Stard9",0.0301827952102544,-0.094446438644527,0.118,0.194,1,"Not significant",0,""
"Prkn",0.0302391687839447,-0.229825293154017,0.759,0.769,1,"Not significant",0,""
"Cep78",0.0302779854771554,-0.315879940011548,0.057,0.112,1,"Not significant",0,""
"Snx32",0.0304230973158169,-0.111739223231323,0.165,0.262,1,"Not significant",0,""
"Man2a2",0.0305807463122384,-0.0713814856151824,0.222,0.341,1,"Not significant",0,""
"Slc2a13",0.0305831221778596,0.45734919814143,0.203,0.323,1,"Not significant",0,""
"Abl1",0.0306238153722784,-0.0199536526203796,0.156,0.25,1,"Not significant",0,""
"Arfrp1",0.030668809721489,-0.415415613562463,0.061,0.117,1,"Not significant",0,""
"Atp6ap1",0.0307030738563468,-0.0579165237251766,0.175,0.279,1,"Not significant",0,""
"Xpc",0.0307921303028729,-0.185295830201404,0.066,0.127,1,"Not significant",0,""
"Gpi1",0.0308481625155858,0.588299801936526,0.509,0.556,1,"Not significant",0,""
"2900026A02Rik",0.0312490017034684,-0.0783806262848921,0.09,0.156,1,"Not significant",0,""
"2900060N12Rik",0.0313141010031181,-0.146821682386768,0.061,0.119,1,"Not significant",0,""
"Tmem151a",0.0313173403444334,-0.26716465497852,0.09,0.156,1,"Not significant",0,""
"Rgl2",0.0313955874440039,0.892113102264284,0.302,0.273,1,"Not significant",0,""
"Dcaf6",0.0314772227468529,-0.132572726648489,0.212,0.325,1,"Not significant",0,""
"Rai1",0.0315130171566424,-0.00037811428361878,0.245,0.383,1,"Not significant",0,""
"Snx19",0.0316229882419497,-0.445162956956515,0.057,0.11,1,"Not significant",0,""
"Sox6",0.0316523545368084,-0.620530043467075,0.066,0.121,1,"Not significant",0,""
"Neat1",0.0319417450144887,0.84372487616684,0.198,0.147,1,"Not significant",0,""
"Pik3ip1",0.0320715583769284,-0.143698964628868,0.061,0.119,1,"Not significant",0,""
"Iglon5",0.0321220399328656,-0.262298899806704,0.066,0.125,1,"Not significant",0,""
"Plec",0.0321712923723092,0.81078202409096,0.363,0.35,1,"Not significant",0,""
"Samd4",0.0323464159162955,0.0302102055498042,0.278,0.426,1,"Not significant",0,""
"Cdk17",0.0327097257155199,-0.135307694369727,0.09,0.156,1,"Not significant",0,""
"Ddx25",0.0327276197294437,-0.161369990955924,0.061,0.119,1,"Not significant",0,""
"Trim2",0.0329229312330192,-0.101434214839584,0.528,0.734,1,"Not significant",0,""
"Snf8",0.0330530473697019,-0.389880521455325,0.057,0.11,1,"Not significant",0,""
"Kcnip3",0.0331039658038558,-0.338247753040002,0.052,0.105,1,"Not significant",0,""
"Vegfa",0.0331703596360442,-0.30765943320658,0.061,0.117,1,"Not significant",0,""
"Camta2",0.0332396236142064,-0.0363574113891856,0.113,0.189,1,"Not significant",0,""
"Cacnb1",0.033398850011889,-0.149707073430344,0.071,0.132,1,"Not significant",0,""
"Trpm2",0.0334139009020175,-0.172845310288384,0.137,0.218,1,"Not significant",0,""
"Cep89",0.0335203604932235,-0.175073793588771,0.113,0.187,1,"Not significant",0,""
"Ccdc25",0.0336933478996133,-0.761190450404193,0.052,0.101,1,"Not significant",0,""
"Rab26",0.0336983306379241,-0.166187007253699,0.066,0.125,1,"Not significant",0,""
"Efcc1",0.0339880291212739,-0.797006629748164,0.052,0.101,1,"Not significant",0,""
"Nemf",0.0340677696907798,0.0833325921056127,0.288,0.464,1,"Not significant",0,""
"Ankrd27",0.0341858146685733,-0.191406364710732,0.085,0.15,1,"Not significant",0,""
"Ccdc66",0.0342622135028201,-0.168322751597691,0.099,0.169,1,"Not significant",0,""
"Sf1",0.0344007132188974,0.00178972239909103,0.193,0.305,1,"Not significant",0,""
"Chrm2",0.0344510825902794,-0.653074791552221,0.132,0.202,1,"Not significant",0,""
"D8Ertd738e",0.0344595971493582,-0.176227949683037,0.052,0.105,1,"Not significant",0,""
"3110082I17Rik",0.0345082940932248,-0.20665087025679,0.075,0.136,1,"Not significant",0,""
"Slc23a2",0.034661848187785,-0.0796455935214697,0.165,0.261,1,"Not significant",0,""
"Blcap",0.034869693755151,-0.761190450404193,0.057,0.106,1,"Not significant",0,""
"Polr1a",0.035019936869569,0.0211550472660225,0.146,0.237,1,"Not significant",0,""
"Soga3",0.0352841803993234,-0.0710692927966619,0.363,0.53,1,"Not significant",0,""
"Nom1",0.0353647985714978,-0.195803488019798,0.104,0.174,1,"Not significant",0,""
"Ddx1",0.0354667107233909,-0.0163196581526401,0.099,0.171,1,"Not significant",0,""
"Fam114a2",0.0354950645793802,0.0160163239670499,0.151,0.244,1,"Not significant",0,""
"Golga1",0.0357224635724641,-0.0810424260084064,0.156,0.244,1,"Not significant",0,""
"Psmd4",0.0357288882358803,0.93508163352167,0.283,0.253,1,"Not significant",0,""
"Slc4a7",0.035768201346854,-0.0442324038730462,0.17,0.266,1,"Not significant",0,""
"Usp5",0.0361310426005433,-0.152381207728669,0.099,0.169,1,"Not significant",0,""
"Atp6v0d1",0.0365045272082975,-0.241149064934921,0.08,0.141,1,"Not significant",0,""
"Nrg1",0.0365996665371359,-0.704457070333979,0.83,0.697,1,"Not significant",0,""
"Smpd4",0.0366206137945165,-0.189793213173794,0.175,0.262,1,"Not significant",0,""
"Zfp948",0.0367958795414801,-0.445162956956515,0.071,0.127,1,"Not significant",0,""
"Prdm15",0.0368277910256091,-0.249242746981258,0.104,0.171,1,"Not significant",0,""
"Usp35",0.0368386163133027,-0.281664224673635,0.099,0.165,1,"Not significant",0,""
"Noc3l",0.0368416689410991,-0.325864028584171,0.052,0.103,1,"Not significant",0,""
"Psen2",0.0368603911437948,-0.202592653682437,0.066,0.121,1,"Not significant",0,""
"Spg11",0.0368918670819526,-0.281664224673635,0.094,0.16,1,"Not significant",0,""
"A830082K12Rik",0.0370872647722466,-0.753285252318847,0.075,0.13,1,"Not significant",0,""
"Kyat1",0.0370919821293042,-0.368991276471111,0.075,0.134,1,"Not significant",0,""
"Spire2",0.0371125297414233,-0.210059483870513,0.104,0.174,1,"Not significant",0,""
"Hivep1",0.0372787838295176,-0.319632074872656,0.071,0.127,1,"Not significant",0,""
"Upf2",0.0373850264665137,0.159100099723578,0.184,0.294,1,"Not significant",0,""
"Cpne5",0.0375056071168699,-0.113541465865308,0.151,0.239,1,"Not significant",0,""
"Gnaz",0.0375708695907963,-0.0458927735359875,0.137,0.22,1,"Not significant",0,""
"Cdk5",0.0375858891485438,-0.150620749864231,0.118,0.191,1,"Not significant",0,""
"Zfp664",0.0378693264213933,-0.261244683434703,0.118,0.189,1,"Not significant",0,""
"Parg",0.0379820911249327,-0.103471607247723,0.118,0.194,1,"Not significant",0,""
"Ulk1",0.0385131055331212,-0.271680136101013,0.085,0.147,1,"Not significant",0,""
"Gtpbp2",0.0385569916348141,-0.0666513337027848,0.137,0.22,1,"Not significant",0,""
"Trpc7",0.0386057627003535,0.0338660990155766,0.193,0.292,1,"Not significant",0,""
"Pacsin2",0.0387418137339288,-0.26399319834658,0.066,0.121,1,"Not significant",0,""
"Cabin1",0.038747797007086,-0.0227698702723163,0.25,0.38,1,"Not significant",0,""
"Rapgef3",0.0392224549339451,-0.381032619536799,0.071,0.127,1,"Not significant",0,""
"Hspa14",0.039510869709238,-0.286900873039782,0.066,0.121,1,"Not significant",0,""
"Kcnc3",0.0397835566065839,-0.034698187467495,0.151,0.237,1,"Not significant",0,""
"Rnf112",0.0399136764246086,-0.072353693066968,0.25,0.371,1,"Not significant",0,""
"Dcaf1",0.0401265732816426,-0.293853633681549,0.099,0.163,1,"Not significant",0,""
"Slc35c2",0.0402601225498758,-0.277218319642443,0.075,0.132,1,"Not significant",0,""
"Fndc4",0.0405081142584103,-0.374773629065117,0.075,0.132,1,"Not significant",0,""
"Dctn2",0.0408838683974157,-0.104126039121448,0.104,0.172,1,"Not significant",0,""
"Ppt2",0.0412377351037629,-0.490250846485053,0.057,0.106,1,"Not significant",0,""
"Mir9-3hg",0.0415633825536654,-0.000378114283619002,0.08,0.141,1,"Not significant",0,""
"Cacng2",0.0415761723581134,0.0178090193860312,0.241,0.363,1,"Not significant",0,""
"Ctnnal1",0.0416185648773918,0.040263870213727,0.146,0.233,1,"Not significant",0,""
"Lztr1",0.0417244249803107,0.100699724075701,0.184,0.292,1,"Not significant",0,""
"Atp6v1e1",0.041767190710005,-0.172144462550099,0.085,0.147,1,"Not significant",0,""
"Fbxl16",0.0418060249377709,0.00463996048300563,0.123,0.202,1,"Not significant",0,""
"Rasal1",0.0418912430682179,-0.013317169991117,0.09,0.152,1,"Not significant",0,""
"Elmo2",0.0420058378341763,-0.273396608690035,0.08,0.139,1,"Not significant",0,""
"Lpcat1",0.0421513914352401,-0.194201383423296,0.094,0.16,1,"Not significant",0,""
"Pacs2",0.0422315080264094,-0.0363574113891858,0.156,0.244,1,"Not significant",0,""
"Polr3gl",0.0422633096630936,-0.281664224673635,0.071,0.127,1,"Not significant",0,""
"Kifc3",0.0422652561131923,-0.136613891870352,0.057,0.108,1,"Not significant",0,""
"Ap1b1",0.0422968536286398,0.057751296942568,0.208,0.316,1,"Not significant",0,""
"Gtf3c3",0.042402349405976,-0.519163538400292,0.061,0.112,1,"Not significant",0,""
"Hars2",0.0429522437234861,-0.254479395347405,0.094,0.154,1,"Not significant",0,""
"Tex2",0.0429828121606758,-0.118934724635527,0.127,0.202,1,"Not significant",0,""
"Dbndd2",0.0429943495266954,-0.30077304762134,0.052,0.101,1,"Not significant",0,""
"Nsrp1",0.0430172055194956,-0.0458927735359875,0.057,0.108,1,"Not significant",0,""
"Ryr3",0.0430994349959921,-0.33039276971044,0.557,0.668,1,"Not significant",0,""
"Dlg4",0.0431409565452712,-0.0252099672635545,0.274,0.407,1,"Not significant",0,""
"Micall1",0.0432326407927638,-0.13423386101841,0.075,0.134,1,"Not significant",0,""
"Ring1",0.0435438657577969,0.127171935436892,0.16,0.255,1,"Not significant",0,""
"Phf2",0.0437919412780978,-0.33295345337049,0.061,0.112,1,"Not significant",0,""
"Ccdc57",0.0441054268569645,-0.0488766319748088,0.226,0.338,1,"Not significant",0,""
"Nt5c3b",0.044332204394395,0.0555306268670375,0.094,0.163,1,"Not significant",0,""
"Ppip5k1",0.0443748941521664,-0.12752222047225,0.283,0.42,1,"Not significant",0,""
"Emc9",0.0444394231316151,-0.312407748104743,0.08,0.138,1,"Not significant",0,""
"Cox10",0.0445402869257574,-0.505704498891565,0.066,0.117,1,"Not significant",0,""
"Gnao1",0.0447580982770819,0.0142686616807827,0.505,0.706,1,"Not significant",0,""
"Rab6b",0.0448786217023919,0.0433697810815485,0.231,0.352,1,"Not significant",0,""
"Gcn1",0.0448826107532283,0.193738350875445,0.236,0.363,1,"Not significant",0,""
"Htatsf1",0.0448938112509144,-0.119677042655963,0.075,0.134,1,"Not significant",0,""
"Megf6",0.0452326993152105,-0.020277671721324,0.071,0.128,1,"Not significant",0,""
"Trim28",0.0452453588215796,-0.203405210753136,0.071,0.127,1,"Not significant",0,""
"Dzip1l",0.0452666767411877,-0.222770535620067,0.099,0.161,1,"Not significant",0,""
"Elp1",0.0453294731935538,0.083475937035026,0.16,0.248,1,"Not significant",0,""
"Dusp26",0.0453395087416746,-0.0248311580081579,0.104,0.172,1,"Not significant",0,""
"Morc2b",0.0453912324494097,-0.170303115725932,0.08,0.139,1,"Not significant",0,""
"Mtss2",0.0455480993290579,-0.132572726648489,0.09,0.152,1,"Not significant",0,""
"Abcf3",0.0457036624938061,-0.259296411645181,0.075,0.132,1,"Not significant",0,""
"Iqsec3",0.0460320438822978,-0.0917184258220447,0.274,0.393,1,"Not significant",0,""
"Ptpn23",0.0461281699127225,1.00790849690134,0.245,0.204,1,"Not significant",0,""
"mt-Co3",0.046274549178083,0.173603119393741,0.646,0.578,1,"Not significant",0,""
"Pik3r1",0.0462921579449827,-0.354015068898319,0.057,0.106,1,"Not significant",0,""
"Golga3",0.0465059573285903,-0.253467332842983,0.09,0.15,1,"Not significant",0,""
"Spag4",0.0465803522501873,0.777229464379933,0.127,0.081,1,"Not significant",0,""
"Grina",0.0467323830120441,0.748200415768401,0.368,0.363,1,"Not significant",0,""
"Fbn2",0.0467606053024334,-0.420216599826284,0.061,0.11,1,"Not significant",0,""
"Slc4a8",0.0468393534018181,-0.125746081225202,0.113,0.183,1,"Not significant",0,""
"Brd3",0.0468886753002891,0.0259085772366572,0.193,0.295,1,"Not significant",0,""
"Homer1",0.0477318137850897,0.232908948156123,0.061,0.112,1,"Not significant",0,""
"Dnaja1",0.0478555487357308,-0.0640727896010085,0.175,0.266,1,"Not significant",0,""
"Axin2",0.0480512566979367,-0.119677042655963,0.075,0.132,1,"Not significant",0,""
"Vcan",0.0481086321488898,-0.454096081726522,0.057,0.105,1,"Not significant",0,""
"Hdac5",0.0481314765661022,0.958836270869881,0.236,0.196,1,"Not significant",0,""
"Diablo",0.0482811589970201,-0.222770535620067,0.071,0.125,1,"Not significant",0,""
"Plppr3",0.048528029497424,-0.0463905120404553,0.212,0.327,1,"Not significant",0,""
"Meis2",0.0486512109557349,-0.803394100616886,0.061,0.11,1,"Not significant",0,""
"Nucks1",0.0486575653356735,-0.0895040047566025,0.094,0.158,1,"Not significant",0,""
"1600020E01Rik",0.0488669134903791,-0.103471607247723,0.108,0.176,1,"Not significant",0,""
"Tecpr1",0.0489403588486807,0.00709700627852805,0.217,0.328,1,"Not significant",0,""
"Slc27a1",0.0495595319389965,-0.0301254576776708,0.108,0.178,1,"Not significant",0,""
