"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p","gene_label"
"Cmss1",1.84632246761842e-91,2.53226429307311,1,0.961,3.25765136186594e-87,"Up",86.4870953963073,"Cmss1"
"Gm19951",1.58613678815961e-62,2.01382759192869,0.995,0.734,2.79857974902882e-58,"Up",57.5530623128167,"Gm19951"
"AC149090.1",2.8084008922042e-60,1.63748513861404,1,0.919,4.95514253420509e-56,"Up",55.3049438485594,"AC149090.1"
"Gphn",1.13476200330412e-59,1.50645285502633,1,0.978,2.00217407862979e-55,"Up",54.6984981655672,"Gphn"
"Camk1d",6.06327441104517e-56,2.16011672258631,0.976,0.64,1.06980413708481e-51,"Up",50.9706957269592,"Camk1d"
"Gm42418",2.69949206607761e-50,0.930419242827353,1,1,4.76298380138734e-46,"Up",45.3221208954945,""
"Lars2",3.81075099560182e-49,1.35180035925449,1,0.818,6.72368905663985e-45,"Up",44.1723923791273,""
"Pabpn1",8.99518966590791e-47,1.45283732954109,0.981,0.828,1.58711126465279e-42,"Up",41.7993926259037,""
"AY036118",3.44189939145277e-45,1.29662349954955,1,0.85,6.07288728627927e-41,"Up",40.2166047793749,""
"Srrm2",1.02836597918309e-39,1.28712414703465,0.991,0.897,1.81444893367064e-35,"Up",34.7412552501899,""
"EGFP",3.51852222909755e-36,1.36219196510109,0.991,0.727,6.20808062101971e-32,"Up",31.2070426517633,""
"Akap8l",2.42731417341594e-32,1.13240488359352,0.953,0.806,4.28275312757508e-28,"Up",27.3682769590898,""
"Gm47283",2.62512641729578e-24,1.58089933962968,0.797,0.563,4.63177305067667e-20,"Up",19.3342527284804,""
"Tia1",5.74631821522491e-24,-1.64295133817487,0.175,0.637,1.01388038589428e-19,"Down",18.9940132785434,"Tia1"
"Ppp3ca",6.43800792475415e-24,-1.76020466625864,0.17,0.618,1.13592211824362e-19,"Down",18.9446514439564,"Ppp3ca"
"Clasp2",1.79971792124699e-23,-1.31513455376873,0.278,0.767,3.17542230024819e-19,"Down",18.4981985095936,"Clasp2"
"Rbm25",5.16586562579566e-23,1.01307090732316,0.972,0.84,9.11465331015387e-19,"Up",18.0402598457529,""
"5330434G04Rik",6.23437808987506e-23,-1.77531155864885,0.156,0.591,1.09999367017756e-18,"Down",17.9586098139462,"5330434G04Rik"
"Adgrb3",5.3418388176648e-22,-1.04121588384538,0.962,0.934,9.42514040988777e-18,"Down",17.0257121712245,"Adgrb3"
"Ubr3",1.04216272132266e-21,-1.48698313265114,0.165,0.609,1.83879190550169e-17,"Down",16.735467416714,""
"Rtn3",5.44069969548398e-21,-1.32167122014625,0.241,0.681,9.59957054271193e-17,"Down",16.0177481956169,""
"Cdk8",8.35501561999946e-21,1.30610841769308,0.755,0.583,1.4741589559927e-16,"Up",15.8314556847345,""
"Arglu1",1.44478346169983e-20,1.06682469648486,0.858,0.714,2.54917593982319e-16,"Up",15.5936001892238,""
"Ptprg",1.77741457741845e-20,-1.76896346617665,0.212,0.615,3.13607028039711e-16,"Down",15.5036142131921,""
"Astn1",1.84502151795273e-20,-1.54736781728341,0.16,0.582,3.25535596627579e-16,"Down",15.487401515318,""
"Snap25",5.78826359568791e-20,-1.67343194462963,0.142,0.545,1.02128122882317e-15,"Down",14.9908546503634,""
"Pbx1",5.99524025912437e-20,-1.89982322836895,0.16,0.552,1.0578001913199e-15,"Down",14.975596358768,""
"Samd12",6.35380627726718e-20,-1.44747682279476,0.212,0.635,1.12106557956102e-15,"Down",14.9503689815099,""
"Slc25a12",1.83458304432127e-19,-2.11029580636165,0.09,0.455,3.23693832340046e-15,"Down",14.4898655755625,""
"B830012L14Rik",2.03035442184651e-19,-1.78464942322818,0.123,0.514,3.58235734190598e-15,"Down",14.4458310952381,""
"Gabrb3",2.82873719843595e-19,-1.42070991323198,0.231,0.646,4.99102391292038e-15,"Down",14.3018103493436,""
"Trpm3",3.75256319238384e-19,-2.18179875456376,0.236,0.607,6.62102249664205e-15,"Down",14.179074936488,""
"Lsamp",3.77069157787046e-19,-1.03313138214055,1,0.994,6.65300821999464e-15,"Down",14.1769819399695,""
"Ccdc85a",5.04416019337323e-19,-2.05165861922731,0.104,0.47,8.89991624518772e-15,"Down",14.050614080369,""
"Foxp1",1.04296468035023e-18,-1.7323256336832,0.118,0.497,1.84020688200994e-14,"Down",13.7351333494553,""
"Fus",1.17064050391216e-18,-1.4260118566116,0.16,0.561,2.06547810510261e-14,"Down",13.6849794043589,""
"Pcdh7",1.3453736347349e-18,-1.59027966481632,0.33,0.692,2.37377724112625e-14,"Down",13.6245600383253,""
"Prkg1",1.49498988730567e-18,-1.92031230493093,0.245,0.615,2.63776015716212e-14,"Down",13.5787646959604,""
"Mbd5",2.63279808412302e-18,-1.28762167997003,0.189,0.606,4.64530893962666e-14,"Down",13.3329853976416,""
"Pnisr",3.00317866021266e-18,0.660313678220429,0.991,0.96,5.29880842807921e-14,"Up",13.2758217815863,""
"Fam155a",3.24089606695902e-18,-0.732048141390057,0.972,0.974,5.7182370205425e-14,"Down",13.2427378471277,""
"Akt3",3.5462734666416e-18,-1.88368188957452,0.09,0.448,6.25704490454244e-14,"Down",13.2036307282373,""
"Rmst",3.80409172253746e-18,-1.84080485794687,0.245,0.602,6.71193943524509e-14,"Down",13.1731519709901,""
"Atxn1",3.99587611586383e-18,-1.12804570031738,0.264,0.695,7.05032381883015e-14,"Down",13.1517909355616,""
"Nrg3",4.44331071321726e-18,-0.989222894286653,0.972,0.947,7.83977742240053e-14,"Down",13.1056962671109,""
"Clasp1",7.45877259314482e-18,-1.67022951259129,0.113,0.479,1.31602583633447e-13,"Down",12.8807355845311,""
"Gm26917",7.7393925549613e-18,0.671611065081873,1,0.95,1.36553842239737e-13,"Up",12.8646960755313,""
"Garnl3",7.77092802552511e-18,-1.20584013967019,0.222,0.624,1.37110254082365e-13,"Down",12.8629300643581,""
"Csrnp3",8.54895613640561e-18,-1.45616195590577,0.127,0.505,1.50837782070741e-13,"Down",12.8214898621158,""
"Chd5",1.38483091117139e-17,1.4829178634231,0.642,0.461,2.44339565967081e-13,"Up",12.6120062019179,""
"Pacsin1",1.46519592797577e-17,0.876765137930848,0.91,0.791,2.58519169532045e-13,"Up",12.5875072478764,""
"Dlg2",1.74102320760007e-17,-0.724368653461454,0.995,0.978,3.07186134748956e-13,"Down",12.512598390652,""
"Sorcs1",1.75214696516908e-17,-1.71689931470413,0.264,0.615,3.09148810534433e-13,"Down",12.5098324201317,""
"Snx29",1.75760830301945e-17,-2.57271300667703,0.057,0.372,3.10112408984751e-13,"Down",12.50848085535,""
"Mllt3",1.91868789158145e-17,-1.92201646383711,0.071,0.406,3.38533291590631e-13,"Down",12.4703986160685,""
"Cpeb3",2.18852299662918e-17,-1.69670172395248,0.113,0.466,3.86142997525252e-13,"Down",12.4132518364276,""
"Stag1",4.15707186360912e-17,-1.3955050706492,0.198,0.578,7.33473759615193e-13,"Down",12.1346154186417,""
"Brinp3",6.39173302963624e-17,-1.61314598066464,0.236,0.6,1.12775737574902e-12,"Down",11.947784323852,""
"Spock1",9.42679474217375e-17,-1.61479805685241,0.179,0.536,1.66326366430914e-12,"Down",11.7790388999819,""
"Mdga2",1.05797608983601e-16,-0.940855324745939,0.948,0.928,1.86669301290666e-12,"Down",11.7289270980996,""
"Dzank1",1.19155130634318e-16,-1.71105701692955,0.09,0.428,2.1023731249119e-12,"Down",11.6772902037647,""
"Itm2c",1.29453912481655e-16,-4.06407278960101,0.009,0.284,2.28408483182632e-12,"Down",11.6412877702555,""
"Stxbp5",1.30036452861005e-16,-1.81713173434347,0.085,0.422,2.29436317427957e-12,"Down",11.6393378366083,""
"Smyd3",1.361750578859e-16,-1.14113206659571,0.212,0.6,2.40267272133881e-12,"Down",11.6193053823366,""
"Snap91",1.68642496889841e-16,-1.3589072236061,0.151,0.521,2.97552821512436e-12,"Down",11.5264359272292,""
"Cntn1",1.97372731468671e-16,-1.07379592933465,0.288,0.71,3.48244447403322e-12,"Down",11.4581157994735,""
"Hcn1",1.98290076181271e-16,-2.44183493923876,0.071,0.385,3.49863010414235e-12,"Down",11.4561019712701,""
"Syt11",2.02570945125726e-16,-1.80025791577908,0.113,0.453,3.57416175579832e-12,"Down",11.4468257965251,""
"Kctd16",2.22408886025145e-16,-2.33602651312332,0.137,0.455,3.92418238502766e-12,"Down",11.4062508160295,""
"Zbtb20",2.39192443244372e-16,-1.66578062712698,0.175,0.53,4.22031146860371e-12,"Down",11.3746554959331,""
"Rfx3",3.19707609256187e-16,-2.79534931188539,0.033,0.323,5.64092105771616e-12,"Down",11.2486499779981,""
"Cacna1b",3.24819074167616e-16,-0.932733027879665,0.307,0.745,5.73110774461342e-12,"Down",11.2417614267453,""
"Fut8",3.36295307938432e-16,-2.08075153074764,0.057,0.365,5.93359441326569e-12,"Down",11.226682142903,""
"A330023F24Rik",4.21558331356756e-16,-1.1191766454948,0.203,0.593,7.4379751984586e-12,"Down",11.128545274107,""
"Atp1b1",4.26942969164419e-16,-1.9143755963864,0.099,0.422,7.532981747937e-12,"Down",11.1230330848414,""
"Celf1",4.48190069631593e-16,-1.87484723219976,0.071,0.393,7.90786558857983e-12,"Down",11.1019407210774,""
"Ralgapa2",4.52415571305547e-16,-1.32620012527547,0.165,0.539,7.98242034011506e-12,"Down",11.0978654067717,""
"Pum1",4.69259623841841e-16,-2.54469863050743,0.042,0.334,8.27961680306545e-12,"Down",11.081989762752,""
"Mkln1",4.71491324901168e-16,-1.92936248074275,0.057,0.367,8.31899293655621e-12,"Down",11.0799292444506,""
"Scn3a",4.97557461276552e-16,-1.31265603913726,0.16,0.527,8.77890384676348e-12,"Down",11.0565597076726,""
"Dnajc10",5.03570452121593e-16,-2.59200434528579,0.033,0.321,8.88499705723338e-12,"Down",11.0513427116997,""
"Nedd4l",6.02543626482561e-16,-1.54137827221582,0.17,0.519,1.06312797456583e-11,"Down",10.9734144539128,""
"Sorbs2",6.08387478024242e-16,-1.26063872121051,0.203,0.58,1.07343886622597e-11,"Down",10.969222684173,""
"Arl15",6.38566157313994e-16,-1.79989228312404,0.085,0.413,1.12668612796481e-11,"Down",10.9481970527899,""
"Fbxl17",6.39762451870671e-16,-1.10359235002227,0.222,0.609,1.12879687008061e-11,"Down",10.9473842034605,""
"Fam49b",6.47751621327591e-16,-2.20462318890981,0.052,0.352,1.1428929606704e-11,"Down",10.9419944421918,""
"Xrn1",6.48798115855669e-16,-1.27922380394925,0.179,0.543,1.14473939561574e-11,"Down",10.941293370903,""
"Strn3",6.53621620003035e-16,-1.58351787939796,0.113,0.459,1.15324998633336e-11,"Down",10.9380765418663,""
"Cacnb4",6.53781844689738e-16,-1.72700176422837,0.132,0.468,1.15353268677057e-11,"Down",10.9379700946991,""
"Stxbp5l",7.43860993367443e-16,-1.34830141770393,0.189,0.545,1.31246833669752e-11,"Down",10.8819111651513,""
"Smg6",8.53295988648245e-16,-1.24843541901341,0.146,0.516,1.50555544237096e-11,"Down",10.8223032468783,""
"Pde4b",8.55029964951454e-16,-1.43623904165224,0.283,0.639,1.50861487016035e-11,"Down",10.8214216158321,""
"Nedd4",9.19596525738257e-16,-1.2286232618655,0.203,0.583,1.62253611001258e-11,"Down",10.7898056290702,""
"App",9.9006845090753e-16,-1.0933075305218,0.396,0.739,1.74687677478125e-11,"Down",10.7577377292014,""
"Adgrl3",1.19122557190793e-15,-1.38109591645645,0.368,0.684,2.10179839907436e-11,"Down",10.6774089430977,""
"Efna5",1.19966387055522e-15,-1.62731566108127,0.142,0.479,2.11668693320762e-11,"Down",10.6743433711892,""
"Dnajc6",1.34983035593365e-15,-1.23960497448333,0.17,0.541,2.38164068000933e-11,"Down",10.6231237602589,""
"Nsf",1.56445280484972e-15,-1.25145329032415,0.208,0.576,2.76032052887685e-11,"Down",10.5590404846594,""
"Fnbp1l",1.84111432361059e-15,-1.25929641164518,0.165,0.525,3.24846211257853e-11,"Down",10.4883221941269,""
"Prpf4b",1.85115033293065e-15,0.82120360555652,0.873,0.752,3.26616964742284e-11,"Up",10.4859612614162,""
"Magi1",1.87575076492659e-15,-0.995885133259238,0.288,0.699,3.30957464963648e-11,"Down",10.4802278186672,""
"Mdm4",2.08166647459451e-15,-1.58162519950579,0.094,0.418,3.67289232777456e-11,"Down",10.4349918029748,""
"Basp1",2.10217156387782e-15,-2.68220215425736,0.033,0.31,3.70907150730602e-11,"Down",10.4307347938137,""
"Enox1",2.19648710937993e-15,-0.96371049880357,0.236,0.62,3.87548185578995e-11,"Down",10.4116742920479,""
"Grid2",2.62128034560169e-15,-0.954461187745598,0.943,0.914,4.62498704177962e-11,"Down",10.3348894797231,""
"Pcsk1n",2.63717280844233e-15,-1.96751348037799,0.099,0.409,4.65302770321565e-11,"Down",10.3322643617547,""
"Prickle2",2.92462873201205e-15,-1.26733608805351,0.203,0.558,5.16021493476205e-11,"Down",10.2873322086369,""
"Ppp2r2b",3.71256673214401e-15,-0.981524818551559,0.425,0.743,6.55045274219489e-11,"Down",10.1837286822003,""
"Arhgap32",3.91740340535555e-15,-1.47515769725435,0.066,0.372,6.91186656840934e-11,"Down",10.160404654378,""
"Ppfia2",4.14108754071583e-15,-1.04020870849983,0.269,0.662,7.30653485683902e-11,"Down",10.1362885395055,""
"Rims1",4.79440807538312e-15,-1.04505137669596,0.406,0.741,8.45925360820598e-11,"Down",10.0726679547078,""
"Zdhhc17",4.83493867500455e-15,-1.99688912820374,0.047,0.338,8.53076579817803e-11,"Down",10.0690119809081,""
"Fam135b",4.85918964638629e-15,-1.95457442467049,0.071,0.367,8.57355421208397e-11,"Down",10.0668391016821,""
"Rabgap1",5.22815055759532e-15,-1.41869074559532,0.142,0.483,9.22454884382119e-11,"Down",10.0350548652155,""
"Fry",5.29376379786445e-15,-0.945835312970011,0.302,0.714,9.34031684495203e-11,"Down",10.029638391256,""
"Klhl7",6.20444208474149e-15,-1.7619293467281,0.09,0.4,1.09471176143179e-10,"Down",9.96070021589076,""
"Acadsb",6.32921393999786e-15,-1.94814815551106,0.071,0.369,1.11672650757322e-10,"Down",9.95205317495519,""
"Gnaq",7.67494880085582e-15,-1.50722392508877,0.085,0.402,1.354167966423e-10,"Down",9.86832746388838,""
"Cntnap2",7.83484448053738e-15,-0.996076438245256,0.986,0.98,1.38237996014602e-10,"Down",9.85937257062696,""
"Zcchc7",9.43082683610838e-15,-1.02353916466572,0.264,0.65,1.66397508696296e-10,"Down",9.77885318025413,""
"Gse1",9.73298687821626e-15,0.884551233056326,0.835,0.699,1.71728820479248e-10,"Up",9.76515681302345,""
"Dlg1",1.22634323220069e-14,-1.50616402908844,0.113,0.431,2.16375999889489e-10,"Down",9.66479091220501,""
"Amph",1.25930444400396e-14,-1.44973568674634,0.113,0.426,2.22191676100059e-10,"Down",9.65327221493397,""
"Ulk2",1.2740641606417e-14,-1.3579301189017,0.137,0.479,2.24795880503622e-10,"Down",9.64821165169256,""
"Akap6",1.34083872518677e-14,-0.820011366119659,0.571,0.842,2.36577584671953e-10,"Down",9.62602640643018,""
"Dennd1a",1.36874567387716e-14,-0.893678466410612,0.288,0.686,2.41501486698886e-10,"Down",9.61708019135911,""
"Cask",1.57316045173947e-14,-1.69981769717434,0.108,0.418,2.77568430104912e-10,"Down",9.55662993090777,""
"Polb",1.74101431001138e-14,-1.60328035177064,0.108,0.418,3.07184564858409e-10,"Down",9.51260061014193,""
"Zmym4",2.13512973531171e-14,-1.22610624818332,0.184,0.536,3.76722290498398e-10,"Down",9.42397868201588,""
"Nyap2",2.47524087210926e-14,-2.26424717159623,0.057,0.334,4.36731499474959e-10,"Down",9.35978548324512,""
"Ttc8",2.80446889273391e-14,-2.07203909941107,0.052,0.332,4.94820491433971e-10,"Down",9.30555232373081,""
"Gm26871",3.15342692786621e-14,-1.05413308003821,0.514,0.765,5.56390647152714e-10,"Down",9.25462017904682,""
"Ehbp1",3.29068966430576e-14,-1.23644547251714,0.17,0.517,5.80609284370107e-10,"Down",9.23611602376017,""
"Rgs7",3.37704583124435e-14,-1.07076744217502,0.236,0.598,5.95845966464754e-10,"Down",9.22486599623351,""
"Dync1i1",3.69998651394918e-14,-1.27721831964244,0.189,0.53,6.52825620521192e-10,"Down",9.18520280978018,""
"Gmds",3.76562889196266e-14,-1.86728988102168,0.085,0.376,6.64407561697892e-10,"Down",9.17756543343771,""
"Neo1",3.93209276403797e-14,-1.96549539907496,0.071,0.356,6.9377844728686e-10,"Down",9.1587791959465,""
"Upp2",4.3309942435418e-14,-0.886721332488052,0.292,0.697,7.64160624330516e-10,"Down",9.11681534439761,""
"Kansl1",4.39654146112638e-14,-1.21113583513666,0.208,0.56,7.75725775401138e-10,"Down",9.11029177781132,""
"4632427E13Rik",4.59906946281461e-14,-1.87659489448603,0.061,0.343,8.11459816019011e-10,"Down",9.09073298183073,""
"Grb10",4.70520718848579e-14,-1.37721680499345,0.142,0.466,8.30186756336433e-10,"Down",9.08082419904216,""
"Clstn2",4.72617454861654e-14,-1.76991157090626,0.16,0.472,8.33886237357903e-10,"Down",9.07889319379594,""
"Gpm6a",4.75123625202314e-14,-1.67175536682225,0.118,0.426,8.38308124306962e-10,"Down",9.07659632493685,""
"Klf12",4.80000440943885e-14,-1.62486897919141,0.146,0.459,8.4691277800139e-10,"Down",9.07216131456094,""
"Trerf1",4.94511978623916e-14,-1.01768347899555,0.264,0.62,8.72516935084036e-10,"Down",9.05922613486486,""
"Ago3",5.51497894666975e-14,-1.44012736705922,0.104,0.417,9.73062885350411e-10,"Down",9.01185909202542,""
"Jazf1",5.99483554307026e-14,-1.32183466314917,0.175,0.512,1.05772878321932e-09,"Down",8.97562567733979,""
"Enah",6.47593750135622e-14,-1.49025084648505,0.123,0.433,1.14261441273929e-09,"Down",8.94210030212593,""
"Rc3h2",6.85200721287624e-14,-1.58162519950579,0.099,0.4,1.20896815263988e-09,"Down",8.9175851394328,""
"Lrch1",6.9532361391183e-14,-1.47501288470308,0.108,0.417,1.22682898438603e-09,"Down",8.91121597216606,""
"Apbb2",7.29738674373516e-14,-1.12797278107582,0.184,0.523,1.28755091706463e-09,"Down",8.89023558748059,""
"Phf21a",7.76516770607842e-14,-1.21894882466766,0.146,0.483,1.37008619006048e-09,"Down",8.86325211117188,""
"Syt16",8.32049267061857e-14,-1.2752379555142,0.123,0.442,1.46806772680394e-09,"Down",8.83325390852162,""
"Fchsd2",9.14377902577407e-14,-1.28578033314587,0.142,0.47,1.61332837130758e-09,"Down",8.79227722880896,""
"Elavl4",9.47020235583094e-14,-1.91082652930533,0.066,0.345,1.67092250366281e-09,"Down",8.77704369194507,""
"Ncam1",9.51857842335153e-14,-0.769587064647947,0.693,0.846,1.67945797701614e-09,"Down",8.77483085849593,""
"Bend6",1.10851985653523e-13,-1.25904592201162,0.17,0.505,1.95587243487077e-09,"Down",8.70865947400564,""
"Faf1",1.13291940778602e-13,-1.82543503807468,0.071,0.354,1.99892300309765e-09,"Down",8.69920393423298,""
"Insr",1.25513176693004e-13,-1.59050232012055,0.075,0.36,2.21455448957137e-09,"Down",8.65471362934218,""
"Tmem178b",1.39071623340105e-13,-0.925864707207137,0.443,0.752,2.45377972221282e-09,"Down",8.61016442682552,""
"Hdac9",1.40533694231441e-13,-2.3248687232388,0.071,0.338,2.47957650101955e-09,"Down",8.60562248811571,""
"Zfp148",1.50575050517419e-13,-1.84168036826456,0.08,0.361,2.65674619132934e-09,"Down",8.57564993334666,""
"Ftx",1.53212156769498e-13,-0.943221043003256,0.274,0.653,2.70327529404103e-09,"Down",8.5681097247064,""
"Rapgef4",1.66777181555889e-13,-1.16450288044089,0.203,0.53,2.94261659137211e-09,"Down",8.53126632067266,""
"Actl6b",1.85481632712072e-13,1.31488625032273,0.594,0.435,3.2726379275718e-09,"Up",8.48510204075245,""
"Arfgef3",1.89118577809257e-13,-1.37477362906512,0.127,0.439,3.33680818686653e-09,"Down",8.47666875761841,""
"Lrrtm3",1.97902110907801e-13,-1.48347988850762,0.156,0.464,3.49178484485724e-09,"Down",8.4569525242935,""
"Atp8a1",2.23815313653334e-13,-1.16053340349213,0.17,0.501,3.94899739409942e-09,"Down",8.40351315284958,""
"Zranb2",2.29686073397387e-13,0.778027194585987,0.896,0.769,4.0525810790235e-09,"Up",8.39226828756637,""
"Nrxn3",2.45875408011737e-13,-1.03488171310581,0.995,0.917,4.33822569895908e-09,"Down",8.36268785728663,""
"Gls",2.77813356109671e-13,-1.18657788399669,0.198,0.532,4.90173885519903e-09,"Down",8.30964982991933,""
"Csmd1",2.79610608833316e-13,-0.771340524845235,0.972,0.958,4.93344958225503e-09,"Down",8.30684930574287,""
"Plxna4",2.9838385225722e-13,-1.10218039480648,0.255,0.606,5.26468468922639e-09,"Down",8.27862763432269,""
"Plcb4",3.10601730758376e-13,-1.42244288045643,0.151,0.47,5.48025693750078e-09,"Down",8.2611990794859,""
"Zdhhc2",3.1342230328686e-13,-1.97279228261172,0.057,0.323,5.53002311919336e-09,"Down",8.25727305305025,""
"Xpr1",3.15601605414932e-13,-1.56380745345513,0.08,0.367,5.56847472594106e-09,"Down",8.254263747164,""
"Ahcyl2",3.20970352615844e-13,-1.92036189145213,0.071,0.341,5.66320090155395e-09,"Down",8.24693803154164,""
"Sv2a",3.25331338718765e-13,-1.17696684600694,0.146,0.475,5.74014614035389e-09,"Down",8.24107705060876,""
"Vps35l",3.27903376120621e-13,-1.62612622985128,0.08,0.361,5.78552716827224e-09,"Down",8.23765706266889,""
"Scmh1",3.28660778972961e-13,-1.1856175372026,0.137,0.462,5.79889078419893e-09,"Down",8.23665507063899,""
"Olfm3",3.46306694353839e-13,-2.24267009305777,0.085,0.352,6.11023531517914e-09,"Down",8.21394206404289,""
"Nlgn1",3.50441709509113e-13,-0.925415119178414,0.967,0.923,6.1831935225788e-09,"Down",8.20878716067032,""
"Ldlrad4",3.52337965760466e-13,-1.67796516137089,0.071,0.352,6.21665106787767e-09,"Down",8.20644350830308,""
"Prkacb",3.85234197769779e-13,-1.41541561356246,0.09,0.378,6.79707218544997e-09,"Down",8.16767811781113,""
"Lrba",4.31518111558734e-13,-1.40136783907683,0.118,0.415,7.61370556034231e-09,"Down",8.11840392237208,""
"Gabrg2",4.45091758034699e-13,-2.02685032564481,0.066,0.328,7.85319897876424e-09,"Down",8.10495339856391,""
"Nova1",4.47323634557093e-13,-1.73522053655685,0.094,0.376,7.89257820812535e-09,"Down",8.10278110595915,""
"Dpp6",4.60972141659632e-13,-0.623970707602795,0.953,0.954,8.13339246744255e-09,"Down",8.08972827081651,""
"Usp47",4.64409113242232e-13,-1.82684185928893,0.071,0.341,8.19403439404595e-09,"Down",8.08650221744987,""
"Alcam",4.85418068237698e-13,-1.52415125310334,0.142,0.442,8.56471639598595e-09,"Down",8.06728701328196,""
"Edil3",5.07475952427003e-13,-1.50540949939337,0.156,0.47,8.95390570462203e-09,"Down",8.04798748357084,""
"Sobp",5.10086517877332e-13,-1.18607573563938,0.175,0.494,8.99996652142764e-09,"Down",8.04575910607026,""
"Nptn",5.21596842835055e-13,-1.13366306178608,0.17,0.495,9.2030546949817e-09,"Down",8.03606799689573,""
"Osbpl9",5.33395874445933e-13,-1.42099664582576,0.123,0.42,9.41123680872404e-09,"Down",8.02635329858045,""
"Slc4a10",5.35501586946053e-13,-1.57970508033534,0.104,0.394,9.44839000007615e-09,"Down",8.02464218870261,""
"Ptk2",5.40930210346504e-13,-1.35479892930385,0.094,0.389,9.54417263135372e-09,"Down",8.02026171391375,""
"5031425E22Rik",5.55054790442941e-13,-1.97279228261172,0.057,0.314,9.79338672257524e-09,"Down",8.00906709567625,""
"Dgki",6.19033088094802e-13,-1.05284553417775,0.226,0.569,1.09222198063447e-08,"Down",7.96168908766845,""
"Stat5b",6.24591236850754e-13,-1.97222707396947,0.075,0.339,1.10202877829947e-08,"Down",7.9578070642016,""
"Casc4",6.60796236867013e-13,-1.35540830419819,0.123,0.424,1.16590888032816e-08,"Down",7.93333538981457,""
"Mrtfb",7.05823926236056e-13,-1.2186188923496,0.146,0.451,1.2453557354509e-08,"Down",7.90470657477253,""
"Kif1a",7.14817947916428e-13,0.743782981286791,0.849,0.688,1.26122478730374e-08,"Up",7.89920750249482,""
"Mmp16",7.15846465933571e-13,-1.01841203711388,0.222,0.558,1.26303950449319e-08,"Down",7.89858306566391,""
"Naaladl2",7.93488797944585e-13,-1.92201646383711,0.085,0.352,1.40003163509343e-08,"Down",7.85386215089942,""
"Gatad2b",8.12257621239231e-13,-1.62531709071571,0.075,0.345,1.4331473469145e-08,"Down",7.84370915596542,""
"Pkia",8.36209142978208e-13,-1.70463954337712,0.075,0.345,1.47540741187075e-08,"Down",7.83108803914626,""
"Elmod1",8.58815422282199e-13,-1.68361172451204,0.09,0.363,1.51529393107471e-08,"Down",7.81950311616352,""
"Rars2",8.60450713706564e-13,-2.01923714153494,0.047,0.299,1.51817923926386e-08,"Down",7.8186769517423,""
"Acbd6",8.76943463216742e-13,-2.2307633263736,0.047,0.294,1.54727904649962e-08,"Down",7.81043135570828,""
"Hmgcll1",9.03787588466995e-13,-1.62024966351461,0.08,0.354,1.59464282109117e-08,"Down",7.79733657793619,""
"Nlk",9.43057627416793e-13,-1.97341106668335,0.061,0.319,1.66393087781419e-08,"Down",7.77886471891512,""
"Kif26b",9.46287134169448e-13,-1.64752318973212,0.094,0.372,1.66962901952857e-08,"Down",7.77738001548093,""
"Fcho2",1.01613196652612e-12,-2.59200434528579,0.042,0.281,1.79286324173868e-08,"Down",7.74645283683125,""
"Pias1",1.08613875654441e-12,-1.51016021180295,0.071,0.343,1.91638322204696e-08,"Down",7.7175176400495,""
"Armc9",1.10831483457184e-12,-1.05284553417775,0.175,0.506,1.95551069411855e-08,"Down",7.7087398046753,""
"Relch",1.14075311414894e-12,-1.95973612978627,0.057,0.308,2.01274479460439e-08,"Down",7.69621128786414,""
"Sh3gl2",1.14104157738643e-12,-2.20259265368244,0.052,0.301,2.01325375914061e-08,"Down",7.69610148132159,""
"Stmn3",1.1869629523236e-12,-1.93199113930337,0.066,0.323,2.09427743307975e-08,"Down",7.67896578699592,""
"Senp6",1.20537224914382e-12,-1.32369944447085,0.132,0.428,2.12675879638936e-08,"Down",7.67228176225389,""
"Pacrg",1.31331542927961e-12,-2.11780097601852,0.052,0.299,2.31721374342095e-08,"Down",7.63503390435985,""
"Ext1",1.32788931948715e-12,-2.49961074097889,0.042,0.281,2.34292791530314e-08,"Down",7.63024107310499,""
"Fto",1.33173212212079e-12,-1.00371382684688,0.193,0.538,2.34970815626992e-08,"Down",7.62898607559738,""
"Dok6",1.40160500543548e-12,-1.08294756596717,0.17,0.495,2.47299187159036e-08,"Down",7.60677731110706,""
"Cdh2",1.52268670649011e-12,-1.26090566450684,0.127,0.426,2.68662842493116e-08,"Down",7.57079239466131,""
"Ssh2",1.58631367590947e-12,-0.737343708449825,0.236,0.611,2.79889184977468e-08,"Down",7.55301388251044,""
"Ncam2",1.61940505195239e-12,-1.27757809396872,0.439,0.677,2.85727827366479e-08,"Down",7.54404746111117,""
"Zfp532",1.68636617534771e-12,-1.49871242523325,0.09,0.365,2.97542447978349e-08,"Down",7.5264510682288,""
"Ankrd10",1.6874651107232e-12,-1.48698313265114,0.08,0.352,2.97736344136001e-08,"Down",7.52616814857696,""
"Btrc",1.70628136654613e-12,-1.44516295695651,0.09,0.365,3.01056284313399e-08,"Down",7.52135230280612,""
"Itfg1",1.76751590249813e-12,-1.67082309212687,0.061,0.323,3.1186050583677e-08,"Down",7.50603962102095,""
"Dmxl2",1.83870300874414e-12,-1.09528080049815,0.165,0.486,3.24420758862816e-08,"Down",7.48889136416764,""
"Ash1l",1.95054405534139e-12,-0.793305965705943,0.307,0.681,3.44153993124436e-08,"Down",7.4632471870812,""
