"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Group"
"GO:0050803","regulation of synapse structure or activity","107/1496","424/25730",0.252358490566038,4.34036361113914,17.2317592717408,1.74111045173038e-39,9.43159531702348e-36,6.75367580486996e-36,"210933/54216/208922/320772/20616/83814/17999/11820/319387/13640/14804/243548/327814/320150/12361/64085/234267/56508/216028/192167/14083/239719/12558/108155/18015/329165/72895/216831/12564/58234/12933/56637/331461/140580/13196/13175/270190/12386/106042/14803/18189/15569/16423/243499/19211/347722/76089/259302/80913/19277/238130/319613/223254/20563/226778/50791/242384/30785/19122/17257/12540/65114/75415/16573/333605/70530/67414/64451/170571/319504/18472/73086/16443/229791/18750/20354/11538/22215/13838/76742/272381/53328/72162/22284/66713/238205/15562/14360/99633/18222/29819/18187/16981/12934/399558/18481/53872/22359/52163/433485/13193/76965/16180/140919/16412/16975/11848",107,"ADP_H_vs_ADP_N"
"GO:0050807","regulation of synapse organization","105/1496","415/25730",0.253012048192771,4.35160427807487,17.1022211119244,7.18710028489663e-39,1.94662611216425e-35,1.3939191868339e-35,"210933/54216/208922/320772/20616/83814/17999/11820/319387/13640/14804/243548/327814/320150/12361/64085/234267/56508/216028/192167/14083/239719/12558/108155/18015/329165/72895/216831/12564/58234/12933/56637/331461/140580/13196/13175/270190/12386/106042/14803/18189/15569/16423/243499/19211/347722/76089/259302/80913/19277/238130/223254/20563/226778/50791/242384/30785/19122/17257/12540/65114/75415/16573/333605/70530/67414/64451/170571/319504/18472/73086/16443/229791/18750/20354/11538/22215/13838/76742/272381/53328/72162/22284/66713/238205/15562/14360/99633/18222/29819/18187/16981/12934/399558/18481/53872/22359/52163/433485/13193/76965/16180/16412/16975/11848",105,"ADP_H_vs_ADP_N"
"GO:0099173","postsynapse organization","91/1496","328/25730",0.277439024390244,4.77172867484022,17.0807960860575,2.99768984646823e-37,5.4128286327728e-34,3.87596038043348e-34,"54216/23859/208922/234214/11820/319387/14804/243548/327814/66797/13383/12361/13800/16337/56508/18191/70546/192167/20404/12558/20411/81907/18015/329165/70729/16001/67299/216831/13839/58234/14658/12933/331461/140580/13196/13175/270190/54725/106042/14803/11352/18189/243499/19211/245684/259302/80913/238130/223254/226778/50791/18186/75786/19122/12540/65114/75415/333605/70530/67414/64451/319504/18472/73086/16443/229791/22215/230235/13838/76742/272381/72162/22284/66713/15562/14432/14360/18222/29819/18187/12934/399558/231637/18481/53872/433485/13193/223666/16180/16412/16975",91,"ADP_H_vs_ADP_N"
"GO:0007416","synapse assembly","82/1496","320/25730",0.25625,4.40729445187166,15.2386684867174,5.63084069486624e-31,7.6255660110226e-28,5.46043367383739e-28,"210933/14402/54216/18183/208922/320772/11820/319387/13640/14804/243548/66797/64085/234267/216028/18191/243743/70546/192167/14406/20320/14083/12558/108155/72895/67299/58234/12933/56637/331461/13508/140580/13175/270190/54725/106042/18189/15569/243499/19211/259302/80913/238130/330222/223254/20563/226778/50791/16795/242384/14401/17257/14405/65114/75415/14394/14712/14395/18750/20354/11538/14396/272381/22284/238205/15562/14432/99633/18222/29819/14168/16981/12934/399558/53872/22359/433485/13193/76965/16180/18845/11848",82,"ADP_H_vs_ADP_N"
"GO:0016358","dendrite development","79/1496","334/25730",0.236526946107784,4.06807374555701,14.0223585239962,2.30368680448686e-27,2.49581428398107e-24,1.78717597358612e-24,"19055/210933/19091/208922/83814/17999/11820/327814/66797/12361/15572/56508/192167/329165/270120/216831/13047/93691/13839/58234/56637/331461/13508/67095/13196/13175/68166/270190/209012/12386/106042/12808/11352/231380/19211/93686/76089/17475/17344/330222/223254/329152/226778/19283/18186/239985/17257/12540/17756/67414/64451/56717/18472/11682/16443/77040/17258/20354/66923/22215/54673/13838/72162/22067/66713/14360/65254/18222/29819/18481/53872/74053/22359/52163/52463/13193/16412/16975/11848",79,"ADP_H_vs_ADP_N"
"GO:0099003","vesicle-mediated transport in synapse","76/1496","329/25730",0.231003039513678,3.9730669830795,13.4847200331089,1.13774122390355e-25,1.02719070164759e-22,7.35539721067472e-23,"19055/20614/78808/20616/229521/12287/27418/83814/12298/207227/17999/72685/327814/116837/218038/227801/12361/56508/11980/64051/192167/218503/20404/12558/96935/14169/269774/11984/20965/72194/109880/29873/231760/18189/224671/11966/19211/12330/21912/50791/17957/75734/18751/65114/80718/67979/104015/19056/108086/18196/83493/12725/20983/16510/20405/12314/16443/18750/111173/12290/13002/108664/208898/94090/11938/11772/12289/18222/102866/74053/433485/11964/208650/116838/53330/140919",76,"ADP_H_vs_ADP_N"
"GO:0007611","learning or memory","75/1496","369/25730",0.203252032520325,3.49577192295987,11.9977439496911,9.54221862231079e-22,5.37155944686984e-19,3.84640878359849e-19,"210933/20614/14402/20238/208922/229521/383348/11820/66797/218038/64085/15572/17967/11980/18191/94109/20320/320127/56469/18015/329165/67869/218461/56710/12326/224938/238871/50876/58234/56637/15560/18795/109880/209012/76376/268354/14266/11352/432572/18189/231380/234593/224671/19211/16497/110893/19283/16795/75786/64930/666173/17250/19122/195018/17257/21960/67979/104015/72108/56717/18472/20983/328572/18750/12290/11538/22215/53328/53901/19063/14168/23802/15194/319984/16412",75,"ADP_H_vs_ADP_N"
"GO:0007626","locomotory behavior","66/1496","294/25730",0.224489795918367,3.86104441776711,12.2585345607474,9.91611491022676e-22,5.37155944686984e-19,3.84640878359849e-19,"11899/20614/268890/20238/12805/12287/80912/12298/11820/319387/66797/15572/109205/94229/17978/14169/58234/14658/110784/11906/13508/15560/227331/20265/14816/209012/70430/11352/231380/224671/16508/19211/243385/16795/14167/170719/75786/64930/27386/12661/17257/17993/16531/268860/65114/21960/72108/56717/19056/12725/18472/11682/19156/13405/76192/12290/22215/13838/213827/53901/19063/18516/15194/103199/11784/20273",66,"ADP_H_vs_ADP_N"
"GO:0031346","positive regulation of cell projection organization","86/1496","469/25730",0.183368869936034,3.15379747557096,11.6958210280965,1.26483532268912e-21,6.09617511952738e-19,4.36528381711734e-19,"20616/12805/13640/214459/330914/12361/234267/15572/192167/20320/18015/329165/16001/268902/50769/13047/75974/56637/331461/13508/12877/19762/208727/109880/68732/67095/11789/20257/23964/12808/11352/234593/76089/80913/17344/50791/19283/18186/330938/12540/66573/107035/252838/67414/56717/71653/12168/18472/11682/52822/13405/328572/21821/20354/11538/54673/13838/235106/72162/22067/66713/20713/12396/14360/18222/23965/29819/26395/15194/103199/18481/53872/20187/69981/74053/22359/52163/193385/13193/76965/13837/18546/232906/16412/14348/16975",86,"ADP_H_vs_ADP_N"
"GO:1901888","regulation of cell junction assembly","69/1496","325/25730",0.212307692307692,3.65152200740436,11.9520393803109,3.2712893655433e-21,1.36312111485754e-18,9.76089175062921e-19,"76499/210933/54216/76707/208922/320772/83814/11820/319387/13640/14804/243548/66797/64085/216028/192167/14083/108155/72895/12933/56637/331461/140580/13175/270190/106042/26921/18189/110829/15569/19271/243499/19211/76089/259302/80913/238130/223254/20563/226778/242384/18186/64930/105522/65114/75415/11856/18750/20354/11538/21872/272381/22284/238205/15562/99633/18222/29819/16981/12934/399558/22359/50768/433485/13193/76965/16180/13837/11848",69,"ADP_H_vs_ADP_N"
"GO:0048588","developmental cell growth","60/1496","293/25730",0.204778156996587,3.52202003978756,10.7873332823868,8.09530613157086e-18,2.74076708216996e-15,1.96257915097622e-15,"76499/108655/19091/83814/234214/11820/13640/330914/116837/29869/238161/243743/11658/20404/14042/81907/26398/56637/13508/108058/13175/77300/106042/12808/19211/80913/20563/214968/266692/18186/329506/17257/21960/17756/360213/56717/71653/12168/18472/20983/52822/28185/328572/77040/20354/11538/54673/22067/22284/18187/14168/12488/20187/99982/13548/13193/76965/116838/20564/16412",60,"ADP_H_vs_ADP_N"
"GO:0007264","small GTPase-mediated signal transduction","77/1496","461/25730",0.167028199566161,2.87275105269874,10.080943561247,4.53863105100376e-17,1.44622143548749e-14,1.03559476303089e-14,"99326/241694/330914/227801/56508/215821/320127/20262/12558/20663/108155/18015/329165/67299/216831/73910/75974/108699/19762/320271/140580/108058/102442/26921/11352/333050/244867/234353/105445/76089/238130/223254/20563/241308/18186/227743/213498/12540/75415/107338/212307/114713/11855/57874/71653/228850/329877/16443/20354/19328/14784/19731/19645/84092/14569/74002/26395/75985/99371/109689/12488/20662/380711/72729/23881/228359/193385/50768/12662/78255/74769/12554/232906/16412/320292/24071/11848",77,"ADP_H_vs_ADP_N"
"GO:0060078","regulation of postsynaptic membrane potential","42/1496","179/25730",0.23463687150838,4.03556597854988,10.1257439169795,4.85873293030928e-15,1.31598781417427e-12,9.42338465694195e-13,"19055/14402/20238/15165/383348/11820/14804/116837/66797/24012/64051/192167/14406/13483/320127/81907/14169/53623/58234/14658/110784/56637/14816/14803/18189/14400/16508/19211/110893/75786/14401/17257/268860/110637/14394/20405/14395/14806/14396/237213/231637/116838",42,"ADP_H_vs_ADP_N"
"GO:0051962","positive regulation of nervous system development","66/1496","392/25730",0.168367346938776,2.89578331332533,9.3974551646498,5.47202898368873e-15,1.41152290498295e-12,1.01074821077158e-12,"210933/20238/20616/319387/13640/14804/330914/12361/64085/216028/192167/20320/14083/268902/13047/58234/56637/331461/13508/109880/67095/270190/18189/243499/17344/20563/19283/242384/18186/330938/17257/104015/67414/56717/71653/12168/18472/52822/328572/18750/20354/11538/54673/13838/272381/72162/22067/66713/20666/99633/18222/29819/26395/67490/16981/399558/18481/53872/74053/99982/433485/13193/76965/16180/16412/16975",66,"ADP_H_vs_ADP_N"
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","42/1496","180/25730",0.233333333333333,4.01314616755793,10.0791915440434,5.98713436843623e-15,1.47419576699178e-12,1.05562632285586e-12,"23859/83814/17999/14804/66797/13383/56508/18191/70546/108155/20336/96935/81907/216831/56637/18197/22627/14803/13823/21912/50791/23888/56839/65114/67979/104015/108086/18196/83493/230235/76742/12325/11772/18222/26395/74053/208650/22042/12388/53330/16412/269180",42,"ADP_H_vs_ADP_N"
"GO:0060560","developmental growth involved in morphogenesis","55/1496","292/25730",0.188356164383562,3.23957493956487,9.56269362610054,8.32242422779331e-15,1.96011182791115e-12,1.40357589379489e-12,"76499/19091/83814/11820/13640/330914/116837/29869/243743/11658/269152/20404/14042/81907/56637/13508/13175/77300/54725/106042/12808/19211/80913/20563/214968/266692/18186/329506/17257/21960/17756/360213/71653/12168/18472/20983/52822/328572/77040/20354/11538/54673/22067/22284/13982/18187/14168/12488/20187/99982/13193/76965/116838/20564/16412",55,"ADP_H_vs_ADP_N"
"GO:0031345","negative regulation of cell projection organization","47/1496","224/25730",0.209821428571429,3.60876026546982,9.74320187383582,1.1256565451185e-14,2.54070062704456e-12,1.81931770559723e-12,"19055/19270/20745/64294/29869/18007/192167/14083/20262/270120/216831/12933/56637/19762/20257/26921/19211/76089/20563/214968/19283/18186/64930/19122/21960/17756/360213/18472/52822/269702/74694/22215/13838/235106/22067/22284/12396/14360/14569/12395/65254/14168/380711/20187/13837/16412/11848",47,"ADP_H_vs_ADP_N"
"GO:0030900","forebrain development","73/1496","477/25730",0.153039832285115,2.63216235608022,8.93986078332782,3.24099258663371e-14,6.0604590905452e-12,4.33970866544098e-12,"19091/18183/13046/11820/14682/66797/76260/15572/17967/243743/94229/239719/14042/12558/235380/70762/81907/18015/268902/67299/13839/58234/56637/18795/246179/13175/22627/209012/244329/320191/231380/67760/19211/207615/76089/110893/18293/20563/16795/327826/18186/64930/666173/17250/192157/330938/21960/252838/18472/11682/77053/13405/77040/21821/22284/381290/21974/14360/18222/18187/14168/76510/15194/12995/67254/20187/73668/99982/50768/13193/232906/16975/11848",73,"ADP_H_vs_ADP_N"
"GO:1905475","regulation of protein localization to membrane","43/1496","200/25730",0.215,3.69782754010695,9.51630762525147,6.19233704778792e-14,1.11812965959557e-11,8.00658316529771e-12,"76499/234214/13383/56508/70546/13483/12558/20411/108155/20336/81907/216831/269109/58234/56637/108058/13823/223254/50791/23888/19122/16573/235574/17294/18607/230235/76742/53328/381290/12325/56374/18222/26395/98496/12995/231637/74053/93730/13837/55943/53330/16412/207304",43,"ADP_H_vs_ADP_N"
"GO:1903311","regulation of mRNA metabolic process","58/1496","337/25730",0.172106824925816,2.96009933512115,8.99913410943248,9.34319372689419e-14,1.5473591273354e-11,1.10801635868192e-11,"21841/233908/208922/13046/80912/214150/319817/15572/664883/26383/14105/14007/105559/12877/213988/227331/13992/75553/381305/93686/67493/101214/208718/80913/229709/78455/56758/229663/20817/56233/15568/230594/72416/225027/231464/72068/56717/384569/72587/67040/22608/219022/71701/13838/72162/73473/110532/74203/230908/217980/71169/381626/53872/56403/13548/56438/20218/214498",58,"ADP_H_vs_ADP_N"
"GO:0007269","neurotransmitter secretion","42/1496","194/25730",0.216494845360825,3.72353768123932,9.46068356877722,9.42640782759244e-14,1.5473591273354e-11,1.10801635868192e-11,"19055/20614/78808/20616/229521/12287/12298/207227/327814/116837/12361/18191/64051/192167/320127/18015/20965/15560/72194/109880/29873/231760/18189/67760/14823/17957/19276/18751/104015/20983/16510/12314/18750/111173/12290/208898/78506/94090/11938/12289/19063/116838",42,"ADP_H_vs_ADP_N"
"GO:0099643","signal release from synapse","42/1496","194/25730",0.216494845360825,3.72353768123932,9.46068356877722,9.42640782759244e-14,1.5473591273354e-11,1.10801635868192e-11,"19055/20614/78808/20616/229521/12287/12298/207227/327814/116837/12361/18191/64051/192167/320127/18015/20965/15560/72194/109880/29873/231760/18189/67760/14823/17957/19276/18751/104015/20983/16510/12314/18750/111173/12290/208898/78506/94090/11938/12289/19063/116838",42,"ADP_H_vs_ADP_N"
"GO:1990778","protein localization to cell periphery","65/1496","410/25730",0.158536585365854,2.7267020999087,8.75673472224622,1.60610456347837e-13,2.55890247657715e-11,1.83235149115102e-11,"23859/11931/18195/13383/12361/76260/56508/18191/70546/13483/218503/56469/20411/108155/20336/12296/81907/109676/74741/107975/216831/269109/56637/108058/104718/56224/13823/50791/16795/23888/56839/19122/319481/19325/65114/16573/17761/18196/83493/22027/329877/235574/17294/18607/76742/53328/381290/12325/56374/18222/26395/14168/98496/83997/12995/74053/93730/11933/16553/100503572/13837/55943/53330/16412/207304",65,"ADP_H_vs_ADP_N"
"GO:0030705","cytoskeleton-dependent intracellular transport","44/1496","217/25730",0.202764976958525,3.48739495798319,9.14236488328703,2.8063943975574e-13,4.22284401432456e-11,3.02384893421023e-11,"23859/11820/214459/327814/13426/81907/12121/67095/106042/320191/19290/319613/19893/75665/16579/17257/12540/16573/80718/17756/360213/18472/20983/12589/77053/52822/77040/21821/59040/81896/17281/16593/29819/26395/67694/15194/77963/16554/56273/73668/74682/16553/171567/54160",44,"ADP_H_vs_ADP_N"
"GO:0106027","neuron projection organization","32/1496","126/25730",0.253968253968254,4.36805025040319,9.4161772312375,8.47748276628162e-13,1.20848747749862e-10,8.65360775450077e-11,"11820/327814/66797/12361/16337/192167/329165/16001/216831/13839/58234/56637/331461/270190/11352/19211/75786/19122/12540/65114/67414/64451/18472/22215/13838/72162/66713/14360/29819/18481/53872/16975",32,"ADP_H_vs_ADP_N"
"GO:0001764","neuron migration","44/1496","224/25730",0.196428571428571,3.37841386554622,8.88290378317826,8.91802405436219e-13,1.23869067442256e-10,8.86988357363689e-11,"11899/19091/18183/20745/320772/319387/330914/18007/234267/11787/14083/239719/329165/22253/270120/56637/246179/13175/22627/209012/12386/12876/76089/245555/226778/19283/16795/18186/12661/360213/71653/210801/18472/17294/22284/21974/14360/18187/14168/399558/76816/13193/100317/11848",44,"ADP_H_vs_ADP_N"
"GO:0030100","regulation of endocytosis","59/1496","365/25730",0.161643835616438,2.78014431177203,8.51037913588289,9.20782465663287e-13,1.24696965412451e-10,8.92916680518214e-11,"19055/20616/229521/27418/83814/17999/11820/72685/18195/218038/16337/192167/14083/20404/96935/93742/269774/19762/12121/13855/19271/224671/16423/19211/20239/21912/72238/109934/50791/17957/225164/75786/75734/11736/12540/67979/104015/11518/19056/108086/20983/20405/12314/16443/16976/241727/227738/18222/19063/109689/12488/13193/208650/13837/55988/12554/53330/16412/24071",59,"ADP_H_vs_ADP_N"
"GO:0008361","regulation of cell size","43/1496","216/25730",0.199074074074074,3.42391438898792,8.8883178185863,1.00613179727285e-12,1.29767046329216e-10,9.29221973170544e-11,"76499/23797/13640/330914/29869/243743/108155/58234/56637/13508/19211/107723/12421/80913/20563/214968/53416/18186/64930/16531/71373/21960/26409/17756/11855/360213/11518/56717/71653/12168/12725/18472/52822/328572/20354/11538/22067/74370/14168/20187/13193/232906/11848",43,"ADP_H_vs_ADP_N"
"GO:0006836","neurotransmitter transport","47/1496","252/25730",0.186507936507937,3.20778690263984,8.75063269499921,1.07759209937003e-12,1.3266628187017e-10,9.4998250865516e-11,"19055/20614/78808/20616/229521/12287/12298/207227/11820/327814/116837/12361/18191/64051/192167/320127/18015/20965/15560/72194/109880/29873/231760/18189/67760/14823/17957/19276/21366/18751/104015/20983/16510/12314/18750/111173/12290/208898/78506/94090/11938/12289/19063/116838/103098/140919/16412",47,"ADP_H_vs_ADP_N"
"GO:0050767","regulation of neurogenesis","69/1496","483/25730",0.142857142857143,2.4570282658518,8.03158668084898,4.51261707443459e-12,5.31409710700265e-10,3.80526176642825e-10,"19055/20238/20616/13640/330914/29869/12361/20320/14083/18015/56710/268902/67299/13047/58234/56637/331461/13508/109880/67095/320191/19211/76089/17344/20563/214968/19283/18186/16579/330938/17257/21960/17756/104015/360213/67414/56717/71653/12168/18472/20983/52822/17294/328572/20354/11538/54673/13838/235106/72162/22067/19645/66713/20666/65254/18222/29819/26395/67490/14168/18481/53872/20187/74053/99982/13193/76965/16412/16975",69,"ADP_H_vs_ADP_N"
"GO:0043954","cellular component maintenance","28/1496","104/25730",0.269230769230769,4.63055327025915,9.21751325186624,4.84722299656968e-12,5.58668233455701e-10,4.00045167801999e-10,"210933/23859/11820/319387/243548/116837/66797/13383/16337/243743/192167/16001/58234/211401/54725/106042/231760/11352/13823/75786/19122/65114/69605/111173/21872/14360/116838/16412",28,"ADP_H_vs_ADP_N"
"GO:0030534","adult behavior","40/1496","203/25730",0.197044334975369,3.38900450462317,8.49043217247675,8.67242150921608e-12,9.58745047253541e-10,6.86527889612487e-10,"20238/80912/12298/11820/66797/18191/14406/14169/58234/14658/71816/15560/217843/227331/20265/209012/70430/11352/18189/224671/17134/19211/330222/14167/170719/64930/12661/17257/17993/16531/12725/18472/11682/76192/13838/213827/19063/18516/76965/20273",40,"ADP_H_vs_ADP_N"
"GO:0051648","vesicle localization","43/1496","230/25730",0.18695652173913,3.21550220878865,8.38553379605808,9.05135096676805e-12,9.80623363739651e-10,7.02194280264006e-10,"76499/20614/76707/20616/229521/214459/327814/116837/13426/192167/12558/20336/20965/75914/67095/19211/319613/50791/75665/75964/17257/16573/107338/17756/104015/360213/66482/68581/18472/20983/67581/26754/208898/17281/94090/26395/76510/15194/12934/107371/16554/433485/16553",43,"ADP_H_vs_ADP_N"
"GO:0050779","RNA destabilization","29/1496","115/25730",0.252173913043478,4.33718902580795,8.91142682506265,1.19448085703659e-11,1.26872603971906e-09,9.08495760202236e-10,"208922/13046/80912/214150/319817/26383/213988/227331/381305/67493/208718/78455/229663/15568/230594/231464/72068/72587/22608/71701/13838/72162/74203/380669/230908/381626/53872/56403/56438",29,"ADP_H_vs_ADP_N"
"GO:0048638","regulation of developmental growth","59/1496","399/25730",0.147869674185464,2.54323978395186,7.7189528751488,3.97825733244939e-11,3.65257965591159e-09,2.6155001373909e-09,"76499/108655/109241/13046/83814/11820/13640/330914/116837/13383/29869/238161/17967/16337/243743/14083/20851/26383/16001/50769/56637/13508/18795/11789/26413/19211/20239/80913/20563/214968/18186/11990/17257/21960/74493/17756/360213/56717/71653/12168/18472/20983/52822/28185/328572/77040/69597/20354/11538/54673/22067/19090/14168/22762/20187/14600/13548/13193/116838",59,"ADP_H_vs_ADP_N"
"GO:0006887","exocytosis","59/1496","410/25730",0.14390243902439,2.47500652145559,7.48029484799534,1.20248912884073e-10,1.00213594014311e-08,7.17598775672566e-09,"19055/76499/20614/76707/78808/229521/12287/12298/207227/18195/327814/116837/12361/17967/56508/64051/192167/20336/20965/75914/110862/331461/72194/109880/29873/231760/18189/109934/107767/17957/18751/19325/67295/80718/104015/66482/19056/83493/68581/20983/16510/12314/16443/18750/218035/111173/18607/12290/19328/26754/208898/94090/11938/12289/99371/107371/58869/116838/218460",59,"ADP_H_vs_ADP_N"
"GO:0097120","receptor localization to synapse","27/1496","111/25730",0.243243243243243,4.18358866888279,8.35145319129167,1.47772621933081e-10,1.21285498941136e-08,8.68488216624247e-09,"23859/27418/13383/56508/18191/70546/192167/20320/108155/20336/81907/216831/77531/56637/13823/50791/23888/56839/16579/65114/16573/18196/83493/26395/74053/53330/16412",27,"ADP_H_vs_ADP_N"
"GO:0008286","insulin receptor signaling pathway","32/1496","158/25730",0.20253164556962,3.48338184525824,7.77954855898084,4.95485402372388e-10,3.88991945601627e-08,2.78545188061365e-08,"23797/14783/16337/20411/20663/108155/74741/16001/56278/56637/18795/11789/19271/26413/192157/227743/228869/18751/14158/56717/75747/18750/18607/14784/26395/20913/237542/98496/20662/20402/56438/83946",32,"ADP_H_vs_ADP_N"
"GO:0001508","action potential","36/1496","194/25730",0.185567010309278,3.19160372677656,7.61291812116625,5.42800096861669e-10,4.20049732099952e-08,3.00784715328609e-08,"108655/15165/20269/83814/12298/14682/66797/13383/238161/56508/13483/12296/109676/110862/108058/20265/16508/20274/243385/14167/22066/17257/16531/140492/12293/56717/319504/12314/13405/14806/11938/12289/14168/83997/14672/20273",36,"ADP_H_vs_ADP_N"
"GO:0034762","regulation of transmembrane transport","61/1496","449/25730",0.135857461024499,2.33663935304837,7.09912769419502,6.09654094966653e-10,4.65140314427374e-08,3.33072696805354e-08,"19055/68795/11931/83814/18578/17999/13383/238161/24012/14783/16337/13483/20411/12296/109676/74741/54208/16519/269109/238871/109880/108058/74011/22627/225055/16497/20541/14167/53416/213498/19122/18751/140492/22063/12293/56717/19056/12314/13405/18750/69179/69597/17258/18607/22065/14081/13982/75909/14360/12289/76055/20913/14168/237542/98496/83997/11933/12388/215113/16412/228071",61,"ADP_H_vs_ADP_N"
"GO:0046488","phosphatidylinositol metabolic process","30/1496","143/25730",0.20979020979021,3.60822332747466,7.77083714540827,7.03457728981486e-10,5.08084069052361e-08,3.63823400883758e-08,"18798/100763/226856/114874/78610/15560/18795/320634/224020/227120/104718/19211/18711/18719/74302/228812/53332/104015/83493/54384/234515/13480/56077/71795/224860/103199/329777/16330/74769/269180",30,"ADP_H_vs_ADP_N"
"GO:0007163","establishment or maintenance of cell polarity","40/1496","241/25730",0.16597510373444,2.85463864912242,7.18714036940258,1.9110051018905e-09,1.232370790112e-07,8.8246288226397e-08,"76499/76707/23859/20616/243548/13383/76260/269152/78757/20336/93742/16001/67299/56637/68732/11789/270190/244329/106042/11352/110829/79264/75786/209630/12540/19325/107338/17756/71653/18472/52822/66713/20733/14168/15194/76816/193385/232906/16412/11848",40,"ADP_H_vs_ADP_N"
"GO:0006874","intracellular calcium ion homeostasis","49/1496","333/25730",0.147147147147147,2.53081289845996,6.98582526671208,2.10025446632341e-09,1.29860850885063e-07,9.2989367879183e-08,"11931/12298/11820/238161/18798/64051/20320/26383/94249/12296/109676/238871/15560/18795/108058/74011/14816/22627/76376/240174/231760/227120/110893/18764/224088/20541/22066/18751/22063/16510/12314/235574/13405/18750/14806/69597/111173/18607/22065/234515/245944/22067/381290/78506/11938/12289/224860/68514/74769",49,"ADP_H_vs_ADP_N"
"GO:0070507","regulation of microtubule cytoskeleton organization","32/1496","168/25730",0.19047619047619,3.27603768780239,7.35362320506923,2.48622299522915e-09,1.44815806076949e-07,1.03698152093032e-07,"76499/76707/13640/20262/215351/216965/56637/12121/11789/78798/20257/68121/260315/75786/330938/17257/83679/212307/17756/18472/14544/246103/14168/74256/67254/193385/227634/13548/171567/13837/17318/11848",32,"ADP_H_vs_ADP_N"
"GO:0042176","regulation of protein catabolic process","53/1496","378/25730",0.14021164021164,2.4115277424101,6.86900612394105,2.66976683778041e-09,1.53852414470814e-07,1.10168989890491e-07,"68795/83814/17999/11820/18195/17248/14084/70546/56469/12234/108155/225131/54418/65113/56637/71816/72194/11789/106042/170823/225055/26374/24086/56224/16396/338352/77128/65114/107035/269695/56717/242960/13000/414872/30940/59025/22284/53323/19359/84092/14360/70247/67490/12995/231600/59029/71492/101943/208650/56438/55988/237353/27059",53,"ADP_H_vs_ADP_N"
"GO:0006813","potassium ion transport","40/1496","246/25730",0.16260162601626,2.7966175383679,7.0348378035199,3.52228697405954e-09,1.92729581196773e-07,1.38007735240929e-07,"20614/15165/11931/83814/17999/18195/14682/13383/238161/24012/18798/13483/94249/109676/16519/269109/110862/226922/240776/22627/76376/16508/107723/16497/18764/16795/53416/64930/19122/16531/140492/16573/72258/16510/238271/170738/331004/12289/11933/140919",40,"ADP_H_vs_ADP_N"
"GO:0006898","receptor-mediated endocytosis","45/1496","298/25730",0.151006711409396,2.59719430786348,6.89033483370157,4.18013939688123e-09,2.21998187381428e-07,1.58966085423192e-07,"20616/229521/27418/83814/17999/11820/72685/18195/214459/207278/16337/218503/20404/96935/93742/81907/269774/12121/20239/18711/16396/12330/21912/72238/50791/17957/67979/104015/108086/16443/16976/14784/11772/18222/19063/109689/12488/22359/14600/100317/208650/320129/22042/16412/24071",45,"ADP_H_vs_ADP_N"
"GO:0021953","central nervous system neuron differentiation","45/1496","298/25730",0.151006711409396,2.59719430786348,6.89033483370157,4.18013939688123e-09,2.21998187381428e-07,1.58966085423192e-07,"215378/20745/13046/11820/14804/14682/15572/243743/94229/14083/70762/216965/56710/268902/270120/12552/58234/13175/227331/270190/209012/14400/19211/72393/20239/76089/18293/20563/18186/225164/252838/210801/18472/384569/19156/18750/13838/110532/26395/18187/20187/73668/13193/232906/16412",45,"ADP_H_vs_ADP_N"
"GO:0055074","calcium ion homeostasis","51/1496","363/25730",0.140495867768595,2.4164162283997,6.75265171584993,4.95100606496445e-09,2.55424760513452e-07,1.829018280641e-07,"11931/12298/11820/238161/18798/64051/20320/26383/94249/12296/109676/238871/278279/15560/18795/108058/74011/14816/22627/76376/240174/231760/227120/110893/18764/224088/20541/22066/18751/22063/16510/12314/235574/13405/18750/11732/14806/69597/111173/18607/22065/234515/245944/22067/381290/78506/11938/12289/224860/68514/74769",51,"ADP_H_vs_ADP_N"
"GO:1902903","regulation of supramolecular fiber organization","54/1496","399/25730",0.135338345864662,2.3277109887017,6.64092428161854,6.69942307249551e-09,3.39498801127642e-07,2.43104667014245e-07,"76499/76707/11820/13383/76260/207278/237860/78757/329165/216965/73910/50876/58234/109880/68732/11789/78798/225288/211401/12386/20257/16423/20563/260315/18186/75786/64930/17257/83679/12540/14158/12340/56363/17756/11518/56717/11856/328572/21872/14544/14784/246103/84092/14168/231637/18481/67254/50768/227634/13548/171567/17318/232906/11848",54,"ADP_H_vs_ADP_N"
"GO:0051588","regulation of neurotransmitter transport","28/1496","139/25730",0.201438848920863,3.46458661947447,7.23889965484034,6.70599441031155e-09,3.39498801127642e-07,2.43104667014245e-07,"19055/78808/12287/12298/207227/11820/327814/116837/12361/192167/18015/15560/72194/109880/29873/67760/14823/18751/20983/16510/12314/18750/12290/78506/11938/12289/116838/16412",28,"ADP_H_vs_ADP_N"
"GO:0035249","synaptic transmission, glutamatergic","27/1496","131/25730",0.206106870229008,3.54487284157244,7.25529262152869,7.39665088886435e-09,3.70996832083132e-07,2.65659439819348e-07,"12298/14804/192167/320127/14042/18015/53623/12564/58234/13508/14816/14803/18189/67760/14823/17957/195018/21960/110637/67979/12725/229791/14806/230235/245944/208898/140919",27,"ADP_H_vs_ADP_N"
