"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"Cmss1",1.25479532217676e-209,1.73306610903206,0.999,0.956,2.21396086644867e-205,"Up"
"AY036118",1.25765532040966e-128,1.27653587420927,0.958,0.797,2.21900704733081e-124,"Up"
"Gm19951",5.10970835902549e-119,1.48064749729429,0.923,0.656,9.01556942866457e-115,"Up"
"Gphn",1.34865859451376e-108,0.88030145736946,0.997,0.971,2.37957322416008e-104,"Up"
"Lars2",3.74738730144796e-108,0.991101448797802,0.977,0.782,6.61189015467478e-104,"Up"
"Camk1d",1.35163138952744e-102,1.4856756509515,0.877,0.59,2.38481842368221e-98,"Up"
"Pabpn1",1.38425490208051e-101,1.07864344492818,0.947,0.774,2.44237934923084e-97,"Up"
"AC149090.1",1.81140547547315e-100,0.981143255115179,0.984,0.918,3.19604382092483e-96,"Up"
"Gm42418",6.86179932596105e-90,0.687236827235362,1,1,1.21069587307257e-85,"Up"
"Arglu1",9.11747840449937e-81,1.04479148711762,0.861,0.699,1.60868788968987e-76,"Up"
"Srrm2",2.9337810374999e-70,0.839482054063515,0.952,0.876,5.17636326256482e-66,"Up"
"Pnisr",2.399488889129e-66,0.612980788405147,0.986,0.96,4.23365819597921e-62,"Up"
"Atp1b1",1.72643648924603e-58,-1.70858289144971,0.214,0.52,3.0461245416257e-54,"Down"
"Zranb2",3.04739347010864e-58,0.805500394343602,0.86,0.732,5.37682103865969e-54,"Up"
"Gm47283",3.32657151743658e-54,1.13408783675157,0.741,0.518,5.8694027853651e-50,"Up"
"Gm26917",5.43521498217466e-50,0.553368243750024,0.987,0.934,9.58989331454898e-46,"Up"
"Itm2c",1.59095156144491e-48,-2.31681517149371,0.08,0.327,2.8070749350134e-44,"Down"
"Rbm25",4.56902312203803e-47,0.67204922819864,0.921,0.836,8.06158439652391e-43,"Up"
"Chd5",5.8861401628508e-47,1.09108020277266,0.674,0.441,1.0385505703334e-42,"Up"
"Rtn1",1.43416540982304e-46,-0.796163561163532,0.613,0.838,2.53044144909178e-42,"Down"
"Atp6v0c",3.52205490427573e-46,-2.18920873235613,0.071,0.308,6.21431367310409e-42,"Down"
"Cdk8",2.33078199408047e-44,0.979963832160588,0.738,0.554,4.11243175035558e-40,"Up"
"Akap8l",7.78037454795671e-42,0.695654180468507,0.855,0.76,1.37276928524148e-37,"Up"
"Luc7l3",2.50954168738686e-40,0.585076483361552,0.936,0.884,4.42783535322537e-36,"Up"
"Pcsk1n",3.82644732931951e-39,-1.60326982129626,0.158,0.398,6.75138366785135e-35,"Down"
"EGFP",6.27766484603965e-39,0.674173153575714,0.876,0.631,1.10763118543524e-34,"Up"
"Kmt2a",1.8982574601812e-37,0.571596538309172,0.92,0.851,3.34928546274371e-33,"Up"
"Peg3",3.80689644749565e-36,0.587992400708876,0.909,0.874,6.71688809196133e-32,"Up"
"Itm2b",6.06753942560336e-34,-2.03236178202501,0.069,0.259,1.07055665625346e-29,"Down"
"Pbx1",9.95758841521946e-34,-1.02331093335158,0.402,0.637,1.75691689998132e-29,"Down"
"Ncam1",1.68404902405205e-32,-0.551865362587365,0.684,0.875,2.97133609803745e-28,"Down"
"Mycbp2",3.36633196435554e-32,0.364083806538885,0.992,0.986,5.93955611790892e-28,"Up"
"Cadm1",1.71143025191861e-31,-0.653818468252089,0.673,0.842,3.01964753648519e-27,"Down"
"Ahi1",9.1958222046897e-31,0.399737987416172,0.983,0.968,1.62251086979545e-26,"Up"
"B830012L14Rik",1.05980334437495e-30,-0.950860944761913,0.334,0.558,1.86991702081516e-26,"Down"
"Gabra1",1.45326191653642e-30,-1.70892952649243,0.091,0.278,2.56413532553685e-26,"Down"
"Prrc2c",3.23393340632795e-30,0.617245688965571,0.83,0.771,5.70595210212504e-26,"Up"
"Ubr4",7.59356957791687e-30,0.837086734947441,0.658,0.503,1.33980941632765e-25,"Up"
"Ctsb",2.35839957961809e-29,-2.11081718840793,0.049,0.211,4.16116021827816e-25,"Down"
"Syt11",1.55986523807334e-28,-0.973439056430782,0.263,0.487,2.75222622605661e-24,"Down"
"Srrm1",2.36171382183742e-28,0.54648133087123,0.859,0.792,4.16700786724994e-24,"Up"
"Tia1",2.03605618586888e-27,-0.64207620427848,0.452,0.682,3.59241753434705e-23,"Down"
"Pdcd7",4.21518990783322e-27,1.22798874062703,0.394,0.21,7.43728107338094e-23,"Up"
"5330434G04Rik",6.86679313769539e-27,-0.725005729488581,0.4,0.62,1.21157698121497e-22,"Down"
"Sltm",8.94472167367391e-27,0.704969459538975,0.748,0.686,1.57820669210303e-22,"Up"
"Prnp",9.16626839551195e-27,-1.53321774056048,0.086,0.257,1.61729639570413e-22,"Down"
"Srsf11",1.26046955164775e-26,0.682785574276929,0.73,0.617,2.22397247692729e-22,"Up"
"Csrnp3",1.67266254728255e-26,-0.800819923594754,0.323,0.542,2.95124579842534e-22,"Down"
"Nsg2",3.3043788343935e-26,-1.29523983035603,0.139,0.325,5.83024601540389e-22,"Down"
"App",5.82228890725498e-26,-0.580582840388213,0.576,0.78,1.02728465479607e-21,"Down"
"mt-Co3",7.11721096095426e-26,0.741586717643425,0.722,0.56,1.25576070195077e-21,"Up"
"Psap",1.31477156471427e-25,-0.975438611267364,0.25,0.454,2.31978294878187e-21,"Down"
"Chd3",2.11333320856573e-25,0.871657441600702,0.596,0.437,3.72876511319338e-21,"Up"
"Son",3.78646081104803e-25,0.555870134719645,0.819,0.751,6.68083145501314e-21,"Up"
"Chd4",4.20871663367359e-25,0.743099172035318,0.69,0.567,7.42585962845367e-21,"Up"
"Snap25",1.3799840301055e-24,-0.698864422959433,0.384,0.593,2.43484382271814e-20,"Down"
"Nop56",3.90799547689252e-24,0.821724742988772,0.602,0.449,6.89526721942917e-20,"Up"
"Dst",4.65257355342211e-24,0.4100554430106,0.965,0.944,8.20900077765797e-20,"Up"
"Ttc8",1.19968826537402e-23,-1.02455794328269,0.179,0.366,2.11672997542591e-19,"Down"
"Nrsn2",1.39949209040093e-23,-1.58954297353135,0.077,0.229,2.4692638443034e-19,"Down"
"Atrx",1.88911265524707e-23,0.467639348453815,0.883,0.811,3.33315036891793e-19,"Up"
"Matk",2.88550733768686e-23,0.776267203735685,0.65,0.526,5.09118914661469e-19,"Up"
"Baz1b",3.09495869928542e-23,0.73440750420693,0.646,0.508,5.46074512901919e-19,"Up"
"Abr",4.36697131162894e-23,-0.610477984457662,0.465,0.677,7.7050841822381e-19,"Down"
"Golga4",8.86334352253152e-23,0.678746653944789,0.671,0.534,1.56384833111546e-18,"Up"
"Mpped2",1.00521050107426e-22,-1.1652045947266,0.184,0.361,1.77359340809543e-18,"Down"
"Arl6ip1",1.35526788449969e-22,-1.52319436046993,0.077,0.225,2.39123465541126e-18,"Down"
"Elmod1",2.45799719872652e-22,-0.940336342211723,0.239,0.426,4.33689025743308e-18,"Down"
"Slc4a3",2.55824526865414e-22,0.840509910113036,0.582,0.437,4.51376795201337e-18,"Up"
"Atxn2l",2.70963850120331e-22,-0.848808817118403,0.252,0.445,4.78088617152311e-18,"Down"
"Tmx4",5.56507279962695e-22,-0.933348666297216,0.22,0.404,9.81901444766178e-18,"Down"
"Serinc1",5.61874387541292e-22,-1.58644998846431,0.07,0.212,9.91371169377855e-18,"Down"
"Pgrmc1",6.85954825055603e-22,-1.47340653674065,0.078,0.224,1.21029869332811e-17,"Down"
"Fus",8.35261712907956e-22,-0.608938117687104,0.39,0.604,1.4737357662548e-17,"Down"
"Cx3cl1",1.70091107303524e-21,-1.67295898171899,0.075,0.215,3.00108749726338e-17,"Down"
"Slc32a1",4.86444680643776e-21,-1.6293697131713,0.056,0.188,8.58282994527879e-17,"Down"
"Ankrd11",5.50922204366813e-21,0.633916423039232,0.725,0.642,9.72047137384805e-17,"Up"
"Nav3",6.42507605885144e-21,-0.492386736077165,0.689,0.846,1.13364041982375e-16,"Down"
"Arl15",6.54766371784089e-21,-1.00336778632317,0.266,0.443,1.15526978637585e-16,"Down"
"Tspyl2",8.21100632594731e-21,0.90199692406732,0.489,0.336,1.44874995615014e-16,"Up"
"Snhg14",8.65344299771107e-21,0.297596086178483,0.988,0.98,1.52681348251614e-16,"Up"
"mt-Nd1",1.26744391535621e-20,0.73385801075489,0.598,0.441,2.23627804425449e-16,"Up"
"Osbpl9",1.73686804841313e-20,-0.729602561076678,0.3,0.487,3.06452998462012e-16,"Down"
"Mbd5",1.96695974589394e-20,-0.547698901145239,0.449,0.649,3.47050377565527e-16,"Down"
"Macf1",2.53615245280142e-20,0.286937826720079,0.995,0.991,4.47478738772283e-16,"Up"
"Tspoap1",3.06378580941382e-20,0.701902595105296,0.654,0.532,5.40574368212974e-16,"Up"
"Unc79",3.56635233308907e-20,-0.551937432197633,0.515,0.706,6.29247205650236e-16,"Down"
"Atp6v1b2",3.78010995153811e-20,-1.12150228421355,0.128,0.286,6.66962599849384e-16,"Down"
"Snap91",3.94042703281982e-20,-0.657553656046394,0.378,0.564,6.95248945670728e-16,"Down"
"Caly",4.94641375791772e-20,-1.08565254052953,0.167,0.328,8.72745243447003e-16,"Down"
"Dync1h1",5.47573956188127e-20,0.621655477535121,0.69,0.59,9.66139488298332e-16,"Up"
"4632427E13Rik",7.19759522330739e-20,-0.990511522920607,0.178,0.344,1.26994370120036e-15,"Down"
"Dzank1",7.22338412500193e-20,-0.741711672973276,0.265,0.45,1.27449389501534e-15,"Down"
"Aplp1",7.4298284427837e-20,-1.0632945894864,0.184,0.349,1.31091893044476e-15,"Down"
"Gpm6a",8.01858411390222e-20,-0.820969206732857,0.296,0.474,1.41479898105691e-15,"Down"
"Prpf4b",1.18493982860898e-19,0.464795551293433,0.814,0.737,2.09070783359768e-15,"Up"
"Clstn1",1.28110400920753e-19,-0.823855077188456,0.224,0.402,2.26037991384577e-15,"Down"
"Map2k4",1.41254278884987e-19,-0.875319214494593,0.262,0.434,2.4922904966467e-15,"Down"
"Nktr",1.43933199984047e-19,0.42537544693248,0.854,0.825,2.53955738051852e-15,"Up"
"Anks1b",1.62283056312779e-19,-0.39426798067222,0.881,0.955,2.86332224558267e-15,"Down"
"Rora",1.9520318266752e-19,-0.573688533840458,0.679,0.801,3.44416495498572e-15,"Down"
"Rars2",2.23585351151458e-19,-1.11263798680146,0.148,0.303,3.94493993571633e-15,"Down"
"Ralgapa2",2.59196089580327e-19,-0.679254388250464,0.39,0.571,4.5732558045553e-15,"Down"
"Rcn2",4.18485265592253e-19,-1.24004399170989,0.096,0.237,7.38375402610972e-15,"Down"
"Akap9",4.96722915741685e-19,0.502548949671555,0.808,0.747,8.7641791253463e-15,"Up"
"Eif4g1",5.02662267170351e-19,0.716543425452721,0.608,0.487,8.86897304195367e-15,"Up"
"Tmem178b",5.66119369711861e-19,-0.471851268975068,0.623,0.795,9.98861015919607e-15,"Down"
"Tmem59l",5.94072411165892e-19,-1.33953524799379,0.096,0.234,1.0481813622611e-14,"Down"
"Rufy3",6.27152143331912e-19,-0.662291199327292,0.337,0.519,1.10654724169483e-14,"Down"
"Ptprg",6.34112265019633e-19,-0.666072596133745,0.452,0.629,1.11882768040064e-14,"Down"
"Canx",7.11285537977398e-19,-0.92547551563878,0.193,0.357,1.25499220320732e-14,"Down"
"Srgap3",7.88680676756562e-19,-0.483516982183824,0.526,0.713,1.39154818606928e-14,"Down"
"Zc3h13",2.06038317755771e-18,0.684903060331594,0.607,0.479,3.63534007848282e-14,"Up"
"Stmn3",2.37941691834772e-18,-0.870220687731751,0.193,0.356,4.19824321073271e-14,"Down"
"Tmem130",2.91741040530348e-18,-0.760729492894546,0.288,0.459,5.14747891911746e-14,"Down"
"C78859",2.9512192359767e-18,-1.2647751534812,0.108,0.247,5.2071312199573e-14,"Down"
"Cspg5",3.12938412168479e-18,-0.993326562618731,0.156,0.309,5.52148534430064e-14,"Down"
"Atxn1",4.07558920218521e-18,-0.529272620159818,0.536,0.71,7.19096958833559e-14,"Down"
"mt-Atp6",4.21207375286619e-18,0.725458640596193,0.598,0.453,7.43178292955711e-14,"Up"
"Grip1",4.97581725247223e-18,-0.508989088412686,0.666,0.813,8.77933196026201e-14,"Down"
"Kifc2",5.38500452975532e-18,0.801509548224328,0.541,0.414,9.50130199230029e-14,"Up"
"Tenm4",5.62140702619243e-18,-0.460101922529339,0.8,0.884,9.91841055701391e-14,"Down"
"Myt1l",7.7904444740532e-18,-0.386404171264012,0.787,0.906,1.37454602300195e-13,"Down"
"Cd200",9.39265721838977e-18,-1.61816650887861,0.065,0.184,1.65724043961269e-13,"Down"
"Cd99l2",9.82551997291204e-18,-1.33347251544732,0.083,0.211,1.7336147440206e-13,"Down"
"Mccc2",1.04650523395505e-17,-1.20201848844882,0.093,0.226,1.84645383479028e-13,"Down"
"C130071C03Rik",1.08687798113817e-17,-1.19111204482454,0.137,0.278,1.91768750992018e-13,"Down"
"Ank",1.28230270813785e-17,-0.867023336746716,0.203,0.361,2.26249489823843e-13,"Down"
"Sv2a",1.34583712381157e-17,-0.662070665576249,0.351,0.525,2.37459502125313e-13,"Down"
"Dpysl2",1.63591394014498e-17,-0.585755688016506,0.276,0.462,2.88640655599181e-13,"Down"
"Mtmr7",1.68904892235822e-17,-1.10652089267513,0.14,0.282,2.98015791860884e-13,"Down"
"Safb2",1.74863955435067e-17,0.712248051896585,0.573,0.45,3.08529962969632e-13,"Up"
"mt-Co2",1.84421823086551e-17,0.751447407505394,0.59,0.445,3.2539386465391e-13,"Up"
"Zdhhc17",2.21744885235419e-17,-0.835110967388843,0.211,0.371,3.91246675509374e-13,"Down"
"Caskin1",2.40385680128709e-17,0.702923081407215,0.561,0.428,4.24136494019094e-13,"Up"
"Faim2",2.73500094169738e-17,-0.83853581646321,0.214,0.375,4.82563566153086e-13,"Down"
"Hspa5",2.79774266444416e-17,-0.896271195908322,0.148,0.298,4.93633715714527e-13,"Down"
"Resp18",3.45334897499645e-17,-1.07623851012166,0.171,0.316,6.09308893148374e-13,"Down"
"Actl6b",3.49235539684549e-17,0.711742165287173,0.532,0.394,6.16191186219418e-13,"Up"
"Mapre2",4.93008117987283e-17,-1.02946730831649,0.138,0.28,8.69863523376762e-13,"Down"
"Huwe1",5.00496012712076e-17,0.48085680568044,0.79,0.748,8.83075164829187e-13,"Up"
"Scn2b",5.53183183072808e-17,-1.71959970683777,0.046,0.153,9.76036408213662e-13,"Down"
"Pdia3",5.6306443479601e-17,-1.1197979780013,0.112,0.248,9.93470888754081e-13,"Down"
"Rnf130",6.20495683296747e-17,-0.717807548882957,0.275,0.441,1.09480258360878e-12,"Down"
"Prickle1",6.53432676373847e-17,-0.67109767964054,0.344,0.515,1.15291661419402e-12,"Down"
"Tro",7.44500664377323e-17,0.622629319892721,0.658,0.563,1.31359697222735e-12,"Up"
"Agap1",8.43145950428488e-17,-0.474530670954029,0.461,0.659,1.48764671493602e-12,"Down"
"Fam193b",9.04953610548725e-17,0.619233230604564,0.603,0.489,1.59670015045217e-12,"Up"
"Lrrc45",9.96817867830854e-17,0.82565792432297,0.507,0.383,1.75878544600076e-12,"Up"
"Celf1",1.07599358872101e-16,-0.712874350718277,0.254,0.42,1.89848308793935e-12,"Down"
"Trerf1",1.07964943438776e-16,-0.52151302094774,0.489,0.66,1.90493346203377e-12,"Down"
"Pkd1",1.08679810904496e-16,0.627725958060481,0.666,0.567,1.91754658359892e-12,"Up"
"Syne1",1.47681497284532e-16,0.370827337013105,0.964,0.934,2.60569233808828e-12,"Up"
"Shank1",1.90643877315661e-16,0.74018893635864,0.519,0.383,3.36372057135753e-12,"Up"
"Tm9sf2",2.13066725810118e-16,-1.35191897244963,0.08,0.199,3.75934931019372e-12,"Down"
"Sybu",2.4951225551943e-16,-0.709359181970607,0.282,0.444,4.40239423638483e-12,"Down"
"Snx29",2.7722054132391e-16,-0.738880374664689,0.252,0.412,4.89127923111907e-12,"Down"
"Frmd4a",2.89871986094941e-16,-0.281038446039425,0.956,0.975,5.11450132265914e-12,"Down"
"Glrb",3.78771580103782e-16,-1.13255351549856,0.103,0.23,6.68304575935112e-12,"Down"
"Ptprn2",4.231955935309e-16,-0.292911966423066,0.927,0.96,7.46686305225921e-12,"Down"
"Nbr1",4.45930971618875e-16,-0.914619736760212,0.139,0.28,7.86800606324343e-12,"Down"
"Unc5d",4.52520329472218e-16,-0.652445560467157,0.608,0.737,7.98426869320782e-12,"Down"
"Rnasek",4.78169179103306e-16,-1.64321163832493,0.048,0.152,8.43681699609873e-12,"Down"
"Adgrl3",5.27450622409622e-16,-0.571060078192501,0.576,0.716,9.30633878179537e-12,"Down"
"Psma3",6.08841252536468e-16,-0.923911763718718,0.174,0.316,1.07423950597534e-11,"Down"
"Rims1",7.77429948393183e-16,-0.472029899831835,0.619,0.775,1.37169740094493e-11,"Down"
"Zfp532",8.02721624769347e-16,-0.837078361480092,0.208,0.356,1.41632203474304e-11,"Down"
"Gprasp2",8.46511952720665e-16,0.597750507427695,0.665,0.576,1.49358568938034e-11,"Up"
"Fam171b",9.0096507720472e-16,-1.05904265560458,0.124,0.255,1.58966278222001e-11,"Down"
"Cntnap4",9.22837438595769e-16,-0.825605991729462,0.225,0.377,1.62825437665838e-11,"Down"
"Elavl4",9.5222868230835e-16,-0.873777991107081,0.224,0.374,1.68011228706485e-11,"Down"
"Grid1",1.16046013005605e-15,-0.517970250581544,0.616,0.754,2.0475158534709e-11,"Down"
"Pstk",1.22483370651422e-15,-1.46531314575172,0.067,0.177,2.16109659177368e-11,"Down"
"Bcl11b",1.37132313784623e-15,-1.32306208696369,0.093,0.212,2.41956254441588e-11,"Down"
"Ankrd12",1.37784148188542e-15,0.424937224376397,0.821,0.786,2.43106351063864e-11,"Up"
"Rpn1",1.41696350035022e-15,-1.57131871984315,0.059,0.165,2.50009040001793e-11,"Down"
"Thada",1.44275428046589e-15,-0.751178424032807,0.239,0.392,2.54559565245401e-11,"Down"
"Samd12",1.49735909318746e-15,-0.490802179019071,0.5,0.67,2.64194038401995e-11,"Down"
"Mapk8",1.74883320033646e-15,-1.02833355969949,0.115,0.244,3.08564129867365e-11,"Down"
"Cd47",1.7878449781642e-15,-1.02462016193675,0.152,0.286,3.15447367947292e-11,"Down"
"Nsf",1.82993515454117e-15,-0.50651771116339,0.454,0.628,3.22873758667245e-11,"Down"
"Elavl3",1.86656658040355e-15,0.366348657520251,0.885,0.85,3.29337007446403e-11,"Up"
"Klf7",1.89366647699417e-15,-0.818298344883024,0.174,0.318,3.34118513200852e-11,"Down"
"Itfg1",1.93904711433168e-15,-0.777656360385679,0.22,0.369,3.42125472852681e-11,"Down"
"Meg3",2.06675303296768e-15,-0.157119108041606,1,1,3.64657905136817e-11,"Not significant"
"Krit1",2.07258483906542e-15,-0.831488702226948,0.189,0.335,3.65686869004702e-11,"Down"
"Gdap1",2.63971589023608e-15,-1.1889598588126,0.091,0.21,4.65751471673253e-11,"Down"
"Amph",2.6806915291351e-15,-0.665955593981223,0.308,0.465,4.72981213400597e-11,"Down"
"Abhd18",2.76649197206338e-15,-0.836921304957296,0.205,0.349,4.88119843550863e-11,"Down"
"Ap3d1",2.9376533237891e-15,0.724234661848732,0.5,0.373,5.18319552449348e-11,"Up"
"Dclk2",2.93775404262799e-15,-0.752836129499431,0.219,0.367,5.18337323281282e-11,"Down"
"Saraf",3.13491475465266e-15,-1.04594567704903,0.116,0.243,5.53124359310915e-11,"Down"
"Spock1",3.2987004284176e-15,-0.687795548519796,0.366,0.526,5.82022703590001e-11,"Down"
"Dpp6",3.367301550513e-15,-0.356212150022621,0.898,0.949,5.94126685572513e-11,"Down"
"Rtn3",3.69275236920504e-15,-0.392463605818969,0.509,0.709,6.51549228022537e-11,"Down"
"Pdia6",3.93621636526879e-15,-1.14990708224883,0.085,0.201,6.94506015488025e-11,"Down"
"Dock3",4.02683129658933e-15,-0.376405212074836,0.667,0.836,7.10494113970221e-11,"Down"
"Srcin1",4.08395008717647e-15,-0.537863964439772,0.343,0.516,7.20572153381417e-11,"Down"
"Reep5",4.08596894195329e-15,-1.52856907238381,0.059,0.163,7.20928360118238e-11,"Down"
"Exoc2",4.11421058581976e-15,-1.17639159694354,0.09,0.208,7.25911315762038e-11,"Down"
"Tmeff2",4.15693745872559e-15,-0.619178571383027,0.4,0.571,7.33450045217543e-11,"Down"
"Ndrg3",4.17864528435388e-15,-0.940082275620657,0.126,0.257,7.37280173971398e-11,"Down"
"Neo1",4.28025153227924e-15,-0.81887300931639,0.196,0.339,7.5520758035535e-11,"Down"
"Slc7a14",4.48015438351506e-15,-0.778104623612483,0.223,0.373,7.90478439427397e-11,"Down"
"Lrpap1",4.67142811552534e-15,-1.1261316098846,0.094,0.212,8.24226776703292e-11,"Down"
"Scmh1",4.69474662644399e-15,-0.520261784319777,0.336,0.513,8.28341094769778e-11,"Down"
"Hsp90b1",4.72798328614447e-15,-0.575136423704475,0.301,0.466,8.3420537100733e-11,"Down"
"Polb",5.13065596364664e-15,-0.615179267044345,0.285,0.447,9.05252938225813e-11,"Down"
"Opcml",5.14981368417352e-15,-0.546369206805384,0.672,0.79,9.08633126435575e-11,"Down"
"Fchsd2",5.77515557352115e-15,-0.527470473985744,0.338,0.508,1.01896844939207e-10,"Down"
"Csmd1",5.83104458014397e-15,-0.417261798898558,0.918,0.935,1.0288295057206e-10,"Down"
"Tusc3",6.23868843991607e-15,-0.994640229990827,0.147,0.278,1.10075418833879e-10,"Down"
"Auts2",6.68332483428093e-15,-0.459733544083492,0.668,0.796,1.17920583376053e-10,"Down"
"Dock4",6.90375465485222e-15,-0.672543399103152,0.318,0.47,1.21809847130213e-10,"Down"
"Gnal",7.46345231318397e-15,-0.620889272383092,0.265,0.424,1.31685152613818e-10,"Down"
"Tmx2",7.51186295588321e-15,-1.46295028483837,0.05,0.15,1.32539309993603e-10,"Down"
"Cst3",7.5853555879456e-15,-1.63901164979565,0.032,0.12,1.33836013993712e-10,"Down"
"Dennd1a",7.99897526097945e-15,-0.411204128111764,0.544,0.708,1.41133919504721e-10,"Down"
"A330102I10Rik",8.11183781268563e-15,-1.10885784042083,0.142,0.27,1.43125266367025e-10,"Down"
"Prickle2",8.552060483826e-15,-0.530059400740073,0.394,0.562,1.50892555176626e-10,"Down"
"Hecw2",9.47069531099894e-15,-0.616444728762148,0.256,0.414,1.67100948067265e-10,"Down"
"Arid1b",1.02269163014361e-14,-0.601553313496094,0.296,0.456,1.80443711222539e-10,"Down"
"Rmdn1",1.04298826089998e-14,-0.718968426718583,0.243,0.394,1.84024848753193e-10,"Down"
"Uty",1.0648630661493e-14,-0.735819005557562,0.188,0.334,1.87884439391383e-10,"Down"
"Zfp608",1.11068019307185e-14,-0.875940304223031,0.178,0.315,1.95968413265597e-10,"Down"
"Clasp1",1.14416050227069e-14,-0.531596765081378,0.338,0.503,2.01875679020641e-10,"Down"
"Lnpep",1.29600273207223e-14,-0.985947032253133,0.125,0.251,2.28666722046824e-10,"Down"
"Ogt",1.36193521978006e-14,-0.504069075559125,0.409,0.586,2.40299850177993e-10,"Down"
"Kif1a",1.36949667203538e-14,0.461206256605728,0.743,0.696,2.41633992813923e-10,"Up"
"Lrrc8d",1.4202397073289e-14,-1.2275904064705,0.087,0.2,2.50587093961111e-10,"Down"
"Cntn1",1.43863350575776e-14,-0.434391284833813,0.571,0.736,2.538324957559e-10,"Down"
"Sh3gl2",1.51075058266243e-14,-0.86477658901014,0.17,0.306,2.6655683280496e-10,"Down"
"Acsl1",1.53590211119925e-14,-1.12224069429702,0.1,0.218,2.70994568499995e-10,"Down"
"Spint2",1.62645048328498e-14,-1.80726007343058,0.038,0.129,2.86970923270802e-10,"Down"
"Elavl2",1.65188521026481e-14,-0.922116080752034,0.185,0.323,2.91458626499122e-10,"Down"
"Tmbim6",1.6760048805857e-14,-1.45056656038254,0.062,0.164,2.95714301130541e-10,"Down"
"Gnaq",1.69545879725995e-14,-0.578207571613806,0.313,0.472,2.99146750188546e-10,"Down"
"Cadps",1.71445387332447e-14,-0.317857640716154,0.802,0.921,3.0249824140937e-10,"Down"
"Foxk2",1.74352677479546e-14,-0.934022941026268,0.138,0.267,3.07627864144911e-10,"Down"
"Hnrnph3",1.80318701357156e-14,-0.856278267389287,0.168,0.303,3.18154316674566e-10,"Down"
"Zfp950",1.82746950964375e-14,-0.596098085599272,0.284,0.443,3.22438720281543e-10,"Down"
"Tmem30a",1.87791466355378e-14,-1.4744133023369,0.054,0.153,3.31339263237429e-10,"Down"
"Abhd12",1.92844340104658e-14,-0.86765188831024,0.151,0.284,3.40254553680659e-10,"Down"
"Zfhx2",1.95092732920756e-14,0.799153492170376,0.406,0.276,3.44221617965381e-10,"Up"
"Timp2",2.01672882692146e-14,-1.15429885136598,0.088,0.201,3.55831634222022e-10,"Down"
"Rabac1",2.04271943696779e-14,-1.309210711137,0.067,0.172,3.60417417458598e-10,"Down"
"Astn1",2.12515372641063e-14,-0.463845898432554,0.461,0.622,3.74962123487891e-10,"Down"
"Reps1",2.19788545611757e-14,-0.964620684801987,0.121,0.245,3.87794909877385e-10,"Down"
"A530058N18Rik",2.58481875806842e-14,-1.37656597893876,0.051,0.149,4.56065421673592e-10,"Down"
"Plppr5",2.70267773826976e-14,-1.19340872088541,0.087,0.199,4.76860460140316e-10,"Down"
"Ncoa2",2.70599138673483e-14,-0.556563207770689,0.366,0.52,4.77445120275494e-10,"Down"
"Nyap2",2.98743718873001e-14,-0.851664868703507,0.245,0.381,5.27103417579524e-10,"Down"
"Thy1",3.04308928099754e-14,-1.09023495319383,0.114,0.234,5.36922672739206e-10,"Down"
"Nsg1",3.47194853453676e-14,-1.24470586293598,0.084,0.193,6.12590599433666e-10,"Down"
"Runx1t1",3.59016280279071e-14,-0.907204964128154,0.171,0.303,6.33448324924393e-10,"Down"
"Jazf1",3.69233997065237e-14,-0.587345293842981,0.37,0.523,6.51476464421905e-10,"Down"
"Frmd4b",3.78512007451819e-14,-1.11819671877353,0.102,0.218,6.6784658594799e-10,"Down"
"Zfp398",3.8975700244637e-14,-0.91297587881973,0.151,0.28,6.87687255116375e-10,"Down"
"Mbnl2",3.9004887681971e-14,-0.544958930657492,0.364,0.52,6.88202238260696e-10,"Down"
"Sgce",3.97838326806347e-14,-1.05957453507034,0.102,0.218,7.01945943817118e-10,"Down"
"Sfta3-ps",4.00087666760499e-14,-1.28809186342543,0.114,0.231,7.05914679232224e-10,"Down"
"Carmil1",4.01899850734497e-14,-0.65157511125956,0.213,0.36,7.09112096635946e-10,"Down"
"Nova2",4.06701919574129e-14,-0.684469907472675,0.246,0.393,7.17584866896594e-10,"Down"
"Cdh9",4.70271982479806e-14,-1.44051289571861,0.052,0.149,8.2974788588737e-10,"Down"
"Akap6",4.78142120896471e-14,-0.343293092032267,0.685,0.827,8.43633958109733e-10,"Down"
"Klhdc2",4.87181640852797e-14,-1.33914527771411,0.066,0.168,8.59583287120675e-10,"Down"
"Mib1",5.19479044470476e-14,-1.02042216871349,0.111,0.23,9.16568826063707e-10,"Down"
"Kcnt1",5.33008904423524e-14,0.7159523127232,0.512,0.397,9.40440910964867e-10,"Up"
"Kcnma1",5.36430879958244e-14,-0.395452278565825,0.629,0.77,9.46478644598325e-10,"Down"
"Sorbs1",5.40603011840407e-14,-0.419705596677777,0.45,0.624,9.53839954091214e-10,"Down"
"Exoc4",5.54111494523476e-14,-0.514131689160003,0.425,0.582,9.77674320937221e-10,"Down"
"Atp8a1",5.59034593500379e-14,-0.55872923090586,0.384,0.54,9.86360636772069e-10,"Down"
"Zfp740",5.99846161083726e-14,-1.11283478727114,0.101,0.215,1.05836856661613e-09,"Down"
"Gmds",6.09637742457348e-14,-0.702629848395328,0.24,0.383,1.07564483279175e-09,"Down"
"Plekhm3",6.10629792753813e-14,-0.912846541328864,0.16,0.289,1.07739520633483e-09,"Down"
