"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"EGFP",0,13.3435897927219,0.884,0,0
"Ndst4",2.61616564854403e-12,0.492529502371266,0.332,0.231,4.964697551242e-08
"Samd5",1.26300438700229e-09,0.346758646068109,0.597,0.512,2.39680342521425e-05
"Sfta3-ps",5.76565026866335e-09,0.545490440825912,0.244,0.17,0.000109414745148424
"Pde2a",9.87018459018743e-09,-0.505008950414385,0.303,0.384,0.000187306492967987
"mt-Co2",1.76209157031886e-08,-0.349270492904075,0.559,0.628,0.00033439211729941
"Epha5",2.72718531272774e-08,-0.345131927142507,0.576,0.64,0.000517537956796343
"Fam155a",3.11901114521815e-08,0.147116409463765,0.987,0.979,0.000591894745028048
"Unc5d",3.72332201998764e-08,0.253553101883248,0.83,0.774,0.000706574819733054
"mt-Nd1",5.87298645038368e-08,-0.314715592732701,0.532,0.611,0.00111451663868931
"mt-Co3",5.96996576740133e-08,-0.304639816016336,0.685,0.754,0.00113292040367975
"Fbxo8",6.1905616011593e-08,0.630175913123617,0.183,0.124,0.001174782875052
"Matk",1.36505228936018e-07,-0.245727398348971,0.675,0.731,0.00259045972951881
"mt-Co1",1.53408543119695e-07,-0.346254452418041,0.555,0.634,0.00291123392278245
"Ankrd44",1.88467412383895e-07,0.39037702631643,0.305,0.233,0.00357654608480917
"Prdm2",3.76544857770181e-07,0.345186866252496,0.353,0.277,0.00714569176590472
"Slit2",4.24345912596138e-07,0.277447492130824,0.393,0.313,0.00805281238333692
"Pard3b",4.45398100312083e-07,0.702629898483967,0.256,0.196,0.00845231974962239
"Ano1",5.21646298486182e-07,0.661160287030662,0.135,0.086,0.00989928180637227
"Rmst",5.85343723622068e-07,0.320685420230813,0.591,0.539,0.011108067843176
"Son",5.8635949091758e-07,-0.166648713716249,0.877,0.906,0.0111273440591429
"Idh3g",5.99953745720378e-07,0.372726868022024,0.375,0.301,0.0113853222325356
"Nrp1",6.09179789080787e-07,0.303157590333056,0.477,0.402,0.0115604048573861
"D330023K18Rik",6.27918576732207e-07,0.495797364239816,0.222,0.162,0.0119160108306471
"Hspa4",6.68941586800117e-07,0.388571268168047,0.315,0.245,0.0126945044927058
"Tmem178",7.31806704970024e-07,0.601117508748491,0.162,0.11,0.0138874958402161
"Ddx39b",7.66401590691684e-07,0.304183604453657,0.489,0.415,0.0145440029865561
"Lingo2",8.1663251049737e-07,0.170028062588585,0.964,0.95,0.0154972351517086
"Sash1",8.36050819802975e-07,0.342290403614098,0.361,0.29,0.0158657364074011
"Hspa5",9.46827837085535e-07,0.329044321476507,0.357,0.288,0.0179679518643722
"Rftn1",9.69896089242124e-07,0.466878204014827,0.315,0.25,0.0184057180855478
"Adcy8",9.72818862949756e-07,0.377127583036173,0.433,0.358,0.0184611835621975
"Tmem200a",1.02231686914772e-06,0.507250139407456,0.22,0.16,0.0194005072258162
"Zeb2",1.1843487809911e-06,0.75095892630232,0.171,0.119,0.022475386816868
"Magi2",1.51930418837701e-06,0.105471035905526,0.993,0.992,0.0288318355828306
"Tpp2",1.54139451824906e-06,0.317253394602582,0.352,0.279,0.0292510437728124
"Tmcc3",1.62458780241103e-06,0.331963472229355,0.505,0.443,0.030829802726354
"Zic1",1.6278763542931e-06,0.576449673373263,0.155,0.105,0.0308922095754202
"Kcnh7",1.9192254052827e-06,0.239425357784264,0.742,0.695,0.0364211405160497
"Agbl4",2.47014550038535e-06,0.1338974034642,0.956,0.942,0.0468759511608128
"Cadm1",2.6170418924559e-06,0.170011532591268,0.929,0.922,0.0496636039931357
"Hsd17b12",2.63140084735295e-06,0.562911560098353,0.173,0.121,0.049936093880217
"Zfp536",2.67143762189244e-06,0.511064678644213,0.254,0.195,0.0506958717506528
"Cox16",2.8945035878567e-06,0.169373583066682,0.892,0.855,0.0549289945867565
"Syt7",2.99803553671079e-06,-0.353132147497542,0.441,0.501,0.0568937203801606
"Smc5",3.08097884256089e-06,0.250643103024426,0.492,0.418,0.058467735495278
"Rtn1",3.23909379849166e-06,0.137713158331022,0.908,0.887,0.0614682830139762
"Qars",3.46066982020989e-06,0.744717405679285,0.092,0.055,0.0656731311781231
"Hsp90b1",3.48521330144045e-06,0.228780304985379,0.546,0.48,0.0661388928214355
"B4gat1",3.68151085576331e-06,0.897583840020804,0.074,0.041,0.0698640315098202
"Frmd3",3.95796657173153e-06,0.224295239341123,0.46,0.384,0.0751103316317492
"Amph",4.04749016533871e-06,0.260589665244154,0.547,0.482,0.0768092208676327
"Gria1",4.8222799730675e-06,-0.24372869371348,0.915,0.925,0.0915124070489019
"Rbfox3",4.91379031601416e-06,-0.222889244118382,0.839,0.858,0.0932489988270008
"Psmd3",5.03843231250684e-06,0.473158601748809,0.212,0.157,0.0956143299944423
"Cpeb2",5.12034384308963e-06,0.430776786389674,0.27,0.21,0.0971687651103119
"Fam49b",6.05206630731697e-06,0.270411425954153,0.462,0.394,0.114850062313954
"Elavl3",6.58478653100861e-06,-0.147779469696754,0.94,0.952,0.12495949399895
"Rbm28",6.75346415647456e-06,0.217909830311665,0.528,0.451,0.128160489297418
"Mfn1",7.43756760149363e-06,0.258364098324342,0.469,0.398,0.141142720373545
"Ntrk3",7.49453271832229e-06,0.159015915313634,0.875,0.866,0.142223747395602
"Ggps1",7.85572461156594e-06,0.349575634546924,0.286,0.225,0.149078085953687
"Atp6v1c2",8.3364336398254e-06,-0.851470972518817,0.043,0.079,0.158200501182967
"Xpo1",8.3798015812948e-06,0.261878689522341,0.42,0.35,0.159023494608231
"Otx2os1",8.49088049095958e-06,0.848710591368944,0.071,0.04,0.16113143907694
"Celf2",9.037000514906e-06,-0.317803498906496,0.823,0.836,0.171495158771371
"Mpped2",9.56818739665647e-06,0.272500274323437,0.408,0.337,0.18157549222635
"Smim4",9.87475913131613e-06,0.582597354552289,0.129,0.087,0.187393304034986
"Atp2b4",1.07639719314416e-05,-0.353377733512415,0.336,0.397,0.204267895342967
"Msra",1.22112967443787e-05,-0.552224727649327,0.168,0.223,0.231733778318074
"Sulf2",1.3246606012424e-05,0.368441316899926,0.295,0.234,0.251380842297771
"Gm46210",1.41810064225139e-05,1.38358786065379,0.029,0.011,0.269112958880047
"Gnas",1.47386520036342e-05,0.19770502171231,0.823,0.788,0.279695399072966
"Gng7",1.58216425400216e-05,-0.695189252730326,0.229,0.282,0.300247310481991
"Gaa",1.62950921718016e-05,0.258969149971076,0.585,0.529,0.309231964144278
"Zfp53",1.70079814697645e-05,0.571520811246866,0.15,0.106,0.32276046435172
"Smc6",1.71287793845966e-05,0.273320334801952,0.439,0.377,0.32505284638149
"Npas2",1.7546355402172e-05,-0.587001708926502,0.181,0.232,0.332977186467018
"Zic4",1.83458521756021e-05,0.560892392461701,0.125,0.085,0.348149236736401
"Alk",1.85938773754575e-05,0.274429948304133,0.459,0.394,0.352856010954058
"Unc80",1.88181406611603e-05,0.123999343155292,0.96,0.958,0.357111855326839
"Ebf1",2.00793092815966e-05,-0.949611346568591,0.026,0.053,0.381045052236858
"Pld3",2.01477985479879e-05,0.280162309078677,0.364,0.298,0.382344773045167
"Tcte2",2.02804652574856e-05,0.358810287619394,0.309,0.25,0.384862389191305
"Arpp21",2.08225276355557e-05,-0.296285724419369,0.464,0.523,0.39514910693994
"Apbb3",2.21294321735926e-05,0.581148429010304,0.133,0.092,0.419950234358266
"Spire1",2.28431555827878e-05,0.227059844395672,0.503,0.43,0.433494563494564
"Rpl11",2.31716660790526e-05,0.476345001573644,0.23,0.18,0.439728707182182
"Pde1a",2.35422664684859e-05,-0.265965019780397,0.518,0.579,0.446761590772457
"Ppp4r3b",2.41705874835858e-05,0.351762414798393,0.288,0.231,0.458685238676008
"Kcnq1ot1",2.48452877108121e-05,0.121151616121471,0.993,0.989,0.471489024888081
"Ralgapa1",2.64664656704549e-05,0.152951653663156,0.81,0.765,0.502254119028223
"Ralyl",2.70442622407419e-05,0.154949452358183,0.926,0.917,0.513218964542559
"Celf5",2.76041860329908e-05,-0.194135813837233,0.701,0.731,0.523844638348067
"Samd4",2.80273035875801e-05,0.27930193781508,0.528,0.469,0.531874140181508
"Gm19585",2.84348898736611e-05,1.35934031440711,0.033,0.014,0.539608905132467
"Meis2",2.89008579034415e-05,-0.439299429775105,0.189,0.241,0.548451580433609
"Zfand3",2.93238902595468e-05,0.264759745083919,0.387,0.322,0.55647946545542
"Tmem108",2.94552279637773e-05,0.242941566888924,0.55,0.49,0.558971861068602
"Gm35256",2.94907828597222e-05,0.471874393071746,0.145,0.102,0.559646586328949
"Gatd1",3.09464715553569e-05,0.868023485420983,0.062,0.035,0.587271190706007
"Kcnn2",3.15446454943287e-05,0.219034398185597,0.492,0.425,0.598622737545876
"A730060N03Rik",3.17243450736516e-05,0.602900889058267,0.12,0.081,0.602032896462687
"Zfp868",3.18494770734083e-05,0.840542748998875,0.062,0.035,0.604407526422068
"Disp2",3.25771963425457e-05,0.306236069710376,0.383,0.321,0.61821745499249
"Malat1",3.25787256431068e-05,-0.068692592369592,1,1,0.618246476529238
"Cfap46",3.25928978671717e-05,0.271184412555545,0.414,0.35,0.618515422825317
"Chd3",3.41121845575483e-05,-0.238045971054632,0.58,0.624,0.647346926348593
"Gm30382",3.53088369189812e-05,-0.498101245511436,0.164,0.214,0.670055798211506
"Sema6d",3.80632023275351e-05,0.233835085816897,0.626,0.576,0.722325390569634
"Podxl2",3.83605280380319e-05,0.215876877083997,0.549,0.487,0.727967740577732
"Nr2f1",3.93246381146173e-05,-0.580342884638687,0.067,0.106,0.746263657501093
"Ajap1",4.02048383654186e-05,-0.386625057838639,0.214,0.267,0.762967217660548
"Gm29266",4.13896905523101e-05,1.12609163836143,0.046,0.024,0.785452157611189
"Grid2",4.24381369954821e-05,0.123311772500307,0.97,0.954,0.805348525763264
"Dnajc12",4.2625087032867e-05,0.919640760894001,0.055,0.03,0.808896276622718
"Srrm2",4.57590459133462e-05,-0.134554541659829,0.96,0.968,0.868369414297571
"Nhs",4.59187220737276e-05,0.253646529738521,0.451,0.387,0.871399588793128
"Spag16",4.62435970399298e-05,0.714061064674163,0.1,0.066,0.877564741026748
"Ahi1",4.79624671181037e-05,-0.122092738383793,0.995,0.996,0.910183738500253
"Fkbp3",4.98533145585157e-05,0.339388056743256,0.219,0.168,0.946066350376952
"mt-Cytb",5.05274523930108e-05,-0.310694271640105,0.481,0.535,0.958859464062167
"Dad1",5.15291152789517e-05,0.566688250843837,0.103,0.068,0.977868020648666
"Cntn5",5.18585976802127e-05,0.188737378086295,0.823,0.811,0.984120608177396
"Gm15903",5.32603267210287e-05,1.43803564467617,0.024,0.009,1
"Ppp4r3a",5.33210700699861e-05,0.318792737856724,0.3,0.243,1
"Cpne1",5.34610860138019e-05,0.341767684959164,0.239,0.186,1
"Kcnh3",5.37538960217591e-05,-0.760553115018288,0.044,0.076,1
"Unc13b",5.50816373500865e-05,0.252723534266892,0.35,0.291,1
"Cct3",5.50864622255897e-05,0.396156534156847,0.162,0.118,1
"B130024G19Rik",5.51320920036645e-05,-0.598556774788495,0.096,0.137,1
"4833422C13Rik",5.53290214292748e-05,0.705515955541153,0.077,0.048,1
"Srpr",5.56036790762249e-05,0.322187315989648,0.274,0.218,1
"Cpne4",5.56289525658416e-05,0.268674085943961,0.35,0.292,1
"Parva",5.5654087196822e-05,0.467489118262736,0.129,0.09,1
"Zfp451",5.86557895023689e-05,0.284862248250614,0.347,0.288,1
"Trank1",5.95768392069071e-05,-0.208587109663197,0.708,0.732,1
"BC005537",5.9956750154889e-05,0.261666106446602,0.37,0.306,1
"Ddo",6.02433662879453e-05,0.533972675700459,0.092,0.059,1
"Tbck",6.02916584964084e-05,0.302784106964532,0.342,0.284,1
"Megf11",6.04095571703661e-05,0.689250901178369,0.146,0.105,1
"Gm11508",6.06762478176964e-05,0.295844966012125,0.38,0.325,1
"Zup1",6.27969460018994e-05,0.207975979870837,0.448,0.377,1
"Scn1b",6.62314744984915e-05,0.402138257025571,0.167,0.123,1
"Pgpep1l",6.69890401586181e-05,0.622906197513778,0.098,0.065,1
"Smyd2",6.74157932722592e-05,0.338799938906953,0.243,0.191,1
"Tank",6.76931142685574e-05,0.4552107884843,0.142,0.101,1
"Gm10754",6.85230312465007e-05,-0.813448986405763,0.071,0.108,1
"Stat1",6.9244782293401e-05,0.85489357957938,0.094,0.061,1
"Fam71e1",7.02058612145936e-05,0.762099483907521,0.073,0.045,1
"Tmem106c",7.05526110530555e-05,0.62305379534918,0.102,0.068,1
"Gpr158",7.62905215761048e-05,0.12625780361582,0.956,0.949,1
"Hsp90aa1",7.69792927911175e-05,0.186286420280174,0.487,0.418,1
"Impact",7.86799159444854e-05,0.21221944234181,0.4,0.337,1
"Ube3a",8.33514702505362e-05,0.200786089312556,0.461,0.394,1
"Mapre3",8.57772182379944e-05,0.238103960592282,0.469,0.409,1
"Pam",8.83820123200379e-05,0.197734854083744,0.633,0.571,1
"Ddx52",8.86944823772136e-05,0.50223235715241,0.139,0.1,1
"Galnt13",8.8808363268317e-05,0.172452083540175,0.875,0.857,1
"Pdzd2",9.08019707621133e-05,-0.373841836072131,0.173,0.221,1
"Fchsd1",9.95768448516213e-05,0.72550743072862,0.069,0.042,1
"Tm9sf2",0.00010093584485531,0.319457523234076,0.252,0.2,1
"Prmt8",0.000101919289752421,-0.613796191139197,0.103,0.143,1
"Nol9",0.000108242908380764,0.447718198073507,0.152,0.111,1
"Prdm16",0.000109224006033205,0.532648821896012,0.143,0.104,1
"Klf7",0.000110958333640113,0.218577661453312,0.377,0.318,1
"Mpdz",0.000113801891525538,0.218623719366413,0.379,0.316,1
"Phactr1",0.000117479264915543,-0.311499802194488,0.912,0.929,1
"Spon1",0.000119938830078083,0.447345225542051,0.196,0.151,1
"Dbp",0.000120071381304509,-0.694414651347482,0.061,0.095,1
"Ppm1h",0.00012141232624654,0.169516462735922,0.509,0.437,1
"Elavl1",0.000125421643390193,0.336637445727221,0.281,0.23,1
"Mtus2",0.000125447348879977,-0.22507672193529,0.563,0.607,1
"Cfap97d2",0.000126258397094325,0.500660979830369,0.118,0.082,1
"Fkbp15",0.000128315157558297,0.26055894328265,0.28,0.225,1
"Wdr83os",0.000133744077570287,1.23863952474269,0.027,0.011,1
"Pdia3",0.000145740763488334,0.30753362044204,0.304,0.25,1
"Bsn",0.000149738141507875,0.167464721191006,0.518,0.454,1
"9530036O11Rik",0.000151036933839208,0.379171121894187,0.289,0.239,1
"Mon2",0.000157910318016516,0.215741850609221,0.527,0.465,1
"Snx18",0.000159389294597705,0.526328032769873,0.114,0.079,1
"Elmod3",0.000159591169382475,0.560744431327179,0.096,0.064,1
"4932435O22Rik",0.000160188600016986,1.19717473642291,0.041,0.021,1
"Clk1",0.000161514587178221,-0.198074221033725,0.594,0.629,1
"Dnah10",0.000176749428629553,0.596132496033892,0.081,0.052,1
"Ctbp2",0.000178887488198055,0.228106595974801,0.296,0.239,1
"Cdh10",0.000188556866014992,0.197112549951602,0.461,0.398,1
"B3gat2",0.000195965532530277,0.529567166471071,0.127,0.091,1
"0610040F04Rik",0.000198646160398283,-0.64475676504017,0.05,0.08,1
"Adgrv1",0.00020030385767091,0.857089930886404,0.098,0.067,1
"Rsrp1",0.000201381829072067,0.119384807497375,0.741,0.689,1
"Col6a1",0.000202973264219087,-0.661755124806963,0.092,0.128,1
"Fam92a",0.000203165951090677,0.294678444791595,0.249,0.199,1
"Lrba",0.000205710444059721,0.165254534199656,0.53,0.468,1
"Sh3d19",0.000207784751718944,0.365336156097569,0.268,0.219,1
"Ephb2",0.000208615626495756,0.245390566733772,0.446,0.393,1
"Ppp2r3a",0.000209421133576748,0.185159066512135,0.446,0.383,1
"Nr2f2",0.000212275557892155,-0.793077287025528,0.047,0.076,1
"Slc35f3",0.00021389158449502,-0.316110739266756,0.544,0.581,1
"Epha6",0.000215659171347601,-0.168090453884713,0.674,0.719,1
"Pde7b",0.000224784130720246,-0.475284402211331,0.307,0.35,1
"Cadm2",0.000228209640198708,-0.171312732068929,0.834,0.862,1
"Cacna2d2",0.000230432881471735,0.158986443263524,0.732,0.68,1
"C130073E24Rik",0.000231176033526973,0.133673984455424,0.659,0.605,1
"Elavl2",0.000238169712480244,0.296297368223724,0.376,0.323,1
"Zc3h15",0.000240675559831225,0.299374856750706,0.289,0.239,1
"Gab2",0.000244179043936502,0.184451555514407,0.456,0.396,1
"Asb7",0.00025519622686933,0.350956856413825,0.224,0.179,1
"Dld",0.000259658162871905,0.4943580753962,0.131,0.095,1
"Rhno1",0.000260657755669532,0.654734912274904,0.068,0.042,1
"Cadps",0.000260823815727768,0.0845507028815851,0.976,0.956,1
"Emc7",0.000262841682181759,0.407156331792196,0.166,0.126,1
"Rnf207",0.000264747735214812,-0.535023812505554,0.081,0.116,1
"Crym",0.000268212860198493,-1.19438820975126,0.011,0.029,1
"Lbh",0.000270398137552808,0.869014687824032,0.045,0.025,1
"Cep112",0.000270750318802385,0.137919096337721,0.802,0.772,1
"Herc4",0.000271667717627599,0.236072158201055,0.336,0.28,1
"Zfp410",0.000273793038829875,0.439621895568119,0.165,0.125,1
"Hspa4l",0.000275371097960939,0.238689153908691,0.395,0.337,1
"Camk1d",0.000280679363181771,-0.170018134639869,0.757,0.781,1
"Eapp",0.000288180426344929,0.438035644676167,0.122,0.087,1
"Nefh",0.000290027841053133,0.685616398103448,0.073,0.046,1
"Akap8l",0.000290626209343651,-0.120572193236556,0.889,0.907,1
"Apbb1",0.000295133505026583,0.244523822916239,0.257,0.207,1
"Sbds",0.000295796729646193,0.447013240795425,0.15,0.112,1
"Pigp",0.00030617000410677,0.539707062571073,0.098,0.067,1
"Kpna4",0.000314818037960343,0.367646316784769,0.23,0.186,1
"Rab40b",0.000315823502066517,-0.466886936345535,0.133,0.175,1
"Zfp157",0.000317469644604338,0.261655621096556,0.259,0.21,1
"Sos2",0.000318772044394514,0.239167938627805,0.37,0.316,1
"Yaf2",0.000325262057008389,0.370735258581728,0.175,0.134,1
"9330199G10Rik",0.000337161676707295,1.31250476259231,0.022,0.009,1
"Pgrmc1",0.000337299789515193,0.294536672836663,0.27,0.221,1
"Slc25a4",0.000350235199286987,0.338439494713478,0.21,0.165,1
"Cntn4",0.000350368763864954,0.260740064782907,0.51,0.465,1
"Gm4876",0.000350866992155869,0.360380469492466,0.237,0.191,1
"Ogfr",0.000351917304784215,0.615318146569575,0.096,0.066,1
"Nrg3",0.000356743052943993,0.16758876985782,0.971,0.978,1
"Cox8a",0.00035687599553865,0.379864774611074,0.157,0.118,1
"Ccser1",0.000358315074409047,0.121319232170176,0.95,0.939,1
"Bcan",0.000376719254888481,0.241685357177711,0.245,0.197,1
"Ddhd1",0.000376773050804306,0.181172801530091,0.425,0.365,1
"Slc50a1",0.000378101629024062,0.400356074034683,0.207,0.165,1
"Myt1",0.000378234331631005,0.262281564431658,0.228,0.182,1
"Aifm3",0.000391732396857278,0.254750751787784,0.408,0.357,1
"Rorb",0.000397198000253324,0.404961511446358,0.212,0.168,1
"Ehbp1",0.000397727820734,0.193507118688507,0.648,0.601,1
"Wsb1",0.000399960979771189,0.178556599978781,0.607,0.554,1
"Tulp3",0.000402276122979481,0.206360608490268,0.329,0.273,1
"Nufip2",0.000407949436690741,0.294354934297833,0.295,0.247,1
"Fam214b",0.000409868382870717,0.313685847423635,0.236,0.19,1
"9530026P05Rik",0.000411333021481531,0.341561506676877,0.18,0.139,1
"Pnrc1",0.000418907315159029,0.487924520468527,0.101,0.07,1
"Ccbe1",0.000421708810456847,0.440001169559058,0.135,0.1,1
"Ginm1",0.000424299622226267,0.505051373139459,0.1,0.069,1
"Snx6",0.000428705829596506,0.232585249246679,0.308,0.256,1
"Atp2c1",0.000429876326503326,0.210402142213247,0.412,0.357,1
"Sh3glb1",0.000430443830495969,0.254854546531588,0.371,0.321,1
"Glrb",0.000435509231897363,0.276672656737279,0.287,0.239,1
"Fam210a",0.000440643678249261,0.644421358294314,0.081,0.054,1
"Pcyt2",0.000445663877797729,0.18481296147982,0.438,0.379,1
"Igsf10",0.00045304234545114,1.0158560761533,0.038,0.02,1
"Rem2",0.000455548080135336,-1.6428843507074,0.005,0.019,1
"Zfp950",0.000461053208694827,-0.237020322265942,0.509,0.547,1
"Scg3",0.000461719338320318,0.272428416905588,0.332,0.283,1
"Orc4",0.000469183760787346,0.252343327375538,0.286,0.237,1
"Tmem127",0.000473157455397822,0.416009338346169,0.158,0.12,1
"Fkbp1b",0.000480556564615087,1.24865828056768,0.022,0.009,1
"G630016G05Rik",0.000480562695617851,-0.4954758313396,0.1,0.136,1
"Fsd1l",0.000482427380154098,0.23827941978275,0.334,0.283,1
"Eef2",0.000487925749673256,0.273305805638881,0.245,0.199,1
"Pqlc1",0.000489241769935986,0.666660019724131,0.073,0.048,1
"Zfp521",0.000494430047376726,0.364339976060513,0.21,0.167,1
"Cop1",0.000504710309713337,0.215150309123096,0.33,0.276,1
"Tmem30a",0.000506007270097087,0.359810477370666,0.195,0.155,1
"Spaca6",0.000507558645461703,0.222534693636603,0.364,0.311,1
"Ecpas",0.000510884130064592,0.118186440276081,0.736,0.679,1
"Dhx36",0.000511184594620967,0.220041553141608,0.362,0.306,1
"Eml3",0.000517961128766912,0.687530210067791,0.059,0.037,1
"Lactb2",0.000522497534616521,0.45979842727391,0.168,0.13,1
"D6Wsu163e",0.000525181526322976,0.526844911634023,0.087,0.059,1
"Mtpap",0.00053031194231179,0.407835406900469,0.166,0.128,1
"1700052K11Rik",0.000536638888985599,0.996564737544544,0.034,0.017,1
"Cd47",0.000537329007027905,0.272773478577596,0.344,0.295,1
"Slitrk1",0.00053780276446383,0.422062008468427,0.173,0.135,1
"Dnm1",0.000547377216830207,-0.13525158585681,0.682,0.719,1
"Amy1",0.000554568726309077,0.176564598715104,0.543,0.497,1
"Ppfibp2",0.000564259433771191,0.599683043529029,0.073,0.048,1
"Kalrn",0.000565307968101293,-0.116678472699272,0.956,0.959,1
"Spata1",0.000585288840724341,0.625248615695018,0.109,0.079,1
"Zfp52",0.000587210250122576,0.524680179888391,0.096,0.067,1
"Polr3d",0.000587253774975976,0.562391013442556,0.097,0.068,1
"Cntn6",0.000588076521530785,0.222702411170163,0.404,0.356,1
"Krtcap2",0.000599414251793361,0.648729929449576,0.085,0.058,1
"Lmo7",0.000600138041159391,-0.520911979030451,0.093,0.128,1
"Otx2",0.000602357118860152,1.02867135381252,0.03,0.014,1
"March1",0.000603877476278181,0.145727833380451,0.823,0.795,1
"Gmfb",0.000610636988048134,0.469518039440967,0.12,0.087,1
"Trp73",0.000611631882402241,0.815538742868981,0.042,0.024,1
"Syt9",0.00061229281522876,0.35928397123705,0.263,0.22,1
"Nudt3",0.000622084671106461,0.24951524230413,0.24,0.194,1
"Afg3l2",0.000622223123744912,0.228915580432757,0.332,0.279,1
"Sap25",0.00062421112659683,-0.759903732935741,0.033,0.056,1
"Phyhipl",0.000636586800555674,0.364666998756563,0.214,0.172,1
"Prxl2a",0.000649168622801301,0.406397743561877,0.191,0.152,1
"Cdh13",0.000649976484907821,0.193498076101386,0.626,0.579,1
"Exoc4",0.000651204514164699,0.168120388809534,0.671,0.639,1
"Gm34667",0.000653377181326805,-0.957449057181276,0.01,0.025,1
"Lhx8",0.00066319940748757,0.387953053215194,0.158,0.121,1
"9630014M24Rik",0.00066644614558388,0.190065497770475,0.422,0.371,1
"Spata5",0.0006745526092897,0.315821304376773,0.229,0.187,1
"Tmem198",0.00068360007936474,0.578983549612222,0.065,0.042,1
"Ipo7",0.000685408160342275,0.324086848905129,0.219,0.176,1
"Tgs1",0.000690666562393824,0.276931924424362,0.28,0.232,1
"Msantd2",0.000690728906158799,0.243915569119461,0.35,0.3,1
"Eif5",0.000692340710689523,0.21903345037511,0.327,0.276,1
"Gm29683",0.000711880749750244,-0.674256213918493,0.075,0.105,1
"Stx16",0.000712275639036491,0.22340013450806,0.418,0.367,1
"Mosmo",0.00071382298861171,0.393712077927499,0.166,0.129,1
"Slf1",0.000728980523676017,0.182233874366508,0.456,0.398,1
"Ckap5",0.000732938970982536,0.175054287877731,0.466,0.406,1
"Sdk1",0.000733023593084196,0.16177611754651,0.497,0.444,1
"Scn2b",0.000736732333811236,0.394246342152514,0.181,0.143,1
"Gm12709",0.000751874602047792,0.968550361374947,0.03,0.015,1
"Syvn1",0.00075381912180861,0.373645057406212,0.148,0.113,1
"mt-Atp6",0.000757459529257357,-0.266380044792037,0.557,0.591,1
"Thada",0.000762142706578364,0.171416159240066,0.477,0.423,1
"Asb3",0.000766728683969977,0.194640422601987,0.406,0.352,1
"Rpl17",0.000770742118080856,0.338035708839384,0.145,0.109,1
"Wdr35",0.000772244511649366,0.285540966769661,0.256,0.211,1
"Atp1a1",0.000782101148062502,0.18179440049721,0.273,0.223,1
"Rnf208",0.000786278644965172,0.383587860653791,0.123,0.09,1
"Lipa",0.000787084020085338,0.590038738121218,0.081,0.055,1
"Nbr1",0.000802491336276477,0.267086607908081,0.33,0.283,1
"Ankrd33b",0.000802888180981011,-1.37540403984241,0.008,0.022,1
"Wbp1l",0.000803329607777197,0.385445806874374,0.153,0.117,1
"Slc1a2",0.000820513064718482,0.318296400402072,0.195,0.155,1
"Zfp975",0.000822640228601702,0.275903116758565,0.208,0.165,1
"Cox14",0.000831610980875143,0.597712666006638,0.074,0.049,1
"Nr6a1",0.00083491277573691,0.172542944379416,0.385,0.327,1
"Cacna2d3",0.000837012428327529,-0.239580186129991,0.459,0.506,1
"Slc25a36",0.000844793390331874,0.224021473132272,0.382,0.331,1
"Mad2l1",0.000846610314492541,1.2055895586758,0.022,0.009,1
"Gm28379",0.000853262432423611,1.46605002084576,0.015,0.006,1
"Ptk2b",0.000858217561736483,-0.407262953659116,0.099,0.134,1
"Acer3",0.000861690793360629,0.259354949904348,0.286,0.239,1
"Srrm1",0.000873214994151791,-0.12110787910548,0.915,0.918,1
"Sv2c",0.000879568306976357,-0.472144694680764,0.203,0.243,1
"Gabra1",0.000883211682986455,0.179428794694354,0.307,0.258,1
"Nudcd2",0.000891393067333367,0.593805568044136,0.075,0.05,1
"Lnpk",0.000893572345547619,0.238195065329568,0.284,0.237,1
"Exoc6",0.000897647820772571,0.245067996572363,0.223,0.18,1
"Resp18",0.000902929043810794,0.280325739901419,0.379,0.333,1
"Mpp7",0.000908999537890422,0.340241830728204,0.164,0.126,1
"Eif2s3y",0.000915790201003915,0.147398441838876,0.422,0.365,1
"Cul2",0.00092339894867495,0.204500888006117,0.349,0.298,1
"Trappc9",0.000925261611125307,0.161739339433451,0.487,0.432,1
"Col9a3",0.0009316586935949,0.486398666237566,0.075,0.05,1
"Dnajc6",0.000934708975092603,0.123118540882875,0.673,0.617,1
"Tcf12",0.000937826568668276,0.185042181271711,0.436,0.382,1
"Raph1",0.000943640787685281,0.17353973644995,0.35,0.299,1
"Sec24b",0.000944689129062727,0.143078992382,0.558,0.494,1
"Mbnl1",0.000955445535226033,0.168925561620216,0.383,0.332,1
"Gm9866",0.000956501676684767,0.285270165259548,0.271,0.226,1
"Exoc2",0.000958410597381715,0.280702533773432,0.261,0.216,1
"Tmem59l",0.000960318624114527,0.263429097619393,0.292,0.247,1
"Pcnx4",0.00096527302329038,0.271942504824882,0.245,0.2,1
"Icam5",0.000975869159383445,-0.56002095749581,0.104,0.137,1
"Sipa1l1",0.000980127361881147,-0.219957676967679,0.549,0.584,1
"Ndst3",0.000983014187976364,0.251484324646446,0.346,0.299,1
"Paip2",0.000983224767131569,0.194286225785766,0.383,0.329,1
"Cept1",0.000984335054202445,0.423554267971436,0.146,0.111,1
"Lrrc75a",0.000988985235345432,0.743990103355789,0.057,0.035,1
"Nyap2",0.000991322562738558,0.220060432013097,0.441,0.393,1
"Aida",0.000992450559272769,0.401659433575809,0.148,0.114,1
