"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gm40055",0.161992631358487,1.96855036137495,0.001,0,1
"Gask1b",0.161992631358487,1.96855036137495,0.001,0,1
"Lingo4",0.161992631358487,1.96855036137495,0.001,0,1
"Hist2h2ac",0.161992631358487,1.96855036137495,0.001,0,1
"Hist2h4",0.161992631358487,1.96855036137495,0.001,0,1
"Gm5544",0.161992631358487,1.96855036137495,0.001,0,1
"Gm42939",0.161992631358487,1.96855036137495,0.001,0,1
"Gm42938",0.161992631358487,1.96855036137495,0.001,0,1
"Gm43256",0.161992631358487,1.96855036137495,0.001,0,1
"Wnt2b",0.161992631358487,1.96855036137495,0.001,0,1
"Gm43328",0.161992631358487,1.96855036137495,0.001,0,1
"I830077J02Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Henmt1",0.161992631358487,1.96855036137495,0.001,0,1
"4933405D12Rik",0.161992631358487,1.96855036137495,0.001,0,1
"AI115009",0.161992631358487,1.96855036137495,0.001,0,1
"1700123O12Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm28448",0.161992631358487,1.96855036137495,0.001,0,1
"Spaar",0.161992631358487,1.96855036137495,0.001,0,1
"Pax5",0.161992631358487,1.96855036137495,0.001,0,1
"Gm12679",0.161992631358487,1.96855036137495,0.001,0,1
"Gm12694",0.161992631358487,1.96855036137495,0.001,0,1
"Cyp2j9",0.161992631358487,1.96855036137495,0.001,0,1
"Slc1a7",0.161992631358487,1.96855036137495,0.001,0,1
"Gm12830",0.161992631358487,1.96855036137495,0.001,0,1
"Gm12841",0.161992631358487,1.96855036137495,0.001,0,1
"Gm12925",0.161992631358487,1.96855036137495,0.001,0,1
"Lsm10",0.161992631358487,1.96855036137495,0.001,0,1
"Csmd2os",0.161992631358487,1.96855036137495,0.001,0,1
"Gm12976",0.161992631358487,1.96855036137495,0.001,0,1
"Hspg2",0.161992631358487,1.96855036137495,0.001,0,1
"Arhgef19",0.161992631358487,1.96855036137495,0.001,0,1
"Gm29367",0.161992631358487,1.96855036137495,0.001,0,1
"Fhad1os2",0.161992631358487,1.96855036137495,0.001,0,1
"Ube4bos1",0.161992631358487,1.96855036137495,0.001,0,1
"Tas1r1",0.161992631358487,1.96855036137495,0.001,0,1
"Prdm16os",0.161992631358487,1.96855036137495,0.001,0,1
"A930003O13Rik",0.161992631358487,1.96855036137495,0.001,0,1
"2310074N15Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Speer4a",0.161992631358487,1.96855036137495,0.001,0,1
"Spon2",0.161992631358487,1.96855036137495,0.001,0,1
"Clnk",0.161992631358487,1.96855036137495,0.001,0,1
"Tec",0.161992631358487,1.96855036137495,0.001,0,1
"Afp",0.161992631358487,2.5535128620961,0.001,0,1
"Art3",0.161992631358487,1.96855036137495,0.001,0,1
"C230066G23Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Barhl2",0.161992631358487,1.96855036137495,0.001,0,1
"Gm42902",0.161992631358487,1.96855036137495,0.001,0,1
"Pole",0.161992631358487,1.96855036137495,0.001,0,1
"Chek2",0.161992631358487,1.96855036137495,0.001,0,1
"1700069L16Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm42797",0.161992631358487,1.96855036137495,0.001,0,1
"Ung",0.161992631358487,1.96855036137495,0.001,0,1
"Trpv4",0.161992631358487,1.96855036137495,0.001,0,1
"B230112J18Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Iqcd",0.161992631358487,1.96855036137495,0.001,0,1
"Gm42829",0.161992631358487,1.96855036137495,0.001,0,1
"Tmem132cos",0.161992631358487,1.96855036137495,0.001,0,1
"Pcolce",0.161992631358487,1.96855036137495,0.001,0,1
"Stag3",0.161992631358487,1.96855036137495,0.001,0,1
"Gm4869",0.161992631358487,1.96855036137495,0.001,0,1
"Lfng",0.161992631358487,1.96855036137495,0.001,0,1
"Ankrd61",0.161992631358487,1.96855036137495,0.001,0,1
"Hepacam2",0.161992631358487,1.96855036137495,0.001,0,1
"Pon2",0.161992631358487,1.96855036137495,0.001,0,1
"Gm20617",0.161992631358487,1.96855036137495,0.001,0,1
"Gm36503",0.161992631358487,1.96855036137495,0.001,0,1
"Cpa4",0.161992631358487,1.96855036137495,0.001,0,1
"Gm45060",0.161992631358487,1.96855036137495,0.001,0,1
"A530053G22Rik",0.161992631358487,1.96855036137495,0.001,0,1
"4930553P18Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Arhgap25",0.161992631358487,1.96855036137495,0.001,0,1
"Gm26811",0.161992631358487,1.96855036137495,0.001,0,1
"Gm15492",0.161992631358487,1.96855036137495,0.001,0,1
"Alox5",0.161992631358487,1.96855036137495,0.001,0,1
"Fxyd4",0.161992631358487,1.96855036137495,0.001,0,1
"Gsg1",0.161992631358487,1.96855036137495,0.001,0,1
"Gm15687",0.161992631358487,1.96855036137495,0.001,0,1
"Lrmp",0.161992631358487,1.96855036137495,0.001,0,1
"Gm15927",0.161992631358487,1.96855036137495,0.001,0,1
"Ptprh",0.161992631358487,1.96855036137495,0.001,0,1
"Il11",0.161992631358487,1.96855036137495,0.001,0,1
"Gm45148",0.161992631358487,1.96855036137495,0.001,0,1
"Zfp773",0.161992631358487,1.96855036137495,0.001,0,1
"Cabp5",0.161992631358487,1.96855036137495,0.001,0,1
"Vmn1r90",0.161992631358487,1.96855036137495,0.001,0,1
"Pglyrp1",0.161992631358487,1.96855036137495,0.001,0,1
"Gm44698",0.161992631358487,1.96855036137495,0.001,0,1
"Klc3",0.161992631358487,1.96855036137495,0.001,0,1
"Exoc3l2",0.161992631358487,1.96855036137495,0.001,0,1
"Cxcl17",0.161992631358487,1.96855036137495,0.001,0,1
"Axl",0.161992631358487,1.96855036137495,0.001,0,1
"Ttc9b",0.161992631358487,1.96855036137495,0.001,0,1
"Kcnk6",0.161992631358487,1.96855036137495,0.001,0,1
"Wdr62",0.161992631358487,1.96855036137495,0.001,0,1
"Cd33",0.161992631358487,1.96855036137495,0.001,0,1
"Klk8",0.161992631358487,1.96855036137495,0.001,0,1
"Nell1os",0.161992631358487,1.96855036137495,0.001,0,1
"Gm34121",0.161992631358487,1.96855036137495,0.001,0,1
"Gm32061",0.161992631358487,1.96855036137495,0.001,0,1
"Cers3",0.161992631358487,1.96855036137495,0.001,0,1
"Kif7",0.161992631358487,1.96855036137495,0.001,0,1
"Gm10160",0.161992631358487,1.96855036137495,0.001,0,1
"Fzd4",0.161992631358487,1.96855036137495,0.001,0,1
"Ddias",0.161992631358487,1.96855036137495,0.001,0,1
"Thrsp",0.161992631358487,1.96855036137495,0.001,0,1
"Rsf1os2",0.161992631358487,1.96855036137495,0.001,0,1
"Klhl35",0.161992631358487,1.96855036137495,0.001,0,1
"Trim5",0.161992631358487,1.96855036137495,0.001,0,1
"Rassf10",0.161992631358487,1.96855036137495,0.001,0,1
"Gm16201",0.161992631358487,1.96855036137495,0.001,0,1
"Gm33148",0.161992631358487,1.96855036137495,0.001,0,1
"Gm39117",0.161992631358487,1.96855036137495,0.001,0,1
"Fadd",0.161992631358487,1.96855036137495,0.001,0,1
"Gm26793",0.161992631358487,1.96855036137495,0.001,0,1
"Gm16553",0.161992631358487,1.96855036137495,0.001,0,1
"Gm15319",0.161992631358487,1.96855036137495,0.001,0,1
"Ckap2",0.161992631358487,1.96855036137495,0.001,0,1
"Adam5",0.161992631358487,1.96855036137495,0.001,0,1
"Fgl1",0.161992631358487,1.96855036137495,0.001,0,1
"Gm2516",0.161992631358487,1.96855036137495,0.001,0,1
"BC030500",0.161992631358487,1.96855036137495,0.001,0,1
"Ifi30",0.161992631358487,1.96855036137495,0.001,0,1
"Hsh2d",0.161992631358487,1.96855036137495,0.001,0,1
"F2rl3",0.161992631358487,1.96855036137495,0.001,0,1
"Gypa",0.161992631358487,1.96855036137495,0.001,0,1
"Gm26532",0.161992631358487,1.96855036137495,0.001,0,1
"Gm27167",0.161992631358487,1.96855036137495,0.001,0,1
"Ccl17",0.161992631358487,1.96855036137495,0.001,0,1
"Fbxl8",0.161992631358487,1.96855036137495,0.001,0,1
"Tsnaxip1",0.161992631358487,1.96855036137495,0.001,0,1
"Bco1",0.161992631358487,1.96855036137495,0.001,0,1
"Kcng4",0.161992631358487,1.96855036137495,0.001,0,1
"Crispld2",0.161992631358487,1.96855036137495,0.001,0,1
"Irf8",0.161992631358487,1.96855036137495,0.001,0,1
"4933417D19Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Agt",0.161992631358487,1.96855036137495,0.001,0,1
"Map10",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47079",0.161992631358487,1.96855036137495,0.001,0,1
"Gm16853",0.161992631358487,1.96855036137495,0.001,0,1
"Gm10701",0.161992631358487,1.96855036137495,0.001,0,1
"Gm34885",0.161992631358487,1.96855036137495,0.001,0,1
"BC049352",0.161992631358487,1.96855036137495,0.001,0,1
"2900052N01Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm5617",0.161992631358487,1.96855036137495,0.001,0,1
"4833427G06Rik",0.161992631358487,1.96855036137495,0.001,0,1
"2010007H06Rik",0.161992631358487,1.96855036137495,0.001,0,1
"1700036A12Rik",0.161992631358487,1.96855036137495,0.001,0,1
"A730043L09Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Smad6",0.161992631358487,1.96855036137495,0.001,0,1
"Pclaf",0.161992631358487,1.96855036137495,0.001,0,1
"Gm2087",0.161992631358487,1.96855036137495,0.001,0,1
"Trim43a",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47403",0.161992631358487,1.96855036137495,0.001,0,1
"Gm29154",0.161992631358487,1.96855036137495,0.001,0,1
"Gm30906",0.161992631358487,1.96855036137495,0.001,0,1
"Gm48278",0.161992631358487,1.96855036137495,0.001,0,1
"Il20ra",0.161992631358487,1.96855036137495,0.001,0,1
"Slc35d3",0.161992631358487,1.96855036137495,0.001,0,1
"Myb",0.161992631358487,1.96855036137495,0.001,0,1
"Aldh8a1",0.161992631358487,1.96855036137495,0.001,0,1
"Cd24a",0.161992631358487,1.96855036137495,0.001,0,1
"Gm35552",0.161992631358487,1.96855036137495,0.001,0,1
"Gm20597",0.161992631358487,1.96855036137495,0.001,0,1
"Lrrc3",0.161992631358487,1.96855036137495,0.001,0,1
"Gm30122",0.161992631358487,1.96855036137495,0.001,0,1
"Cnn2",0.161992631358487,1.96855036137495,0.001,0,1
"Reep6",0.161992631358487,1.96855036137495,0.001,0,1
"Atcayos",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47561",0.161992631358487,1.96855036137495,0.001,0,1
"Gm16268",0.161992631358487,1.96855036137495,0.001,0,1
"5730420D15Rik",0.161992631358487,1.96855036137495,0.001,0,1
"C030005K15Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm34574",0.161992631358487,1.96855036137495,0.001,0,1
"Gm15663",0.161992631358487,1.96855036137495,0.001,0,1
"Lrig3",0.161992631358487,1.96855036137495,0.001,0,1
"Suox",0.161992631358487,1.96855036137495,0.001,0,1
"Rasl10a",0.161992631358487,1.96855036137495,0.001,0,1
"Abca13",0.161992631358487,1.96855036137495,0.001,0,1
"4930469K13Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Nhp2",0.161992631358487,1.96855036137495,0.001,0,1
"4933424L21Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Lrrc75aos2",0.161992631358487,1.96855036137495,0.001,0,1
"Slc25a35",0.161992631358487,1.96855036137495,0.001,0,1
"Trpv1",0.161992631358487,1.96855036137495,0.001,0,1
"Rilp",0.161992631358487,1.96855036137495,0.001,0,1
"1700016K19Rik",0.161992631358487,1.96855036137495,0.001,0,1
"C030013C21Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm11417",0.161992631358487,1.96855036137495,0.001,0,1
"Unc45b",0.161992631358487,1.96855036137495,0.001,0,1
"Gm45716",0.161992631358487,1.96855036137495,0.001,0,1
"Abcc3",0.161992631358487,1.96855036137495,0.001,0,1
"Col1a1",0.161992631358487,1.96855036137495,0.001,0,1
"Tbx21",0.161992631358487,1.96855036137495,0.001,0,1
"Arl5c",0.161992631358487,1.96855036137495,0.001,0,1
"Krt25",0.161992631358487,1.96855036137495,0.001,0,1
"Psmc3ip",0.161992631358487,1.96855036137495,0.001,0,1
"Ptges3l",0.161992631358487,1.96855036137495,0.001,0,1
"Cpsf4l",0.161992631358487,1.96855036137495,0.001,0,1
"Itgb4",0.161992631358487,1.96855036137495,0.001,0,1
"Tmc8",0.161992631358487,1.96855036137495,0.001,0,1
"Mycn",0.161992631358487,1.96855036137495,0.001,0,1
"Gm15691",0.161992631358487,1.96855036137495,0.001,0,1
"Egln3",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47682",0.161992631358487,1.96855036137495,0.001,0,1
"Ppp1r36",0.161992631358487,1.96855036137495,0.001,0,1
"9230116L04Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm48780",0.161992631358487,1.96855036137495,0.001,0,1
"Zfp36l1",0.161992631358487,1.96855036137495,0.001,0,1
"3300002A11Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm48383",0.161992631358487,1.96855036137495,0.001,0,1
"Gm36756",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47639",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47167",0.161992631358487,1.96855036137495,0.001,0,1
"Gm35558.1",0.161992631358487,1.96855036137495,0.001,0,1
"Gm11342",0.161992631358487,1.96855036137495,0.001,0,1
"Armh2",0.161992631358487,1.96855036137495,0.001,0,1
"Gm48161",0.161992631358487,1.96855036137495,0.001,0,1
"Serpinb6c",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47990",0.161992631358487,1.96855036137495,0.001,0,1
"A230103O09Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47728",0.161992631358487,1.96855036137495,0.001,0,1
"Cks2",0.161992631358487,1.96855036137495,0.001,0,1
"Syk",0.161992631358487,1.96855036137495,0.001,0,1
"Gm34672",0.161992631358487,1.96855036137495,0.001,0,1
"Gm34961",0.161992631358487,1.96855036137495,0.001,0,1
"1810034E14Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47249",0.161992631358487,1.96855036137495,0.001,0,1
"Gm10775",0.161992631358487,1.96855036137495,0.001,0,1
"Zfp455",0.161992631358487,1.96855036137495,0.001,0,1
"Zfp459",0.161992631358487,1.96855036137495,0.001,0,1
"Gm17108",0.161992631358487,1.96855036137495,0.001,0,1
"Spata9",0.161992631358487,1.96855036137495,0.001,0,1
"Gm4241",0.161992631358487,1.96855036137495,0.001,0,1
"Ankrd31",0.161992631358487,1.96855036137495,0.001,0,1
"Ccdc125",0.161992631358487,1.96855036137495,0.001,0,1
"Gm48837",0.161992631358487,1.96855036137495,0.001,0,1
"Esm1",0.161992631358487,1.96855036137495,0.001,0,1
"4933413L06Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm3488",0.161992631358487,1.96855036137495,0.001,0,1
"Gm31517",0.161992631358487,1.96855036137495,0.001,0,1
"Gm47414",0.161992631358487,1.96855036137495,0.001,0,1
"Galnt15",0.161992631358487,1.96855036137495,0.001,0,1
"Gm2990",0.161992631358487,1.96855036137495,0.001,0,1
"Gm49012",0.161992631358487,1.96855036137495,0.001,0,1
"Gm20641",0.161992631358487,1.96855036137495,0.001,0,1
"4930527F14Rik",0.161992631358487,1.96855036137495,0.001,0,1
"2810457G06Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Lgals3",0.161992631358487,1.96855036137495,0.001,0,1
"Phf11c",0.161992631358487,1.96855036137495,0.001,0,1
"Gm27017",0.161992631358487,1.96855036137495,0.001,0,1
"Scara3",0.161992631358487,1.96855036137495,0.001,0,1
"Gm10032",0.161992631358487,1.96855036137495,0.001,0,1
"Cdca2",0.161992631358487,1.96855036137495,0.001,0,1
"Gm41192",0.161992631358487,1.96855036137495,0.001,0,1
"Loxl2",0.161992631358487,1.96855036137495,0.001,0,1
"Gm49003",0.161992631358487,1.96855036137495,0.001,0,1
"Cnmd",0.161992631358487,1.96855036137495,0.001,0,1
"2610035F20Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Agxt2",0.161992631358487,1.96855036137495,0.001,0,1
"C1qtnf3",0.161992631358487,1.96855036137495,0.001,0,1
"Gm48960",0.161992631358487,1.96855036137495,0.001,0,1
"Gm49224",0.161992631358487,1.96855036137495,0.001,0,1
"Dpys",0.161992631358487,1.96855036137495,0.001,0,1
"Utp23",0.161992631358487,1.96855036137495,0.001,0,1
"Ccn3",0.161992631358487,1.96855036137495,0.001,0,1
"Gm20712",0.161992631358487,1.96855036137495,0.001,0,1
"Gm30159",0.161992631358487,1.96855036137495,0.001,0,1
"Gm30929",0.161992631358487,1.96855036137495,0.001,0,1
"Sstr3",0.161992631358487,1.96855036137495,0.001,0,1
"1700027A07Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm16576",0.161992631358487,1.96855036137495,0.001,0,1
"Apobec3",0.161992631358487,1.96855036137495,0.001,0,1
"Cenpm",0.161992631358487,1.96855036137495,0.001,0,1
"A4galt",0.161992631358487,1.96855036137495,0.001,0,1
"AU022754",0.161992631358487,1.96855036137495,0.001,0,1
"Pkdrej",0.161992631358487,1.96855036137495,0.001,0,1
"Ttll8",0.161992631358487,1.96855036137495,0.001,0,1
"A330009N23Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Nckap1l",0.161992631358487,1.96855036137495,0.001,0,1
"Cebpd",0.161992631358487,1.96855036137495,0.001,0,1
"Gm49595",0.161992631358487,1.96855036137495,0.001,0,1
"Gm45338",0.161992631358487,1.96855036137495,0.001,0,1
"Gp5",0.161992631358487,1.96855036137495,0.001,0,1
"Gm536",0.161992631358487,1.96855036137495,0.001,0,1
"Meltf",0.161992631358487,1.96855036137495,0.001,0,1
"Gm15729",0.161992631358487,1.96855036137495,0.001,0,1
"Gm28750",0.161992631358487,1.96855036137495,0.001,0,1
"4930542D17Rik",0.161992631358487,1.96855036137495,0.001,0,1
"4930547E14Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Mis18a",0.161992631358487,1.96855036137495,0.001,0,1
"Gm41492",0.161992631358487,1.96855036137495,0.001,0,1
"Olig1",0.161992631358487,1.96855036137495,0.001,0,1
"Cbr3",0.161992631358487,1.96855036137495,0.001,0,1
"Gm30881",0.161992631358487,1.96855036137495,0.001,0,1
"Gm41505",0.161992631358487,1.96855036137495,0.001,0,1
"Gm49907",0.161992631358487,1.96855036137495,0.001,0,1
"Ldhal6b",0.161992631358487,1.96855036137495,0.001,0,1
"6530411M01Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Mas1",0.161992631358487,1.96855036137495,0.001,0,1
"Gm34567",0.161992631358487,1.96855036137495,0.001,0,1
"Tnfrsf12a",0.161992631358487,1.96855036137495,0.001,0,1
"Prss41",0.161992631358487,1.96855036137495,0.001,0,1
"Hmga1",0.161992631358487,1.96855036137495,0.001,0,1
"Gm15458",0.161992631358487,1.96855036137495,0.001,0,1
"Cdkn1a",0.161992631358487,1.96855036137495,0.001,0,1
"Tbc1d22bos",0.161992631358487,1.96855036137495,0.001,0,1
"Ager",0.161992631358487,1.96855036137495,0.001,0,1
"Slc44a4",0.161992631358487,1.96855036137495,0.001,0,1
"Vwa7",0.161992631358487,1.96855036137495,0.001,0,1
"Gm4577",0.161992631358487,1.96855036137495,0.001,0,1
"Mad2l1bp",0.161992631358487,1.96855036137495,0.001,0,1
"Stap2",0.161992631358487,1.96855036137495,0.001,0,1
"Plin3",0.161992631358487,1.96855036137495,0.001,0,1
"Slc25a41",0.161992631358487,1.96855036137495,0.001,0,1
"Gm17168",0.161992631358487,1.96855036137495,0.001,0,1
"Crb3",0.161992631358487,1.96855036137495,0.001,0,1
"Vav1",0.161992631358487,1.96855036137495,0.001,0,1
"A330072L02Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm49870",0.161992631358487,1.96855036137495,0.001,0,1
"Nlrc4",0.161992631358487,1.96855036137495,0.001,0,1
"Gm46633",0.161992631358487,1.96855036137495,0.001,0,1
"Mir133a-1hg",0.161992631358487,1.96855036137495,0.001,0,1
"Gm49970",0.161992631358487,1.96855036137495,0.001,0,1
"Gm3227",0.161992631358487,1.96855036137495,0.001,0,1
"Pcdha7",0.161992631358487,1.96855036137495,0.001,0,1
"Pcdhgc3",0.161992631358487,1.96855036137495,0.001,0,1
"2010320O07Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Pdgfrb",0.161992631358487,1.96855036137495,0.001,0,1
"Gm38165",0.161992631358487,1.96855036137495,0.001,0,1
"A330084C13Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm50143",0.161992631358487,1.96855036137495,0.001,0,1
"Cdc42ep2",0.161992631358487,1.96855036137495,0.001,0,1
"Znhit2",0.161992631358487,1.96855036137495,0.001,0,1
"C730002L08Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm35554",0.161992631358487,1.96855036137495,0.001,0,1
"Gm50140",0.161992631358487,1.96855036137495,0.001,0,1
"Ankrd1",0.161992631358487,1.96855036137495,0.001,0,1
"Gm36693",0.161992631358487,1.96855036137495,0.001,0,1
"Gm50100",0.161992631358487,1.96855036137495,0.001,0,1
"6720468P15Rik",0.161992631358487,1.96855036137495,0.001,0,1
"Gm6938",0.161992631358487,1.96855036137495,0.001,0,1
"Agtr2",0.161992631358487,1.96855036137495,0.001,0,1
"Gm14597",0.161992631358487,1.96855036137495,0.001,0,1
"Gm2155",0.161992631358487,1.96855036137495,0.001,0,1
"Cnga2",0.161992631358487,1.96855036137495,0.001,0,1
"Gm26726",0.161992631358487,1.96855036137495,0.001,0,1
"Uba1y",0.161992631358487,1.96855036137495,0.001,0,1
"Gm16066",0.162068675382488,0.244466058505473,0.082,0.071,1
"Gm26843",0.162080659676748,0.329140076631414,0.061,0.051,1
"4930586N03Rik",0.16213428507172,0.539707062571074,0.017,0.012,1
"Gm14168",0.162148990476223,0.373806839861206,0.032,0.024,1
"Srrm3",0.162184382123835,0.0559144814336223,0.783,0.781,1
"Mthfd2l",0.162209184754463,0.139302833468501,0.176,0.159,1
"Zfp647",0.162212148275426,0.495797364239817,0.03,0.023,1
"Fstl4",0.162308017177044,-0.225820428544613,0.394,0.413,1
"Ptpn22",0.162383675121163,0.483123534204706,0.025,0.019,1
"Fhdc1",0.16238946515522,-0.457714393327151,0.021,0.028,1
"Phf21b",0.162476967052983,0.370648804946294,0.042,0.033,1
"Ppp1cb",0.162558855036205,0.114913862045111,0.284,0.265,1
"Camk4",0.162705986975264,-0.0382773609801744,0.404,0.368,1
"Tnfrsf23",0.162749725566358,-0.4184727617343,0.024,0.031,1
"Car11",0.162766718167368,-0.15048880915714,0.27,0.287,1
"Wbp1",0.162782399382498,0.203705734633304,0.077,0.066,1
"Gm49980",0.162984280973097,0.295844966012126,0.064,0.054,1
"Rps27a",0.163001521522686,0.159493144086343,0.08,0.068,1
"Ireb2",0.163013917230723,0.0966219456843787,0.259,0.239,1
"4930592A05Rik",0.16307614437396,0.544052532847036,0.023,0.017,1
"Nek8",0.163101970957961,-0.505380826957465,0.011,0.017,1
"Them4",0.163132861068545,0.169463055300944,0.115,0.102,1
"Sept7",0.163216117757396,0.108592967231123,0.335,0.314,1
"Rdh13",0.163221572236415,-0.183940046731344,0.091,0.104,1
"Gpx4",0.163364653405406,0.148882177878492,0.119,0.105,1
"Brwd1",0.163447804394047,-0.0572607489823487,0.786,0.796,1
"Fkbp1a",0.163447953710692,-0.221552522004995,0.133,0.148,1
"Gm37107",0.16347270100831,0.435118161293873,0.025,0.019,1
"4930402H24Rik",0.163553158266116,0.034014422762469,0.962,0.957,1
"Abcg1",0.163597312010857,0.0312448030234789,0.225,0.204,1
"Parl",0.163603037756979,0.158211580878522,0.126,0.112,1
"Gm12068",0.163632427589154,-0.945719764599168,0.008,0.013,1
"Gm49961",0.163637226472851,0.375459979770391,0.037,0.029,1
"Snhg10",0.163692278712046,0.375175620837592,0.037,0.029,1
"Vps37b",0.163790717424723,0.203766823068979,0.073,0.062,1
"Prelid3a",0.163906224914424,0.105263583795402,0.208,0.189,1
"Hnrnpa3",0.163906799266143,0.0737325980670038,0.307,0.286,1
"Drg1",0.163911532969054,0.14720029488574,0.231,0.214,1
"Zfp970",0.163935855106461,0.553512862096103,0.019,0.013,1
"Btd",0.163991568063606,0.60598028199024,0.013,0.009,1
"Peg13",0.16404494980294,0.409122952760929,0.025,0.019,1
"Dbndd2",0.164168136259325,0.10505236127981,0.133,0.117,1
"Eri3",0.16419521217313,0.0420935977393233,0.453,0.425,1
"Tnpo3",0.164524096480845,0.102068134355097,0.363,0.343,1
"Micos13",0.164600668266678,0.301125700461818,0.045,0.037,1
"Ap5s1",0.164636592110208,0.504603261615157,0.019,0.013,1
"Vbp1",0.164755812178225,0.159233922984057,0.124,0.11,1
"Pspc1",0.164827542115702,0.043151315295507,0.28,0.257,1
"Gm26994",0.164899576814937,0.453977188545189,0.023,0.017,1
"Rabgef1",0.164953398925928,0.0897811060251805,0.194,0.175,1
"Sesn3",0.164958642518357,0.0457411653383932,0.336,0.313,1
"Mettl21a",0.164990840318657,0.318492832431906,0.042,0.034,1
"Zmat1",0.164996478954159,0.0562665069962103,0.389,0.363,1
"Samd3",0.165009729994209,0.498329946826795,0.047,0.039,1
"Smim20",0.165024746044369,-0.305210451051905,0.043,0.053,1
"Ddit4",0.165141416850539,-0.578937433927545,0.008,0.013,1
"Slc12a5",0.165146065833177,-0.0647424577023312,0.614,0.629,1
"Kifc5b",0.165168795247283,-0.340202344764681,0.027,0.035,1
"Ube3b",0.165244046147409,0.108652333089959,0.221,0.202,1
"Sptbn4",0.165289188524057,-0.0660750521041378,0.83,0.831,1
"Gpr75",0.165333412997083,0.329432090606886,0.04,0.032,1
"Cacna1d",0.165350770282431,-0.0523149474699953,0.8,0.807,1
"Klhdc9",0.165399725983195,0.476697265045273,0.021,0.015,1
"Ido2",0.165399725983195,0.476697265045273,0.021,0.015,1
"Myrf",0.165399725983195,0.476697265045273,0.021,0.015,1
"Snhg6",0.165451461980841,0.332961787583823,0.037,0.029,1
"Supv3l1",0.165459587231758,0.126341607181405,0.136,0.121,1
"Tmem181a",0.165516180715421,0.0507414147276581,0.427,0.4,1
"Dcaf10",0.165539571626622,0.121846771841518,0.21,0.192,1
"Cltb",0.165551910799412,0.00637182680991444,0.344,0.314,1
"A530017D24Rik",0.165870924251011,0.431522337717493,0.032,0.025,1
"Gm45250",0.165928095736716,0.372940616454283,0.03,0.023,1
"Gnaz",0.165953178607941,-0.123372128066092,0.261,0.278,1
"1810037I17Rik",0.165956338809222,0.449677051111564,0.04,0.032,1
"Plpbp",0.166043334925454,0.0823836520152799,0.22,0.201,1
"Gabarap",0.166079140007348,0.250321329790327,0.061,0.051,1
"Aplp1",0.166090980268487,0.0943467620094569,0.421,0.397,1
"Tnik",0.166110743946411,0.0385985517206739,0.943,0.936,1
"Scnm1",0.166192298020993,0.18244798854594,0.084,0.072,1
"Rusc1",0.166228706319968,0.080043938445568,0.243,0.223,1
"Coq10b",0.166368560307413,0.190942782711395,0.092,0.079,1
"Deptor",0.166457607716438,0.380228848563877,0.07,0.06,1
"Nprl2",0.166465437546294,0.213662859211479,0.09,0.078,1
"Tmed2",0.166567183989656,0.287500756462415,0.073,0.063,1
"Lin52",0.166584222040837,0.156995450788058,0.208,0.19,1
"Papola",0.166740333937149,-0.0651754944900968,0.651,0.671,1
"Eloc",0.166750753761419,0.171833959763691,0.11,0.096,1
"Yeats4",0.166775903430984,0.299374856750706,0.04,0.032,1
"Smpd1",0.166779969021961,0.255990079877019,0.09,0.079,1
"Zfp346",0.166791580247868,0.133561881326208,0.246,0.228,1
"Ilk",0.166829456340894,0.241568855781364,0.057,0.048,1
