"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_p","sig","gene_label"
"D1Ertd622e",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Rfc2",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Hibadh",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Chordc1",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Meis1",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Npc2",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Dgcr2",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"March2",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Arl2",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Atp6ap2",0.102466754176912,-1.25633975325979,0.023,0.103,1,0.989417020652874,"Not significant",NA
"Myo9a",0.10337462563071,0.680298185742785,0.465,0.357,1,0.985586050225962,"Not significant",NA
"Zfp532",0.104708765308672,-0.881944238478288,0.186,0.31,1,0.980016961436238,"Not significant",NA
"Rsbn1l",0.104819054647087,1.17250354554409,0.186,0.095,1,0.979559761475677,"Not significant",NA
"Tra2a",0.10625200059359,-0.770912926089544,0.233,0.349,1,0.973662883973398,"Not significant",NA
"Tnfaip6",0.106330949773245,-0.770912926089544,0.07,0.175,1,0.973340306884387,"Not significant",NA
"Ipo9",0.106619514742751,0.966052668076662,0.209,0.111,1,0.972163298410429,"Not significant",NA
"Arl3",0.106663895882782,1.55101516879782,0.14,0.063,1,0.971982557822701,"Not significant",NA
"Lrrc7",0.106691207704961,1.18844508941311,0.256,0.159,1,0.971871368790631,"Not significant",NA
"Tspan2",0.1074568349809,-0.503432615224558,0.302,0.46,1,0.968765955229945,"Not significant",NA
"Synj2",0.107460653944636,-0.448984831202181,0.186,0.333,1,0.968750520889205,"Not significant",NA
"Dpp10",0.107927335338729,0.888050156075389,0.209,0.111,1,0.966868545277667,"Not significant",NA
"Ust",0.107958717089681,-1.38758428653804,0.047,0.135,1,0.966742284954559,"Not significant",NA
"Upp2",0.108324690095399,-1.30696582632975,0.07,0.167,1,0.965272544758859,"Not significant",NA
"Supt16",0.108326830904715,-0.985037731442391,0.093,0.198,1,0.965263961928069,"Not significant",NA
"Adgrl3",0.109318252102394,-0.564462048622117,0.14,0.262,1,0.961307320890409,"Not significant",NA
"Osbpl6",0.109862216658119,1.20309186537751,0.186,0.095,1,0.959151642592309,"Not significant",NA
"Wdr33",0.110185687891646,-1.14942454934327,0.07,0.167,1,0.957874812683366,"Not significant",NA
