"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"Cmss1",6.15074607944117e-315,2.09563445483154,1,0.956,1.0852376382566e-310,"Up"
"Gm19951",5.70501659245931e-195,1.60553563444441,0.969,0.656,1.00659312757352e-190,"Up"
"AC149090.1",6.2431893986028e-195,1.32031051421141,0.993,0.918,1.10154833748948e-190,"Up"
"Pabpn1",6.50903689745699e-172,1.3219963838527,0.968,0.774,1.14845447018731e-167,"Up"
"Gphn",1.63629788079785e-158,1.00079628798899,0.994,0.971,2.88708398087972e-154,"Up"
"Camk1d",1.63344172997726e-145,1.57026943185807,0.9,0.59,2.88204458837188e-141,"Up"
"Lars2",8.49025197986617e-133,0.91812923311263,0.98,0.782,1.49802005932759e-128,"Up"
"Srrm2",3.40541280796586e-101,0.965297365728249,0.97,0.876,6.00851035837497e-97,"Up"
"EGFP",9.94664866170569e-100,1.02769723014149,0.948,0.631,1.75498668987135e-95,"Up"
"Akap8l",1.40726771875204e-96,0.974360836386039,0.917,0.76,2.48298316296609e-92,"Up"
"Tia1",3.55762368817979e-87,-1.28001598981195,0.291,0.682,6.27707123542443e-83,"Down"
"Atp1b1",1.63465309258233e-83,-1.88396156679144,0.177,0.52,2.88418191655226e-79,"Down"
"Gm47283",5.92950578231316e-83,1.32949304038762,0.762,0.518,1.04620200023133e-78,"Up"
"AY036118",2.69247971958864e-81,0.918063786904218,0.948,0.797,4.7506112172422e-77,"Up"
"5330434G04Rik",6.60447968256907e-80,-1.37367066912834,0.258,0.62,1.16529439519249e-75,"Down"
"Pnisr",2.38086259894362e-78,0.658297916714732,0.989,0.96,4.20079396957612e-74,"Up"
"Gm42418",8.28920441027154e-77,0.550360628206684,1,1,1.46254722614831e-72,"Up"
"Arglu1",1.17912850792973e-76,1.01428297747968,0.84,0.699,2.08045433939121e-72,"Up"
"Itm2c",6.76323992844616e-75,-2.56512536928929,0.052,0.327,1.19330605297504e-70,"Down"
"Fus",1.68379331908411e-74,-1.2878012250517,0.248,0.604,2.97088493219201e-70,"Down"
"Rbm25",1.6861453665734e-71,0.821906113174596,0.936,0.836,2.97503488478211e-67,"Up"
"Malat1",2.72541651935914e-71,-0.438201172303398,1,1,4.80872490675726e-67,"Down"
"Snap25",1.82107184870131e-66,-1.26519826118646,0.258,0.593,3.21309916984859e-62,"Down"
"Chd5",1.88454110775706e-64,1.29808346184762,0.653,0.441,3.32508433052655e-60,"Up"
"B830012L14Rik",7.66632282464677e-64,-1.27833068007662,0.235,0.558,1.35264599918068e-59,"Down"
"Snap91",1.12464330516211e-58,-1.14443620223386,0.249,0.564,1.98432064762803e-54,"Down"
"Elavl4",1.17065402974072e-57,-1.82983270766699,0.114,0.374,2.06550197007452e-53,"Down"
"4632427E13Rik",1.39359504501684e-57,-1.83938107648836,0.09,0.344,2.45885909742772e-53,"Down"
"Strn3",1.70847898894638e-56,-1.20511923803511,0.218,0.518,3.014440328097e-52,"Down"
"Celf1",3.15519224709617e-56,-1.49617240756951,0.148,0.42,5.56702120077648e-52,"Down"
"Luc7l2",2.11968190958732e-55,-0.920640691140049,0.398,0.704,3.73996676127587e-51,"Down"
"Rsrp1",2.66492336394917e-53,-0.925757644432507,0.323,0.635,4.70199078335192e-49,"Down"
"Chd3",8.23469305739786e-52,1.23948678570477,0.626,0.437,1.45292924304728e-47,"Up"
"Mbd5",2.042192329484e-51,-0.892028311477967,0.34,0.649,3.60324414614157e-47,"Down"
"Pbx1",3.61035893519322e-51,-1.17563305262289,0.355,0.637,6.37011730525492e-47,"Down"
"Gm26917",1.83782070231961e-50,0.5438696956006,0.996,0.934,3.24265084717272e-46,"Up"
"Polb",2.31611647255718e-49,-1.26378268319571,0.181,0.447,4.08655590417989e-45,"Down"
"Itm2b",5.14111810726502e-49,-2.14393564302885,0.054,0.259,9.07098878845839e-45,"Down"
"Pacsin1",1.52064014746862e-48,0.73813911019622,0.867,0.774,2.68301747619363e-44,"Up"
"Gabra1",2.07215492896909e-48,-2.10250267149606,0.068,0.278,3.65611015667306e-44,"Down"
"Elmod1",3.43671469943861e-48,-1.34923367687028,0.169,0.426,6.06373941568948e-44,"Down"
"Atp6v0c",1.81070161438397e-47,-1.78578117285253,0.087,0.308,3.19480192841908e-43,"Down"
"Unc79",2.04756430367171e-47,-0.790714788113769,0.395,0.706,3.61272245739837e-43,"Down"
"Syt11",2.94450205958826e-47,-1.13459730513128,0.215,0.487,5.19527943393752e-43,"Down"
"Prpf4b",3.58117587771213e-47,0.708066461555164,0.853,0.737,6.31862671863527e-43,"Up"
"Csrnp3",5.73142656611669e-47,-0.98692369829593,0.255,0.542,1.01125290332563e-42,"Down"
"Rbfox3",6.80710225298803e-47,0.753803075060899,0.861,0.72,1.20104512151721e-42,"Up"
"Ogt",1.91154909356183e-46,-0.903867026540343,0.292,0.586,3.3727372206805e-42,"Down"
"Cadm1",2.16322003766636e-46,-0.801249720043544,0.74,0.842,3.81678543445852e-42,"Down"
"Arl6ip1",3.35442764477839e-46,-2.39890232530707,0.04,0.225,5.918552136447e-42,"Down"
"Ubr3",6.68599201078178e-46,-0.859050122516572,0.309,0.604,1.17967643038234e-41,"Down"
"Cdk8",1.06286690610052e-45,1.04087914192843,0.687,0.554,1.87532236912375e-41,"Up"
"Scn3a",1.49972102887668e-45,-0.930202304284574,0.285,0.571,2.64610778335002e-41,"Down"
"Ppp3ca",2.64729348349755e-45,-0.906442899445403,0.365,0.649,4.67088462228308e-41,"Down"
"Ralgapa2",3.42283146527869e-45,-0.966245054210105,0.285,0.571,6.03924383733772e-41,"Down"
"Dgki",4.95227119281746e-45,-0.947286600883289,0.32,0.605,8.73778729260713e-41,"Down"
"Luc7l3",1.06470536862719e-44,0.592839029656132,0.951,0.884,1.87856615240582e-40,"Up"
"Slc4a10",1.5548193981924e-44,-1.26782186156191,0.168,0.416,2.74332334617068e-40,"Down"
"Zdhhc17",1.7605077899552e-44,-1.35810390783987,0.136,0.371,3.10623994459695e-40,"Down"
"Pcsk1n",4.92804481366112e-44,-1.34606177398213,0.158,0.398,8.69504226922368e-40,"Down"
"Sdha",1.91274950272163e-43,-1.45931309426221,0.098,0.315,3.37485522260204e-39,"Down"
"Atxn2l",2.54369913346743e-43,-1.06773520813289,0.187,0.445,4.48810275108993e-39,"Down"
"Mpped2",5.98095016915503e-43,-1.4935542904473,0.136,0.361,1.05527884784571e-38,"Down"
"Amph",1.17064007841444e-42,-1.05994324697244,0.21,0.465,2.06547735435443e-38,"Down"
"Cd47",1.85771865140418e-42,-1.73055182124271,0.083,0.286,3.27775878853753e-38,"Down"
"Srsf7",2.88475196171401e-42,-1.56458225097319,0.094,0.305,5.0898563612482e-38,"Down"
"Sv2a",4.24246036901739e-42,-0.951263919812404,0.252,0.525,7.48539707509427e-38,"Down"
"Rtn1",1.07881740460061e-41,-0.660707721336551,0.615,0.838,1.90346542867731e-37,"Down"
"Gls",1.97803934714202e-41,-0.88452940848865,0.287,0.56,3.49005262409737e-37,"Down"
"Astn1",4.99211346346389e-41,-0.798772161201259,0.337,0.622,8.80808499493569e-37,"Down"
"Dzank1",6.49055197522857e-41,-1.04446965479123,0.201,0.45,1.14519299050933e-36,"Down"
"Ttc8",1.00079753758944e-40,-1.281638350706,0.139,0.366,1.76580717532281e-36,"Down"
"Tm9sf2",1.77845102898158e-40,-2.38020765337151,0.035,0.199,3.13789899553511e-36,"Down"
"Far1",2.84518958783476e-40,-1.37087125199324,0.109,0.321,5.02005250877565e-36,"Down"
"Fam120b",3.19619556938141e-40,-1.11626336153376,0.178,0.416,5.63936746261656e-36,"Down"
"Mib1",3.73876325463696e-40,-1.97922574931408,0.053,0.23,6.59667388648146e-36,"Down"
"Dnajc10",5.04658571319448e-40,-1.36400960758326,0.116,0.33,8.90419583236034e-36,"Down"
"Rars2",5.11460300790447e-40,-1.48083250353976,0.098,0.303,9.02420554714664e-36,"Down"
"Clasp1",5.22089391728127e-40,-0.937759132018697,0.246,0.503,9.21174522765107e-36,"Down"
"Tmx4",7.89311834565636e-40,-1.14513298806768,0.168,0.404,1.39266180090761e-35,"Down"
"Slc25a36",1.73729516143664e-39,-1.38492538401359,0.102,0.309,3.0652835828388e-35,"Down"
"Pgrmc1",1.9353465883632e-39,-1.89164173597854,0.049,0.224,3.41472552050803e-35,"Down"
"Gnaq",3.01414487059077e-39,-0.930404009288872,0.219,0.472,5.31815720967036e-35,"Down"
"Runx1t1",3.74921690539062e-39,-1.60950007266297,0.102,0.303,6.6151183078712e-35,"Down"
"Krit1",4.00581626850138e-39,-1.24972390146484,0.12,0.335,7.06786222414384e-35,"Down"
"Ube3a",4.29216285456023e-39,-1.21305252382998,0.156,0.383,7.57309214058607e-35,"Down"
"Adam23",5.40503700857899e-39,-0.986202143342779,0.252,0.502,9.53664729793677e-35,"Down"
"Hnrnph3",5.74697505030299e-39,-1.44816155411221,0.1,0.303,1.01399627787546e-34,"Down"
"Eif2s3y",1.21865275443133e-38,-1.17461018914452,0.137,0.359,2.15019091991865e-34,"Down"
"App",1.26224426134062e-38,-0.622480191929142,0.503,0.78,2.2271037747094e-34,"Down"
"Arl15",1.28444686164046e-38,-1.22229417733766,0.21,0.443,2.26627804267843e-34,"Down"
"Atp6v1b2",1.47770911186605e-38,-1.4478149940104,0.089,0.286,2.60726995697646e-34,"Down"
"Osbpl9",2.79561311088647e-38,-0.944304366229439,0.238,0.487,4.93257977284809e-34,"Down"
"Cpeb2",3.15795057292931e-38,-1.9224397232225,0.057,0.23,5.57188799087647e-34,"Down"
"Meg3",3.32297107358136e-38,-0.236884882093157,1,1,5.86305016222696e-34,"Not significant"
"Serinc1",3.45066688744769e-38,-2.07774864989193,0.046,0.212,6.08835665621271e-34,"Down"
"Nsg2",5.16648728537943e-38,-1.32645190648468,0.117,0.325,9.11575016632346e-34,"Down"
"Son",6.4040621853464e-38,0.618299699242066,0.861,0.751,1.12993273198252e-33,"Up"
"Macf1",6.85770775823147e-38,0.407451775658276,0.996,0.991,1.20997395686236e-33,"Up"
"Ctsb",7.9633916944528e-38,-2.03262656152633,0.046,0.211,1.40506083056925e-33,"Down"
"Wsb1",8.27797698074212e-38,-0.902432537501711,0.254,0.507,1.46056625848214e-33,"Down"
"Brinp1",9.71114682357368e-38,-1.20192806111266,0.181,0.409,1.71343474555134e-33,"Down"
"Carmil1",1.40548271891866e-37,-1.22661439020632,0.143,0.36,2.47983370926008e-33,"Down"
"Itfg1",1.45935428944137e-37,-1.17026575194808,0.148,0.369,2.57488470829035e-33,"Down"
"Ttc14",1.97213077291063e-37,-0.690861514949065,0.404,0.68,3.47962753572351e-33,"Down"
"Dlg1",2.15688958776139e-37,-0.968337433171345,0.219,0.458,3.8056159886462e-33,"Down"
"Clasp2",3.00864698356061e-37,-0.606704625244575,0.467,0.763,5.30845673779434e-33,"Down"
"Akt3",3.77898399549681e-37,-1.01283455738149,0.243,0.482,6.66763936165457e-33,"Down"
"Matk",4.09968893113414e-37,0.96903663905694,0.649,0.526,7.23349115009307e-33,"Up"
"Fam135b",4.21314283856247e-37,-1.25944260459181,0.169,0.388,7.43366922435962e-33,"Down"
"Elavl2",8.27311671115509e-37,-1.64870967633321,0.123,0.323,1.4597087125162e-32,"Down"
"Ncam1",9.05220422252602e-37,-0.511913826379268,0.739,0.875,1.59717091302249e-32,"Down"
"Kmt2a",9.95700046764546e-37,0.567462631282298,0.929,0.851,1.75681316251137e-32,"Up"
"Gse1",1.15834910331699e-36,0.787396271413487,0.76,0.66,2.0437911578925e-32,"Up"
"Ddx50",1.3232499705763e-36,-0.972691002765155,0.199,0.434,2.33474224808482e-32,"Down"
"Wac",2.09911455712042e-36,-1.46604259012002,0.092,0.28,3.70367772458327e-32,"Down"
"Psma3",2.19598355671958e-36,-1.29886286522781,0.115,0.316,3.87459338747602e-32,"Down"
"Arfgef3",2.84247603731378e-36,-0.943926498218679,0.224,0.464,5.01526472023644e-32,"Down"
"Usp47",3.02893187853766e-36,-1.13594445975647,0.142,0.358,5.34424740649184e-32,"Down"
"Fbxo21",4.94129117841101e-36,-1.5158603814335,0.084,0.269,8.71841415518838e-32,"Down"
"Gpm6a",5.45794331026714e-36,-0.956965789239805,0.236,0.474,9.62999517663534e-32,"Down"
"Grb10",5.64469846040852e-36,-0.875502631123035,0.249,0.496,9.9595059635448e-32,"Down"
"Ndufaf4",5.81381570576101e-36,-1.86102440902871,0.055,0.22,1.02578964312447e-31,"Down"
"Mkln1",6.00363558448702e-36,-1.12066108989755,0.146,0.361,1.05928146252689e-31,"Down"
"Lrrc45",6.677391363458e-36,1.14278621465478,0.539,0.383,1.17815893216853e-31,"Up"
"Spata7",7.37071266439351e-36,-1.24831734606074,0.125,0.33,1.30048854250559e-31,"Down"
"A330023F24Rik",8.38382564264942e-36,-0.682295818775441,0.351,0.628,1.47924219638906e-31,"Down"
"Gpcpd1",1.01873879843017e-35,-1.48107160633732,0.092,0.278,1.7974627359502e-31,"Down"
"Lnpep",1.22048465681539e-35,-1.60240834169672,0.074,0.251,2.15342312848507e-31,"Down"
"Gabrb3",1.51732726784919e-35,-0.730714293276658,0.432,0.683,2.67717223139311e-31,"Down"
"Ehbp1",1.67952301620116e-35,-0.80384631777966,0.298,0.556,2.96335040978533e-31,"Down"
"Ggps1",1.69899240102641e-35,-1.75632703036202,0.061,0.229,2.997702192371e-31,"Down"
"Cspg5",1.82597026052717e-35,-1.32823337825773,0.113,0.309,3.22174192767414e-31,"Down"
"Hecw2",1.83391242347662e-35,-1.0427849776371,0.19,0.414,3.23575507998216e-31,"Down"
"Sh3gl2",2.99680785293908e-35,-1.36469558584174,0.111,0.306,5.28756777572571e-31,"Down"
"Pdcd7",4.4244295385717e-35,1.49655904089808,0.392,0.21,7.80646347785592e-31,"Up"
"Cask",6.66717795689617e-35,-1.02471990306886,0.193,0.416,1.17635687871476e-30,"Down"
"Slc25a12",7.2816223254579e-35,-0.929769776911858,0.221,0.453,1.28476944310379e-30,"Down"
"Ptbp2",7.40511183946086e-35,-1.12345649983825,0.141,0.35,1.30655793295447e-30,"Down"
"Camk2d",7.6854363937836e-35,-0.961265807239402,0.258,0.491,1.35601839731918e-30,"Down"
"Slc32a1",1.22004649751611e-34,-2.17313579449306,0.039,0.188,2.15265004021743e-30,"Down"
"Pi4ka",1.460405469461e-34,-0.635438220462979,0.454,0.722,2.57673941031698e-30,"Down"
"Psap",3.23223503762941e-34,-0.929942054434335,0.22,0.454,5.70295550039333e-30,"Down"
"Prnp",4.22208377251391e-34,-1.53982204196278,0.081,0.257,7.44944460822355e-30,"Down"
"Atxn2",4.26394628113506e-34,-0.746880005413242,0.276,0.537,7.5233068184347e-30,"Down"
"Map4k5",4.47424154543202e-34,-1.3115546371111,0.094,0.28,7.89435178276026e-30,"Down"
"Gabrb2",4.90664654464335e-34,-1.31074595152889,0.165,0.368,8.65728716336873e-30,"Down"
"Helz",5.0777639452818e-34,-0.856497249717309,0.237,0.472,8.9592067050552e-30,"Down"
"Ccdc85a",5.35202934995246e-34,-1.04640625921004,0.232,0.452,9.44312058505613e-30,"Down"
"Mafg",6.67348813920512e-34,-1.17187082725648,0.127,0.327,1.17747024728135e-29,"Down"
"Zfp207",7.35991273098421e-34,-1.24265764655165,0.11,0.301,1.29858300225485e-29,"Down"
"Snx29",7.57404310051086e-34,-1.0436575241193,0.197,0.412,1.33636416465414e-29,"Down"
"Acadsb",7.86576318154351e-34,-1.02938889648341,0.165,0.381,1.38783525575154e-29,"Down"
"Scmh1",9.38728279517605e-34,-0.763077225681452,0.266,0.513,1.65629217638086e-29,"Down"
"Stmn3",1.20825469802183e-33,-1.01416236372117,0.146,0.356,2.13184458918971e-29,"Down"
"Ddx6",1.72590067979821e-33,-1.26077041047899,0.111,0.301,3.04517915943595e-29,"Down"
"Fry",1.83261154452778e-33,-0.628100540333531,0.475,0.743,3.23345980916481e-29,"Down"
"Actl6b",2.13273896461268e-33,1.05192913801961,0.546,0.394,3.76300462916261e-29,"Up"
"Zkscan16",2.1499932481878e-33,-1.18938718801638,0.114,0.307,3.79344808710255e-29,"Down"
"Magi1",2.1504917855587e-33,-0.643716977898513,0.399,0.673,3.79432770643978e-29,"Down"
"Ptk2",2.18573141172594e-33,-0.907521778056329,0.197,0.422,3.85650450284925e-29,"Down"
"Cpne1",2.32888049079816e-33,-1.82764443486367,0.045,0.196,4.10907673796426e-29,"Down"
"Trio",2.69228871326779e-33,-0.584196754887981,0.447,0.722,4.7502742056897e-29,"Down"
"Arhgap26",2.76563592746711e-33,-0.894796968153375,0.267,0.499,4.87968803042297e-29,"Down"
"Atxn10",3.05432412363711e-33,-1.08744204609577,0.15,0.356,5.38904948374531e-29,"Down"
"Ubr4",3.63442366374252e-33,0.880083857866997,0.625,0.503,6.41257711230731e-29,"Up"
"Fcho2",3.71436253235637e-33,-1.3627906002941,0.104,0.287,6.55362125208958e-29,"Down"
"Nptn",3.84730922617723e-33,-0.792890615524735,0.257,0.499,6.78819239866711e-29,"Down"
"Sorbs1",4.13244833349393e-33,-0.658716233735596,0.359,0.624,7.29129183961669e-29,"Down"
"Canx",4.76437736994005e-33,-1.09707074729355,0.154,0.357,8.40626743152223e-29,"Down"
"Tusc3",4.87551398959529e-33,-1.37872720681687,0.097,0.278,8.60235688324193e-29,"Down"
"Atp8a1",5.21133949747101e-33,-0.79653901621962,0.295,0.54,9.19488740933784e-29,"Down"
"Elmo1",5.89143534681533e-33,-1.06870022157415,0.193,0.409,1.0394848525921e-28,"Down"
"Rictor",5.99326555926969e-33,-1.09195170002962,0.146,0.35,1.05745177527754e-28,"Down"
"Tmem178b",6.09186995251673e-33,-0.601980040422335,0.576,0.795,1.07484953442205e-28,"Down"
"Hsp90b1",9.34891285449541e-33,-0.837421344980655,0.232,0.466,1.64952218404717e-28,"Down"
"Prkacb",1.10806485118014e-32,-1.10365339768352,0.157,0.361,1.95506962342223e-28,"Down"
"Mtmr7",1.31801252813765e-32,-1.35483109047071,0.102,0.282,2.32550130464608e-28,"Down"
"Rtn3",1.444234007559e-32,-0.59004300149362,0.439,0.709,2.5482064829371e-28,"Down"
"Relch",1.71915147142635e-32,-1.17914188023258,0.129,0.323,3.03327085618466e-28,"Down"
"Saraf",2.05227674037997e-32,-1.45376426034159,0.075,0.243,3.62103708072643e-28,"Down"
"Srrm1",2.13782761271615e-32,0.584073364402526,0.85,0.792,3.77198303987637e-28,"Up"
"Ago3",3.39099314166543e-32,-0.809562556245755,0.215,0.442,5.98306829915448e-28,"Down"
"Cntn1",3.6670050404267e-32,-0.634837094135859,0.48,0.736,6.47006369332888e-28,"Down"
"Hmgcll1",4.01532144355154e-32,-1.08763636154369,0.154,0.354,7.08463315500235e-28,"Down"
"Map3k2",4.38666374860724e-32,-1.41853577203061,0.089,0.262,7.73982951804261e-28,"Down"
"Igf1r",4.57473545134157e-32,-1.02818438343108,0.184,0.392,8.07166323034707e-28,"Down"
"Neo1",4.61181232513838e-32,-1.17522876096761,0.145,0.339,8.13708166647415e-28,"Down"
"Asap1",4.66621765308892e-32,-0.981695816026364,0.195,0.411,8.23307442711008e-28,"Down"
"Ndufs4",5.78856624173496e-32,-1.38978363443977,0.086,0.259,1.02133462769172e-27,"Down"
"Cd200",6.6337412979418e-32,-2.10053204553622,0.042,0.184,1.17045731460885e-27,"Down"
"Armc8",6.76280045866135e-32,-1.30111725033111,0.094,0.271,1.19322851292621e-27,"Down"
"Farsb",7.56598275016176e-32,-1.52193576298317,0.073,0.237,1.33494199643854e-27,"Down"
"Gdap1",8.73500939949195e-32,-1.66549369861516,0.056,0.21,1.54120505844636e-27,"Down"
"Nrxn3",9.56873329988601e-32,-0.667416691062811,0.959,0.932,1.68830730343189e-27,"Down"
"Ulk2",9.98184720016684e-32,-0.762485225761983,0.269,0.511,1.76119711999744e-27,"Down"
"Gapvd1",1.02510518222395e-31,-0.697397829252205,0.264,0.508,1.80869558351594e-27,"Down"
"Gabrg2",1.25209770109284e-31,-1.14766113261591,0.154,0.348,2.20920118380821e-27,"Down"
"Abhd18",1.29780927648309e-31,-1.12490011824385,0.151,0.349,2.28985468742676e-27,"Down"
"Cdh2",1.3879528510935e-31,-0.980024805020406,0.201,0.413,2.44890401046938e-27,"Down"
"Glrb",1.39357686722678e-31,-1.51363571631899,0.069,0.23,2.45882702453493e-27,"Down"
"Fchsd2",1.72905338384274e-31,-0.745627837774725,0.272,0.508,3.05074179045213e-27,"Down"
"Zranb2",1.99104965146423e-31,0.604660183288788,0.824,0.732,3.51300800504348e-27,"Up"
"Cpeb3",2.00690653804721e-31,-0.805280539811996,0.278,0.509,3.5409858957305e-27,"Down"
"Sltm",2.08648977239615e-31,0.711943564637217,0.742,0.686,3.68140255441576e-27,"Up"
"Lrpprc",2.13213931187506e-31,-1.09546377578926,0.132,0.323,3.76194660187236e-27,"Down"
"Exoc4",2.28789496396622e-31,-0.700720458161807,0.334,0.582,4.036761874422e-27,"Down"
"Dst",2.58240720796844e-31,0.444918344225619,0.965,0.944,4.55639927773952e-27,"Up"
"Apc",2.62671767573682e-31,-0.531209711376718,0.463,0.745,4.63458066707005e-27,"Down"
"Reps1",2.86410029565119e-31,-1.49056970134013,0.08,0.245,5.05341856164696e-27,"Down"
"Map2k4",4.44202511177987e-31,-0.908061190067658,0.217,0.434,7.83750910722441e-27,"Down"
"Rabgap1",4.52053170465554e-31,-0.778199210839524,0.278,0.515,7.97602613969423e-27,"Down"
"Aig1",4.70263626944649e-31,-0.865427032839774,0.223,0.441,8.29733143381139e-27,"Down"
"Fnbp1l",4.74772528848671e-31,-0.843025124687009,0.241,0.464,8.37688649900596e-27,"Down"
"Slc25a27",5.86553260724595e-31,-1.13239008945446,0.118,0.305,1.03491457322247e-26,"Down"
"Fmn2",5.87123042632281e-31,-0.990673763149446,0.173,0.377,1.0359198964204e-26,"Down"
"Rcn2",7.39291426309171e-31,-1.43944458902452,0.075,0.237,1.3044057925799e-26,"Down"
"Prelid3a",8.66972391745053e-31,-2.07362155150893,0.037,0.172,1.52968608799497e-26,"Down"
"Nyap2",9.29248183158236e-31,-1.03174033074664,0.179,0.381,1.63956549436439e-26,"Down"
"March7",1.07170299944067e-30,-1.27131494950508,0.112,0.29,1.89091277221312e-26,"Down"
"Nsf",1.23083229142288e-30,-0.631734375598452,0.372,0.628,2.17168049498653e-26,"Down"
"Ahi1",1.58810249272429e-30,0.390764248640788,0.987,0.968,2.80204803816274e-26,"Up"
"Uri1",2.11874607856433e-30,-1.3306452401305,0.096,0.267,3.7383155810189e-26,"Down"
"Herc3",2.1288015645593e-30,-1.3666656900289,0.094,0.263,3.75605748050842e-26,"Down"
"Myo16",2.33609691585849e-30,-1.07374904649747,0.182,0.381,4.12180939834073e-26,"Down"
"Large1",2.42510736652059e-30,-0.618556415055107,0.438,0.683,4.27885943748893e-26,"Down"
"Arnt",2.65272012376866e-30,-1.14531939481785,0.118,0.301,4.68045938637743e-26,"Down"
"Cx3cl1",2.65428815873204e-30,-1.6084120750422,0.063,0.215,4.68322602726681e-26,"Down"
"Rims1",2.68411527785561e-30,-0.611788855774065,0.555,0.775,4.73585299624844e-26,"Down"
"Cnrip1",2.73544279063178e-30,-1.31214965492265,0.096,0.266,4.82641525979071e-26,"Down"
"Ppib",3.44176214517703e-30,-1.50426374234923,0.079,0.239,6.07264512895036e-26,"Down"
"R3hdm1",3.85248261022276e-30,-0.550911436864672,0.421,0.699,6.79732031747704e-26,"Down"
"Foxp1",4.5038196843819e-30,-0.762910591029693,0.281,0.513,7.94653945112342e-26,"Down"
"Osbpl8",4.66523569392279e-30,-1.2013770987073,0.117,0.296,8.23134185835737e-26,"Down"
"Stxbp5l",6.08065532178104e-30,-0.745111754449466,0.313,0.549,1.07287082497505e-25,"Down"
"Slc4a3",6.19723099307779e-30,0.927403037920452,0.579,0.437,1.09343943641864e-25,"Up"
"Nlk",6.33821743830838e-30,-1.10326701325745,0.151,0.34,1.11831508481513e-25,"Down"
"C78859",6.7175974138265e-30,-1.31377654305338,0.083,0.247,1.18525288769555e-25,"Down"
"Clcn3",6.74504775964045e-30,-0.913749165674405,0.165,0.364,1.19009622671096e-25,"Down"
"Napb",6.88519095180397e-30,-1.34879470074004,0.083,0.247,1.21482309153629e-25,"Down"
"Shank1",7.10051515947528e-30,1.03455961343964,0.525,0.383,1.25281489473782e-25,"Up"
"Lrpap1",9.37725506035754e-30,-1.57133385672276,0.062,0.212,1.65452288284948e-25,"Down"
"Abi2",1.03326175772574e-29,-1.0029260396349,0.145,0.339,1.82308704533129e-25,"Down"
"Ssh2",1.11854751913974e-29,-0.57822608343552,0.346,0.613,1.97356524277016e-25,"Down"
"Rpn1",1.13033826964716e-29,-2.15947892052335,0.035,0.165,1.99436884296545e-25,"Down"
"Epc1",1.15415039330826e-29,-1.1445813937039,0.123,0.304,2.0363829539531e-25,"Down"
"Srsf10",1.25217487992426e-29,-1.13765029512207,0.127,0.309,2.20933735813836e-25,"Down"
"Mycbp2",1.42511246943552e-29,0.371208530251751,0.992,0.986,2.51446844107203e-25,"Up"
"Taf15",1.44398433455005e-29,-0.944174495026084,0.151,0.348,2.5477659598801e-25,"Down"
"Ndfip1",1.44468176391475e-29,-1.06836625150262,0.154,0.344,2.54899650425118e-25,"Down"
"Nbr1",1.51618548924683e-29,-1.16481704410006,0.105,0.28,2.6751576772271e-25,"Down"
"Lrba",1.51641603442693e-29,-0.783260206496486,0.234,0.455,2.67556445114287e-25,"Down"
"Synj1",1.67996273009609e-29,-0.676879655905587,0.27,0.509,2.96412624098153e-25,"Down"
"Fsd1l",1.69240436338462e-29,-1.30433396301465,0.102,0.271,2.98607825875582e-25,"Down"
"Vps35l",1.73795680097832e-29,-0.95626460087077,0.159,0.355,3.06645097964614e-25,"Down"
"Gabra3",1.77986234342058e-29,-0.970203791828644,0.162,0.358,3.14038911873127e-25,"Down"
"Eya3",1.78263447145944e-29,-1.34312019665759,0.089,0.251,3.14528026144304e-25,"Down"
"Tmem130",1.78573895876328e-29,-0.84391447002653,0.241,0.459,3.15075781884193e-25,"Down"
"Gmcl1",1.80575916670794e-29,-1.25237448935793,0.117,0.291,3.18608147373949e-25,"Down"
"Ptprg",2.24748524733868e-29,-0.731925903942563,0.395,0.629,3.96546297040436e-25,"Down"
"Trappc8",2.37905703830356e-29,-1.16158350884828,0.111,0.286,4.1976082383828e-25,"Down"
"Samd12",3.26446306574661e-29,-0.606016933415473,0.421,0.67,5.75981863320332e-25,"Down"
"Sec61a2",3.94886174846576e-29,-0.899931657064601,0.164,0.361,6.96737166899298e-25,"Down"
"Nup93",4.29738873610583e-29,-1.53312205195487,0.065,0.215,7.58231268598513e-25,"Down"
"Orc4",4.35579434633723e-29,-1.45773316254453,0.069,0.222,7.68536354467741e-25,"Down"
"Tbc1d5",4.59295450650861e-29,-0.919582802886679,0.17,0.369,8.10380893128378e-25,"Down"
"Impact",5.16837370483604e-29,-0.974710268191588,0.135,0.32,9.11907856481271e-25,"Down"
"Pcbp2",5.39903153009334e-29,-1.13618163573019,0.126,0.306,9.52605123169668e-25,"Down"
"C130071C03Rik",6.09248159979513e-29,-1.31821230272068,0.109,0.278,1.07495745346785e-24,"Down"
"Fam171b",6.1207603409202e-29,-1.25198554300023,0.091,0.255,1.07994695455196e-24,"Down"
"Cenpv",6.48633725288423e-29,-1.41312227584424,0.065,0.216,1.14444934489889e-24,"Down"
"Lnpk",6.99154114407023e-29,-1.4090259455763,0.077,0.232,1.23358751945975e-24,"Down"
"Rian",1.03047057749307e-28,-0.341901671092361,0.934,0.966,1.81816228692878e-24,"Down"
"Ipo11",1.07686227708417e-28,-1.18444359166036,0.108,0.278,1.9000158016873e-24,"Down"
"Pan3",1.09354799776789e-28,-0.937251546497022,0.167,0.363,1.92945608726166e-24,"Down"
