"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"A230006K03Rik2",0.000194740339816063,0.443888612697801,0.679,0.631,1,"10","A230006K03Rik"
"Slc24a32",0.000215415487568819,0.541033980496916,0.558,0.486,1,"10","Slc24a3"
"Grik22",0.000266312518354684,0.346471074262925,0.942,0.859,1,"10","Grik2"
"Ppm1h2",0.000281237230347491,0.682902206858159,0.426,0.326,1,"10","Ppm1h"
"Luzp21",0.000307695728353616,0.357692815219964,0.468,0.351,1,"10","Luzp2"
"Me32",0.000312091614661923,0.439177012199476,0.526,0.392,1,"10","Me3"
"Foxn31",0.000325042732876078,0.547751248034636,0.479,0.371,1,"10","Foxn3"
"Plcb42",0.000339486733761018,0.503624977158105,0.516,0.409,1,"10","Plcb4"
"Luzp12",0.000352396513214137,0.669955410062221,0.274,0.171,1,"10","Luzp1"
"Oxr11",0.000380731652769925,0.470350553403592,0.553,0.432,1,"10","Oxr1"
"Csrnp31",0.00053177301252465,0.680039526427746,0.479,0.392,1,"10","Csrnp3"
"Prickle22",0.000628095641575869,0.413474597311707,0.558,0.462,1,"10","Prickle2"
"Ryr31",0.00067053324088926,0.372197686234701,0.679,0.597,1,"10","Ryr3"
"Pi4ka",0.000687999566911339,0.514506294102592,0.647,0.592,1,"10","Pi4ka"
"Lrrc4c2",0.00071786918350136,0.171381346571899,0.958,0.887,1,"10","Lrrc4c"
"Taf3",0.000756365101693334,0.689724860177757,0.289,0.194,1,"10","Taf3"
"Edil32",0.000757321104682217,0.471284257115887,0.516,0.409,1,"10","Edil3"
"Kcnq33",0.000784635010952058,0.292372546235999,0.658,0.529,1,"10","Kcnq3"
"Ptprt2",0.000828084559635811,0.388511204768656,0.595,0.485,1,"10","Ptprt"
"Epb41l3",0.000830644297577857,0.39512243291016,0.668,0.57,1,"10","Epb41l3"
"A330008L17Rik1",0.000830822562898845,0.652132907594436,0.326,0.233,1,"10","A330008L17Rik"
"Macf13",0.000878814949299667,0.191569814477516,0.995,0.995,1,"10","Macf1"
"Magi25",0.00088068615725497,0.202554706825273,0.984,0.975,1,"10","Magi2"
"Cdh183",0.000883478436884548,0.41817813262015,0.711,0.617,1,"10","Cdh18"
"Nhs2",0.00088948125361906,0.656171841243637,0.384,0.285,1,"10","Nhs"
"Mgat4c4",0.00115490394036064,0.238004527847031,0.747,0.643,1,"10","Mgat4c"
"A830018L16Rik2",0.00129683029531658,0.196866262076636,0.505,0.367,1,"10","A830018L16Rik"
"Adgrb33",0.00135213694263566,0.164312208763672,0.968,0.941,1,"10","Adgrb3"
"Ahi11",0.00156882872155849,0.211234262483882,0.989,0.982,1,"10","Ahi1"
"Diaph2",0.00170248402523215,0.575379969669367,0.379,0.286,1,"10","Diaph2"
"Nkain32",0.00175998916444932,0.520840722475875,0.537,0.441,1,"10","Nkain3"
"Dscaml14",0.00182892438162405,0.289501198937491,0.632,0.501,1,"10","Dscaml1"
"Klhl291",0.00205579402210546,0.271432758560201,0.805,0.739,1,"10","Klhl29"
"Sash13",0.00222261849731546,0.57437775007999,0.332,0.238,1,"10","Sash1"
"Metap1d2",0.00233318331228628,0.549759994457558,0.347,0.254,1,"10","Metap1d"
"Ctbp2",0.00249134623354126,0.677724263097863,0.311,0.223,1,"10","Ctbp2"
"Pbx11",0.00271059195359083,0.385152192678742,0.563,0.489,1,"10","Pbx1"
"Rims22",0.00275351098115836,0.270547512338335,0.926,0.819,1,"10","Rims2"
"Fam155a6",0.0030888092202,0.154747139500668,0.995,0.973,1,"10","Fam155a"
"Trpc42",0.00392541594745828,0.3830995079015,0.295,0.203,1,"10","Trpc4"
"Tenm12",0.0041375002988545,0.193760055314556,0.832,0.738,1,"10","Tenm1"
"Dclk1",0.0042102041649837,0.294472870088334,0.805,0.758,1,"10","Dclk1"
"Zfp6181",0.00426542547953534,0.77711164564597,0.279,0.2,1,"10","Zfp618"
"Reep12",0.00432443644044485,0.386248153260087,0.458,0.368,1,"10","Reep1"
"Scn3a",0.00432851535229918,0.451521002294457,0.516,0.444,1,"10","Scn3a"
"Apba13",0.00440460635661874,0.391669030216024,0.605,0.535,1,"10","Apba1"
"Osbpl9",0.00445456345772311,0.511051814711161,0.437,0.355,1,"10","Osbpl9"
"Frmd4a3",0.00502549883703198,0.162848689712597,0.989,0.972,1,"10","Frmd4a"
"Adcy22",0.00571918650971842,0.291130123356688,0.516,0.421,1,"10","Adcy2"
"Elmo1",0.00629200503143986,0.214819435475113,0.405,0.301,1,"10","Elmo1"
"Mroh11",0.00634011036310565,0.526873166317807,0.374,0.296,1,"10","Mroh1"
"6330411D24Rik1",0.00659123942238616,0.68298824801166,0.289,0.214,1,"10","6330411D24Rik"
"Ncam23",0.00677134274572418,0.181099416117348,0.716,0.623,1,"10","Ncam2"
"Alk1",0.00732081386152338,0.227297634901621,0.432,0.326,1,"10","Alk"
"Pkp41",0.0074154693294294,0.284692945391308,0.547,0.465,1,"10","Pkp4"
"Tcf122",0.00795771544700645,0.489690924773504,0.368,0.286,1,"10","Tcf12"
"Nxph11",0.00824947574059706,0.397370650505046,0.305,0.222,1,"10","Nxph1"
"Sema6d2",0.00855562418704497,0.189506511784092,0.589,0.476,1,"10","Sema6d"
"Mfn1",0.0086587056551326,0.451981118720263,0.405,0.325,1,"10","Mfn1"
"Uba5",0.00886633717122753,0.603761556861085,0.253,0.179,1,"10","Uba5"
"Unc5d2",0.00893995136401212,0.209261650902873,0.774,0.692,1,"10","Unc5d"
"Spock13",0.0092720487771225,0.413796979625635,0.5,0.423,1,"10","Spock1"
"Dock71",0.00938797903620861,0.337972286609181,0.532,0.444,1,"10","Dock7"
"Greb1",1.49652034332409e-62,3.76682943895661,0.366,0.044,2.62444772608746e-58,"11","Greb1"
"Sox2ot2",1.62066953578707e-61,2.21158269712164,0.883,0.319,2.84216816490979e-57,"11","Sox2ot"
"Gm29683",5.51067981553434e-58,3.40862709358604,0.352,0.043,9.66407919250257e-54,"11","Gm29683"
"Cadps23",2.63836438805616e-36,1.85039890697402,0.759,0.319,4.62689962733409e-32,"11","Cadps2"
"Ptprt3",1.72345752519076e-32,1.58325860354206,0.862,0.476,3.02242746192704e-28,"11","Ptprt"
"Prlr2",3.13619660611424e-31,1.98558076603549,0.621,0.229,5.49994798814254e-27,"11","Prlr"
"Gria12",1.96797025864698e-28,1.03485692148603,0.993,0.881,3.4512294425892e-24,"11","Gria1"
"B130024G19Rik1",3.70128829171197e-28,2.32620897237638,0.324,0.071,6.49094927717528e-24,"11","B130024G19Rik"
"A830082K12Rik1",4.50138642510376e-28,2.17284699495159,0.372,0.092,7.89408137370446e-24,"11","A830082K12Rik"
"Cacna2d32",3.76914712019381e-26,1.44186914390047,0.724,0.331,6.60995330468389e-22,"11","Cacna2d3"
"Calb1",1.78675954072619e-24,2.11929892837234,0.31,0.072,3.13344020657152e-20,"11","Calb1"
"Frmd6",1.94290103977008e-23,2.28572990302131,0.283,0.064,3.40726555344479e-19,"11","Frmd6"
"Gda",3.57687095953377e-22,1.62486728794089,0.386,0.112,6.27275860173437e-18,"11","Gda"
"Pde1c1",3.43320159814247e-21,1.66613108297267,0.49,0.188,6.02080564266244e-17,"11","Pde1c"
"Dlx1",3.46996403198579e-19,1.90912031701195,0.317,0.091,6.08527592289348e-15,"11","Dlx1"
"Nkain23",6.18516544921075e-19,0.829376289680513,0.993,0.948,1.08469246482809e-14,"11","Nkain2"
"Sez6l4",1.11876998182019e-18,0.915563323241525,0.869,0.558,1.96198691711806e-14,"11","Sez6l"
"Grik13",3.27347371821381e-18,1.70188227263815,0.71,0.443,5.74069085963157e-14,"11","Grik1"
"Col25a13",2.46931035475213e-17,1.14378593104662,0.566,0.256,4.33042956912881e-13,"11","Col25a1"
"Dgkg2",2.62936735654175e-17,1.25302967061047,0.69,0.382,4.61112153316727e-13,"11","Dgkg"
"Cdh42",7.96985145380422e-17,1.08949223007817,0.745,0.435,1.39767284945365e-12,"11","Cdh4"
"Greb1l4",6.59508789216886e-16,1.23971239105655,0.531,0.244,1.15658056364965e-11,"11","Greb1l"
"March32",9.53250661319813e-16,1.75586970302491,0.414,0.172,1.67171568475656e-11,"11","March3"
"Erbb42",2.68957435822247e-15,0.942421711968723,0.834,0.558,4.71670655201475e-11,"11","Erbb4"
"Gm30382",3.54312987332531e-15,1.79649419750064,0.331,0.115,6.21358685885059e-11,"11","Gm30382"
"Sox53",5.77911363452834e-15,1.48684750186987,0.4,0.158,1.01348315808724e-10,"11","Sox5"
"Tox1",1.77860030839828e-13,1.41525053753099,0.386,0.157,3.11913136083806e-09,"11","Tox"
"Grm83",2.06151861022694e-13,1.12313636694348,0.524,0.265,3.61528518675499e-09,"11","Grm8"
"Ctnna24",6.18825604582943e-13,0.750108465785347,0.966,0.949,1.08523446275711e-08,"11","Ctnna2"
"Dlgap12",7.96954090945397e-13,0.605738241950107,0.993,0.893,1.39761838929094e-08,"11","Dlgap1"
"Rbfox14",1.22135025835084e-12,0.642462908959972,0.959,0.894,2.14188194806987e-08,"11","Rbfox1"
"Erc22",2.70829558555755e-12,0.593171049168427,0.903,0.842,4.74953796839227e-08,"11","Erc2"
"Tcf42",3.01769444158651e-12,1.21249221282088,0.483,0.236,5.29213074221027e-08,"11","Tcf4"
"Zdhhc141",3.29927263234363e-12,1.14971456932543,0.566,0.313,5.78593441534103e-08,"11","Zdhhc14"
"Negr12",1.32532597020949e-11,0.565726660870924,0.966,0.927,2.32422415395639e-07,"11","Negr1"
"Pip5k1b1",2.4765469646204e-11,1.15490472126794,0.524,0.286,4.3431204118548e-07,"11","Pip5k1b"
"Chn21",2.69864864289064e-11,1.3296460080482,0.372,0.163,4.73262012503731e-07,"11","Chn2"
"Csmd14",3.70408558536911e-11,0.586052996130269,0.979,0.939,6.49585489106181e-07,"11","Csmd1"
"Nlgn14",4.84908120175263e-11,0.556832440481859,0.986,0.909,8.50383370351359e-07,"11","Nlgn1"
"Adgrl21",1.25092868317394e-10,1.02284962304001,0.497,0.253,2.19375363168213e-06,"11","Adgrl2"
"Anks1b3",1.3019578023008e-10,0.48546764818883,0.952,0.935,2.28324339789491e-06,"11","Anks1b"
"Dock103",1.75235379836503e-10,0.978464863170604,0.724,0.5,3.07310285619275e-06,"11","Dock10"
"Tmem132d3",2.36802821024817e-10,0.893289057990897,0.531,0.294,4.15281107231222e-06,"11","Tmem132d"
"St6galnac53",3.83336706465187e-10,0.866074225172773,0.607,0.359,6.72257582127999e-06,"11","St6galnac5"
"Dpyd3",5.93413452255908e-10,0.9586592046191,0.579,0.34,1.04066917122119e-05,"11","Dpyd"
"Ppp3ca2",6.63390629454594e-10,0.911441135722785,0.724,0.515,1.16338814687452e-05,"11","Ppp3ca"
"Sgcz4",1.2700467347299e-09,0.754899455456688,0.903,0.782,2.22728095869582e-05,"11","Sgcz"
"Kcnq34",1.6673581426395e-09,0.732067262402967,0.724,0.528,2.92404597474689e-05,"11","Kcnq3"
"Lsamp5",1.76938377659093e-09,0.486196919674887,1,0.99,3.10296832900751e-05,"11","Lsamp"
"Zbtb7c3",3.24431226051275e-09,1.15735065862842,0.393,0.194,5.68955041126121e-05,"11","Zbtb7c"
"Fndc1",3.32039887007772e-09,1.27310051991969,0.269,0.108,5.82298349845529e-05,"11","Fndc1"
"Maml21",3.40241292900482e-09,1.45332521735014,0.366,0.179,5.96681155359575e-05,"11","Maml2"
"A830018L16Rik3",3.80140293736206e-09,0.894463712968348,0.593,0.365,6.66652033125185e-05,"11","A830018L16Rik"
"Adcy62",4.3424483077498e-09,1.19097890765079,0.359,0.172,7.61535159730082e-05,"11","Adcy6"
"B3galt12",4.98145034045083e-09,0.874684030734273,0.69,0.487,8.73596946204862e-05,"11","B3galt1"
"Nrxn35",7.07824982663647e-09,0.504188150232858,0.979,0.947,0.000124131267209724,"11","Nrxn3"
"Camk2a3",8.53357415999059e-09,0.696420548965927,0.807,0.687,0.000149653290043755,"11","Camk2a"
"Sox1ot1",2.33965020006645e-08,1.09839778330006,0.269,0.112,0.000410304455585653,"11","Sox1ot"
"Sulf11",2.8625091747357e-08,1.15246915548783,0.269,0.115,0.0005019982339734,"11","Sulf1"
"Nek10",4.02273500299992e-08,1.28449079357393,0.255,0.108,0.000705467037476096,"11","Nek10"
"Fstl43",7.19052147999871e-08,0.954017844394834,0.524,0.331,0.00126100175194737,"11","Fstl4"
"Cpne82",7.74275850387859e-08,1.21023623888051,0.31,0.147,0.00135784755882519,"11","Cpne8"
"Slc35f41",8.74154735878604e-08,0.88885089263275,0.531,0.331,0.00153300516031031,"11","Slc35f4"
"Brinp34",8.84216056563299e-08,0.707068350486531,0.703,0.512,0.00155064969839506,"11","Brinp3"
"Nos1ap1",9.27500562964256e-08,1.08485928531543,0.428,0.245,0.00162655773727041,"11","Nos1ap"
"Kcnip13",9.86682975889366e-08,0.602034505293267,0.697,0.468,0.00173034593481718,"11","Kcnip1"
"Hcn12",1.18762370681795e-07,1.10642540354269,0.469,0.283,0.00208273569464664,"11","Hcn1"
"Adra1a",1.73818500474383e-07,1.42610374861512,0.269,0.124,0.00304825504281925,"11","Adra1a"
"Pcdh72",3.07530692031822e-07,0.734690848908236,0.759,0.583,0.00539316574616206,"11","Pcdh7"
"Airn2",3.15813739160988e-07,1.04147301163916,0.414,0.231,0.00553842554366624,"11","Airn"
"Ank1",3.18152502488561e-07,0.953890538974445,0.434,0.255,0.00557944043614189,"11","Ank"
"Dync1i11",4.12308533654753e-07,0.674132275796685,0.628,0.453,0.00723065475470341,"11","Dync1i1"
"Clstn22",5.8860199798415e-07,0.842572075599781,0.538,0.366,0.010322313238648,"11","Clstn2"
"Kif26b2",6.62814855704024e-07,0.969182408010212,0.434,0.267,0.0116237841244815,"11","Kif26b"
"Cers61",7.31362664954756e-07,0.937871534676556,0.503,0.328,0.0128259070553116,"11","Cers6"
"Camkv2",7.77018506566488e-07,0.927747928091412,0.407,0.233,0.0136265735496565,"11","Camkv"
"Epha52",1.53596054200135e-06,0.687542413165079,0.572,0.396,0.0269361400250777,"11","Epha5"
"Slc8a12",1.62448546067666e-06,0.759815217206213,0.724,0.62,0.0284886015238867,"11","Slc8a1"
"Celf21",2.57986657403659e-06,0.355189869257188,0.766,0.635,0.0452431201088797,"11","Celf2"
"Yeats21",4.57056733809897e-06,0.665771604476582,0.572,0.388,0.0801540394082417,"11","Yeats2"
"Fgf121",5.00297162178151e-06,0.386642800932768,0.924,0.876,0.0877371133311824,"11","Fgf12"
"Tshz25",6.5463100423271e-06,0.767952113249624,0.628,0.493,0.11480263921229,"11","Tshz2"
"Grik23",6.90474400621647e-06,0.38533688794982,0.938,0.861,0.121088495637018,"11","Grik2"
"Hap13",6.94398779311084e-06,0.627863540400813,0.697,0.542,0.121776713927785,"11","Hap1"
"Dchs22",6.96361458974521e-06,1.08476652241292,0.324,0.179,0.122120909060362,"11","Dchs2"
"Pcgf52",8.32651308747291e-06,0.73636755242677,0.462,0.29,0.146022060015012,"11","Pcgf5"
"Dlx6os1",8.51156879367083e-06,1.14201900487243,0.269,0.139,0.149267381934605,"11","Dlx6os1"
"Cacna1c4",9.6483433798187e-06,0.505333821187829,0.862,0.788,0.16920299785188,"11","Cacna1c"
"Dnm3",1.08950941683184e-05,0.556729532946443,0.828,0.726,0.191067266429801,"11","Dnm3"
"Sh3rf1",1.17865562231826e-05,1.09195008102681,0.269,0.143,0.206700836485953,"11","Sh3rf1"
"Fam76a",1.2621863857337e-05,1.02096854577124,0.29,0.158,0.221349626466119,"11","Fam76a"
"Atp2b11",1.26543525902847e-05,0.645533766433856,0.641,0.47,0.221919381375823,"11","Atp2b1"
"Gm268714",1.36575130386637e-05,0.494347038212688,0.759,0.672,0.239511806159045,"11","Gm26871"
"Ryr22",1.37230178942727e-05,0.424770388963009,0.883,0.773,0.240660564811861,"11","Ryr2"
"Kcnab11",1.44258943068796e-05,0.900510230353756,0.407,0.242,0.252986908459748,"11","Kcnab1"
"Tro4",1.45814649956527e-05,0.556751922385291,0.724,0.603,0.255715151628761,"11","Tro"
"Npas2",1.62579027573858e-05,1.26318028732852,0.255,0.134,0.285114840656275,"11","Npas2"
"Map3k52",1.77510619013283e-05,1.103321034964,0.303,0.175,0.311300372563595,"11","Map3k5"
"Nedd4l2",1.90458683076717e-05,0.515771922413384,0.614,0.428,0.334007392511639,"11","Nedd4l"
"Npas33",1.97333430682974e-05,0.716229030046108,0.441,0.285,0.346063637388731,"11","Npas3"
"Gm320141",2.36799822816874e-05,0.851750065313133,0.255,0.13,0.415275849273952,"11","Gm32014"
"Arhgap62",2.55291374013779e-05,0.876406054936858,0.324,0.185,0.447704482607965,"11","Arhgap6"
"Ank22",3.12326839386337e-05,0.253356256306934,0.979,0.984,0.547727578231819,"11","Ank2"
"Nrg14",3.1700472231718e-05,0.583002308748153,0.807,0.73,0.555931181527639,"11","Nrg1"
"Sipa1l11",3.75523379667477e-05,0.608768424946162,0.538,0.373,0.658555350922854,"11","Sipa1l1"
"Osbpl62",4.7571885049504e-05,0.621360811863488,0.703,0.59,0.834268148113152,"11","Osbpl6"
"Epha62",5.51553988452746e-05,0.495736008515048,0.662,0.506,0.967260229549581,"11","Epha6"
"Trim24",5.81739109916173e-05,0.773639889266476,0.324,0.186,1,"11","Trim24"
"Kcnj62",6.28372869813534e-05,0.847437830771597,0.469,0.34,1,"11","Kcnj6"
"Pcdh175",6.40491390618827e-05,0.640980766272918,0.51,0.349,1,"11","Pcdh17"
"Crim12",7.65715768393099e-05,0.923020748585555,0.331,0.201,1,"11","Crim1"
"Zbtb203",8.00884035969693e-05,0.658815935952261,0.634,0.49,1,"11","Zbtb20"
"Tmem178b2",8.28099089206999e-05,0.419432360209014,0.8,0.699,1,"11","Tmem178b"
"Fam216a1",8.3596651502536e-05,0.785952861199398,0.317,0.185,1,"11","Fam216a"
"Rnf1652",0.000117748816447802,0.890211854461888,0.352,0.221,1,"11","Rnf165"
"Opcml3",0.000134887098860694,0.361592889283054,0.841,0.765,1,"11","Opcml"
"Rrp1b",0.000145858282807254,0.812459138157004,0.303,0.181,1,"11","Rrp1b"
"Sv2c3",0.00014908691017044,0.900331894182338,0.283,0.163,1,"11","Sv2c"
"Kcnd25",0.000180245918184404,0.447013262680944,0.945,0.902,1,"11","Kcnd2"
"Kcnn3",0.000182927565256848,0.694470561215439,0.434,0.302,1,"11","Kcnn3"
"Ghr3",0.000202970895129972,0.98332125885337,0.345,0.219,1,"11","Ghr"
"Nebl2",0.000208336886261322,0.483141483471267,0.634,0.499,1,"11","Nebl"
"Ltbp41",0.000222826185842961,0.68238406088198,0.331,0.201,1,"11","Ltbp4"
"Adgrl33",0.000226848632698805,0.48804444126935,0.724,0.632,1,"11","Adgrl3"
"Zfp804a2",0.000229045327179453,0.536987629084987,0.483,0.346,1,"11","Zfp804a"
"Rbm27",0.000229508265792,0.85499716187783,0.255,0.144,1,"11","Rbm27"
"Oxr12",0.000241452546673935,0.879294062176972,0.566,0.433,1,"11","Oxr1"
"Tead12",0.000242017166822808,0.704785759479388,0.31,0.188,1,"11","Tead1"
"Ints10",0.000242823594704715,0.60720927148285,0.338,0.204,1,"11","Ints10"
"Phactr11",0.000256335090503395,0.302907427640873,0.91,0.839,1,"11","Phactr1"
"Zcchc182",0.000256594343742727,0.460204235734622,0.676,0.528,1,"11","Zcchc18"
"Nell23",0.000266291511012173,0.649420522299931,0.372,0.243,1,"11","Nell2"
"Dnajc211",0.000268373054360285,0.796908134622488,0.303,0.184,1,"11","Dnajc21"
"Rbfox33",0.000286045112300491,0.238185758343098,0.897,0.78,1,"11","Rbfox3"
"Cdh221",0.000294191376301614,0.731782491857405,0.345,0.218,1,"11","Cdh22"
"Rev3l2",0.000299232128012341,0.476909406553792,0.676,0.557,1,"11","Rev3l"
"Sorbs22",0.000325438669700175,0.474136605018973,0.641,0.496,1,"11","Sorbs2"
"Ptpra",0.000345603164542875,0.594531209569935,0.469,0.338,1,"11","Ptpra"
"Maged12",0.000345664451451947,0.371047404655819,0.579,0.413,1,"11","Maged1"
"Pcbp3",0.0003465027243871,0.810770788004234,0.317,0.201,1,"11","Pcbp3"
"Sema6a3",0.000370243008673971,0.864615330557561,0.366,0.242,1,"11","Sema6a"
"Galntl63",0.000399671361167638,0.115341174100378,0.869,0.747,1,"11","Galntl6"
"Galnt7",0.000429287792128818,1.00456899255741,0.262,0.159,1,"11","Galnt7"
"Syt13",0.000435580617497096,0.227672181672312,0.966,0.911,1,"11","Syt1"
"Gabrb32",0.000516316117103867,0.443258394521975,0.676,0.572,1,"11","Gabrb3"
"Ttc283",0.000526313775396755,0.619066166426696,0.455,0.32,1,"11","Ttc28"
"Cfap461",0.000530345890959339,0.583390651964734,0.476,0.344,1,"11","Cfap46"
"Klhl2",0.000566419661850355,0.693814641658385,0.269,0.158,1,"11","Klhl2"
"Gm1604a1",0.000568575581485229,0.485491349858188,0.434,0.292,1,"11","Gm1604a"
"Kdm6b",0.000570416248080231,0.62213373351878,0.386,0.266,1,"11","Kdm6b"
"Ccdc302",0.00057804195712548,0.480820918324186,0.572,0.448,1,"11","Ccdc30"
"Agap1",0.000588560020788652,0.554069900354825,0.648,0.539,1,"11","Agap1"
"Gad22",0.000737175867211123,0.555741376402145,0.517,0.381,1,"11","Gad2"
"Slc35f31",0.000744574018559261,0.439241814572787,0.579,0.422,1,"11","Slc35f3"
"Phkb",0.000771942472182909,0.568283759574526,0.372,0.244,1,"11","Phkb"
"Itsn1",0.000846080841092527,0.514243919861637,0.559,0.421,1,"11","Itsn1"
"Ppp1r12b2",0.000849260757104788,0.592168709000946,0.49,0.376,1,"11","Ppp1r12b"
"Atrnl12",0.00094037561501212,0.594046855639608,0.469,0.338,1,"11","Atrnl1"
"Rreb12",0.000947715321068523,0.930328171239485,0.29,0.185,1,"11","Rreb1"
"Caln12",0.00100517246827358,0.441127043737947,0.434,0.297,1,"11","Caln1"
"Pak72",0.00108755567842405,0.744461625928152,0.434,0.324,1,"11","Pak7"
"Jazf12",0.00112997152428833,0.451100220204187,0.545,0.415,1,"11","Jazf1"
"Kif17",0.00145153683998676,0.544014744811381,0.359,0.238,1,"11","Kif17"
"Nnat2",0.00168736737076637,0.715388053606737,0.352,0.245,1,"11","Nnat"
"Lrp1b4",0.0017050510186983,0.253955699318472,0.945,0.931,1,"11","Lrp1b"
"Prrc2c2",0.00176099841896775,0.25122689623986,0.883,0.804,1,"11","Prrc2c"
"Gm9856",0.00179369504045099,0.683760976994462,0.283,0.182,1,"11","Gm9856"
"Dgkd1",0.00181449337863059,0.746090328541289,0.359,0.25,1,"11","Dgkd"
"Ankrd62",0.0018340047111611,0.659791059369506,0.303,0.2,1,"11","Ankrd6"
"Hs2st11",0.0018531449052408,0.702158198063913,0.324,0.219,1,"11","Hs2st1"
"Efcab12",0.00187058970263902,0.619916527989848,0.276,0.172,1,"11","Efcab1"
"Khdrbs31",0.00194193436412859,0.600085819666307,0.262,0.161,1,"11","Khdrbs3"
"Ildr21",0.00194240385546154,0.508939298750101,0.338,0.221,1,"11","Ildr2"
"Gabra54",0.00197691395855234,0.60480963559964,0.262,0.162,1,"11","Gabra5"
"Pou2f23",0.00201477500226825,0.343371346259562,0.517,0.381,1,"11","Pou2f2"
"Thsd4",0.00205351193223276,0.544824786750537,0.297,0.192,1,"11","Thsd4"
"Chst111",0.0021742222829452,0.680129726547593,0.31,0.207,1,"11","Chst11"
"Ppfia31",0.0022399709193293,0.43791641710622,0.421,0.291,1,"11","Ppfia3"
"Kcnip43",0.00225072926440581,0.206446943250527,0.979,0.923,1,"11","Kcnip4"
"Rps6ka22",0.00226140561936414,0.43271026292299,0.414,0.29,1,"11","Rps6ka2"
"Fam227a",0.00243944071830002,0.698292746777537,0.324,0.219,1,"11","Fam227a"
"Yars",0.0024934029636814,0.633118709970831,0.324,0.221,1,"11","Yars"
"Rfx71",0.00257363550754131,0.447581273708387,0.49,0.372,1,"11","Rfx7"
"Gkap12",0.00312089586460046,0.586636311468388,0.414,0.303,1,"11","Gkap1"
"Ankfn12",0.00318254623408385,0.474416836110303,0.372,0.265,1,"11","Ankfn1"
"Sntg13",0.00321269299220594,0.216915788453821,0.938,0.93,1,"11","Sntg1"
"Xpr11",0.00324026720909711,0.483819246471405,0.428,0.309,1,"11","Xpr1"
"Baiap35",0.00349977836951213,0.274835764383003,0.738,0.603,1,"11","Baiap3"
"Syn22",0.00371678212340065,0.582295152070882,0.428,0.319,1,"11","Syn2"
"Mboat22",0.00396605168325878,0.545480810050271,0.297,0.194,1,"11","Mboat2"
"Ctif1",0.00406803554654102,0.43797061403107,0.586,0.491,1,"11","Ctif"
"Fbxo412",0.00409394802530213,0.52327402465696,0.372,0.258,1,"11","Fbxo41"
"Ddx51",0.00411798609186455,0.326033919892891,0.683,0.561,1,"11","Ddx5"
"Cntn52",0.00423663578253802,0.251754131517108,0.828,0.774,1,"11","Cntn5"
"Rab12",0.00427811131798291,0.525593946428321,0.393,0.284,1,"11","Rab12"
"Rab27b2",0.00431815601015251,0.512140681536992,0.317,0.216,1,"11","Rab27b"
"Orc2",0.00466997866503079,0.661393163966007,0.269,0.177,1,"11","Orc2"
"Unc5d3",0.00471211479964095,0.386608995354405,0.738,0.694,1,"11","Unc5d"
"Gbf12",0.00473064900537622,0.421125097841295,0.517,0.392,1,"11","Gbf1"
"Senp5",0.00481540460141395,0.461032563332413,0.51,0.39,1,"11","Senp5"
"Arhgap262",0.00487449788147126,0.533085570116669,0.497,0.39,1,"11","Arhgap26"
"Fam13a3",0.00507589404115793,0.786520551419663,0.29,0.202,1,"11","Fam13a"
"Fam189a12",0.0054561232582851,0.497746379444208,0.448,0.346,1,"11","Fam189a1"
"Efna54",0.00545652719378393,0.383298249430047,0.51,0.412,1,"11","Efna5"
"Mdga22",0.00555499360034124,0.223929901625929,0.966,0.938,1,"11","Mdga2"
"Ctdspl2",0.00584933899784995,0.523889640216072,0.421,0.326,1,"11","Ctdspl"
"Cttnbp2",0.00619380252753172,0.482297576632109,0.476,0.372,1,"11","Cttnbp2"
"Lncppara1",0.00627748901266559,0.760928837516922,0.255,0.168,1,"11","Lncppara"
"Neto21",0.00635547323105959,0.515882061614707,0.262,0.173,1,"11","Neto2"
"Ptprg3",0.0065222503719101,0.379578291926489,0.614,0.511,1,"11","Ptprg"
"Dgki2",0.00666687835995271,0.336102701887885,0.593,0.469,1,"11","Dgki"
"Srrm22",0.00689050861118271,0.158589768075792,0.966,0.931,1,"11","Srrm2"
"Ift88",0.00690774375716003,0.468067729943618,0.317,0.217,1,"11","Ift88"
"Scn5a2",0.00691926381005015,0.574515713286041,0.276,0.185,1,"11","Scn5a"
"Scn1a2",0.00711462929417179,0.28055058457076,0.71,0.605,1,"11","Scn1a"
"Pde4d4",0.00735163594875961,0.189744447828613,0.89,0.861,1,"11","Pde4d"
"Pde1a1",0.00741311110379136,0.287943989028799,0.503,0.382,1,"11","Pde1a"
"Iqce2",0.00756995971952692,0.386953994859964,0.455,0.338,1,"11","Iqce"
"Med13",0.0078221169656065,0.523889640216072,0.345,0.248,1,"11","Med13"
"Slit21",0.00788483637814408,0.340085716556872,0.379,0.272,1,"11","Slit2"
"Adarb11",0.00798330991639929,0.483147846313941,0.366,0.267,1,"11","Adarb1"
"Prickle23",0.00799134590332915,0.46394709975979,0.572,0.462,1,"11","Prickle2"
"Arih12",0.00804419534627625,0.332487086716073,0.462,0.344,1,"11","Arih1"
"Grid24",0.00816063074593667,0.223754235750031,0.931,0.933,1,"11","Grid2"
"Taok3",0.00819076866245792,0.439778685512194,0.462,0.362,1,"11","Taok3"
"Il1rapl12",0.00829856831202977,0.289819313171126,0.897,0.849,1,"11","Il1rapl1"
"Ak53",0.00917064352658951,0.598383366440207,0.4,0.309,1,"11","Ak5"
