"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cmss1",1.42772616375888e-138,1.71212532509152,1,0.982,2.50380337338395e-134,"0","Cmss1"
"Gm42418",2.20479761480774e-133,1.13690651666012,1,1,3.86655357708834e-129,"0","Gm42418"
"Lars2",2.56453226666403e-104,1.76235802460946,1,0.894,4.49742023604871e-100,"0","Lars2"
"Gm19951",1.68031089106708e-98,1.75391326562037,1,0.821,2.94676120966433e-94,"0","Gm19951"
"Gphn",2.55636091034401e-91,1.33540827391422,1,0.986,4.4830901284703e-87,"0","Gphn"
"AY036118",2.1179748563151e-84,1.20439644778618,0.997,0.883,3.71429250551979e-80,"0","AY036118"
"Camk1d",7.08767780714938e-70,1.57743136162764,0.952,0.767,1.24296605703979e-65,"0","Camk1d"
"AC149090.1",4.92276310880487e-64,0.994435150897057,1,0.959,8.63304966391111e-60,"0","AC149090.1"
"Srrm2",1.72135383818551e-60,0.969545463873374,0.994,0.926,3.01873822602593e-56,"0","Srrm2"
"Pabpn1",5.58514642217138e-54,0.949875194336313,0.982,0.882,9.79467128056194e-50,"0","Pabpn1"
"EGFP",9.94646224420652e-45,1.05924985896774,0.985,0.787,1.7443110837665e-40,"0","EGFP"
"Gm26917",1.29029185976117e-42,0.761622825734349,0.997,0.968,2.26278483446316e-38,"0","Gm26917"
"Cdk8",5.96074721430189e-38,1.04251153724151,0.837,0.642,1.04533623897212e-33,"0","Cdk8"
"Akap8l",1.63679799212448e-34,0.786136148258521,0.946,0.833,2.87045263878869e-30,"0","Akap8l"
"Pnisr",1.17176561066155e-26,0.550650881255245,0.997,0.977,2.05492535141717e-22,"0","Pnisr"
"Gm47283",9.04256281553356e-25,0.955953186099633,0.813,0.655,1.58579424096012e-20,"0","Gm47283"
"Chd5",1.22698938710397e-23,0.969438480753352,0.714,0.568,2.15177128816424e-19,"0","Chd5"
"Rbm25",1.39474669098312e-22,0.633997040494821,0.964,0.895,2.44596727197709e-18,"0","Rbm25"
"Arglu1",2.579088368396e-19,0.624722820005794,0.877,0.797,4.52294727165607e-15,"0","Arglu1"
"Srrm1",9.77944587212191e-19,0.574402695675501,0.889,0.835,1.71502142259402e-14,"0","Srrm1"
"Prpf4b",4.68799796091994e-17,0.578491787192187,0.87,0.8,8.22134202406529e-13,"0","Prpf4b"
"Lrrc45",1.79356081225696e-16,1.02656614451842,0.593,0.467,3.14536759645504e-12,"0","Lrrc45"
"Actl6b",2.1548895394162e-16,0.914440175491226,0.605,0.482,3.77902978527419e-12,"0","Actl6b"
"Zranb2",5.47446503999467e-16,0.54936596332573,0.895,0.803,9.60056934063865e-12,"0","Zranb2"
"Matk",7.55942610287082e-16,0.811569944884249,0.687,0.6,1.32569655566046e-11,"0","Matk"
"Luc7l3",2.85928255215343e-15,0.50405737113899,0.982,0.92,5.01432381171147e-11,"0","Luc7l3"
"Kifc2",2.0587510131984e-14,0.918139827009683,0.59,0.487,3.61043165184603e-10,"0","Kifc2"
"Chd3",3.37829833447937e-14,0.730946562104329,0.678,0.544,5.92452178917647e-10,"0","Chd3"
"Gse1",3.42199238732454e-13,0.614804077602591,0.792,0.702,6.00114804965104e-09,"0","Gse1"
"Camk2b",4.63022531674718e-13,0.649066509491342,0.702,0.668,8.12002613797952e-09,"0","Camk2b"
"Malat1",1.11034689382556e-12,0.285054610698743,1,1,1.94721534770189e-08,"0","Malat1"
"Lmtk3",1.60813761722049e-11,0.789830859103026,0.581,0.478,2.82019093931957e-07,"0","Lmtk3"
"Gprasp2",1.65012824375546e-11,0.643489853929652,0.666,0.614,2.89382990107394e-07,"0","Gprasp2"
"Pacsin1",1.66640281182282e-11,0.490160712573515,0.895,0.815,2.92237061109368e-07,"0","Pacsin1"
"Baiap3",1.95604631024172e-11,0.670924252982328,0.675,0.601,3.43031841427091e-07,"0","Baiap3"
"Slc4a3",2.86014626866372e-11,0.759641686121505,0.596,0.528,5.01583851135557e-07,"0","Slc4a3"
"Prrc2c",4.08327734211756e-11,0.461115279669952,0.852,0.803,7.16084347487157e-07,"0","Prrc2c"
"Srrt",6.23329301971212e-11,0.951873113848328,0.476,0.358,1.09313259686692e-06,"0","Srrt"
"Rbfox3",6.78358239913654e-11,0.538596490260082,0.861,0.777,1.18963684533658e-06,"0","Rbfox3"
"Kif1a",9.68072945608565e-11,0.484333282985362,0.801,0.74,1.69770952471374e-06,"0","Kif1a"
"Ap3d1",4.05836713190759e-10,0.798173027338834,0.521,0.437,7.11715843922633e-06,"0","Ap3d1"
"Caskin1",8.66136804235551e-10,0.712468665387168,0.569,0.491,1.51894411358789e-05,"0","Caskin1"
"Nktr",4.56727989287173e-09,0.421388178686859,0.907,0.862,8.00963874812915e-05,"0","Nktr"
"Tspoap1",5.52135587488459e-09,0.693477989761328,0.608,0.578,9.6828017977851e-05,"0","Tspoap1"
"Hap1",9.90437760942697e-09,0.643770070506407,0.608,0.542,0.000173693070136521,"0","Hap1"
"Nop56",1.05204011737844e-08,0.674306452543323,0.578,0.515,0.000184496275384657,"0","Nop56"
"Ptprn",1.12925521918589e-08,0.574237448186549,0.62,0.56,0.000198037487788629,"0","Ptprn"
"Snhg14",2.11102931843734e-08,0.295903750396012,0.997,0.984,0.000370211211574357,"0","Snhg14"
"Safb2",3.07228506338959e-08,0.732714172681388,0.566,0.52,0.000538786631566632,"0","Safb2"
"Kmt2a",7.65905839822919e-08,0.339021537349626,0.937,0.899,0.00134316907129745,"0","Kmt2a"
"Snhg11",8.99942621488115e-08,0.198503759127929,1,1,0.00157822937530371,"0","Snhg11"
"Pnn",1.20753987633702e-07,0.701378377845088,0.593,0.555,0.00211766268113223,"0","Pnn"
"Gps2",3.97707681264905e-07,0.94383928198124,0.31,0.213,0.00697459960634265,"0","Gps2"
"Agap2",4.64768926328046e-07,0.901006711911604,0.386,0.297,0.00815065266101495,"0","Agap2"
"Celsr3",7.7272297568406e-07,0.749268194135623,0.434,0.342,0.0135512428245714,"0","Celsr3"
"Pkd1",1.04130066007469e-06,0.571290930531165,0.627,0.627,0.0182612896757299,"0","Pkd1"
"Cdk10",1.30060217957826e-06,0.88734221488576,0.392,0.309,0.0228086604232639,"0","Cdk10"
"Kcnq1ot1",1.33297343251112e-06,0.35929802680352,0.985,0.962,0.0233763550859475,"0","Kcnq1ot1"
"Idh3g",1.85266403177783e-06,0.829570795523794,0.389,0.308,0.0324901691252878,"0","Idh3g"
"Son",2.02992006360125e-06,0.32295723704225,0.852,0.813,0.035598708155375,"0","Son"
"Chd4",2.86711093540487e-06,0.509940476115074,0.633,0.613,0.0502805244741951,"0","Chd4"
"Podxl2",3.02416508312767e-06,0.675682659686029,0.512,0.468,0.0530347830628099,"0","Podxl2"
"Cc2d1a",3.10504234396644e-06,1.06456372901586,0.331,0.249,0.0544531275861394,"0","Cc2d1a"
"Tspyl2",4.84092732540077e-06,0.674669813159267,0.473,0.417,0.0848953425055532,"0","Tspyl2"
"Snrnp70",6.28254126991052e-06,0.368422769693287,0.828,0.829,0.110176926250421,"0","Snrnp70"
"Ehmt2",6.65110051992921e-06,0.68362733572757,0.446,0.379,0.116640349817998,"0","Ehmt2"
"Shank1",7.4392553892206e-06,0.621939487097047,0.512,0.473,0.130462221760762,"0","Shank1"
"Eif4g1",8.04200310560784e-06,0.583214944098989,0.551,0.522,0.141032608463045,"0","Eif4g1"
"Ints1",8.58919444823727e-06,0.885890416231563,0.307,0.222,0.150628703038737,"0","Ints1"
"Ubr4",1.15782977073409e-05,0.475398265167354,0.602,0.594,0.203048606893638,"0","Ubr4"
"Peg3",1.33827237566963e-05,0.28929373841969,0.928,0.901,0.234692826521183,"0","Peg3"
"Dst",1.63292538788009e-05,0.236305282972571,0.982,0.96,0.286366125272532,"0","Dst"
"Otof",1.67340193262651e-05,0.970587580806845,0.316,0.227,0.293464496924711,"0","Otof"
"Tro",1.70411549431097e-05,0.478406902359013,0.617,0.607,0.298850734237316,"0","Tro"
"Tmem214",1.90928614225858e-05,0.823785137396279,0.377,0.298,0.334831510767887,"0","Tmem214"
"Dbn1",2.00290549222266e-05,0.630886337216831,0.536,0.518,0.351249536171088,"0","Dbn1"
"Atrx",2.03669130004278e-05,0.330447871220046,0.922,0.865,0.357174553288502,"0","Atrx"
"Ankrd11",2.7252195414653e-05,0.474119285632107,0.681,0.7,0.47792175098677,"0","Ankrd11"
"Fam193b",5.18595160441395e-05,0.593041293849345,0.545,0.536,0.909460332866075,"0","Fam193b"
"Kcnt1",5.33710119888914e-05,0.625549287390802,0.491,0.457,0.935967437249189,"0","Kcnt1"
"Sema4g",6.08423626297085e-05,0.807559471604599,0.346,0.281,1,"0","Sema4g"
"Ccdc88a",7.23431995662717e-05,0.309101003994371,0.861,0.819,1,"0","Ccdc88a"
"Shfl",7.48437414984839e-05,0.716951872975301,0.425,0.377,1,"0","Shfl"
"Epb41l1",8.26480175524528e-05,0.368362991464615,0.774,0.755,1,"0","Epb41l1"
"Map1a",9.36685646042008e-05,0.798198539413051,0.383,0.324,1,"0","Map1a"
"Cplane1",0.000120179446105022,0.277118570735704,0.886,0.875,1,"0","Cplane1"
"Sltm",0.000121294512856368,0.310471380354215,0.75,0.739,1,"0","Sltm"
"Bptf",0.000125994393507781,0.400133433820312,0.642,0.65,1,"0","Bptf"
"Bag6",0.000161717232640009,0.876392218486114,0.286,0.222,1,"0","Bag6"
"Tsc2",0.000167456483766623,0.872008707362331,0.301,0.234,1,"0","Tsc2"
"Ptprs",0.000210111588029286,0.335430034264251,0.741,0.757,1,"0","Ptprs"
"Unc13a",0.000247345813235166,0.516601441013515,0.542,0.543,1,"0","Unc13a"
"Nrxn2",0.000335220240578389,0.271856205128114,0.759,0.747,1,"0","Nrxn2"
"Leng8",0.000338350960061754,0.499756236512954,0.521,0.496,1,"0","Leng8"
"Ankrd24",0.000356333861987465,0.73646586688829,0.373,0.323,1,"0","Ankrd24"
"Sptbn4",0.000370249399823631,0.352735223421719,0.678,0.679,1,"0","Sptbn4"
"Maged1",0.000380575238811467,0.700580251583079,0.443,0.417,1,"0","Maged1"
"Map2k2",0.000393821667880882,0.623365465755572,0.434,0.385,1,"0","Map2k2"
"Pitpnm1",0.000399352375312019,0.609582246739182,0.428,0.385,1,"0","Pitpnm1"
"Srsf11",0.000415879272887343,0.427911362995823,0.648,0.662,1,"0","Srsf11"
"Ubp1",0.000601245839943858,0.698404792758866,0.392,0.355,1,"0","Ubp1"
"Kdm4b",0.000674819457593095,0.737795089090588,0.358,0.307,1,"0","Kdm4b"
"Acin1",0.000694386311238838,0.467063377986377,0.569,0.578,1,"0","Acin1"
"Celf5",0.00137664579552326,0.412391989648474,0.59,0.613,1,"0","Celf5"
"Usp34",0.00153539854022341,0.275863306769562,0.813,0.827,1,"0","Usp34"
"Dnm1",0.00160668671414758,0.439102146016343,0.572,0.594,1,"0","Dnm1"
"Rps6kb2",0.00166847514780686,0.759022189954752,0.328,0.287,1,"0","Rps6kb2"
"Plec",0.00177540911523073,0.627481293684314,0.428,0.409,1,"0","Plec"
"Pcyt2",0.00183841128319405,0.600303866925709,0.398,0.359,1,"0","Pcyt2"
"Gprasp1",0.00201384671745114,0.279273098913355,0.726,0.711,1,"0","Gprasp1"
"Akap8",0.00202487176096857,0.645292172563357,0.416,0.394,1,"0","Akap8"
"Akap9",0.00211255974934106,0.245774267313156,0.828,0.792,1,"0","Akap9"
"Dctn1",0.00255651644028065,0.690703990280831,0.352,0.317,1,"0","Dctn1"
"Gucy1a2",0.00270928703477406,0.335853954403994,0.729,0.742,1,"0","Gucy1a2"
"Macf1",0.00281974872992524,0.146433833299469,0.997,0.995,1,"0","Macf1"
"Golga4",0.00295209132962876,0.399844259281424,0.587,0.604,1,"0","Golga4"
"Dync1h1",0.00305578228290137,0.359451903867218,0.617,0.658,1,"0","Dync1h1"
"Huwe1",0.00321729278925095,0.277057129054845,0.765,0.768,1,"0","Huwe1"
"Tbkbp1",0.00345370805096572,0.670677172738018,0.334,0.294,1,"0","Tbkbp1"
"Ice1",0.00370443426210796,0.533472703635227,0.449,0.439,1,"0","Ice1"
"Tcf25",0.00464472684858164,0.392679837619639,0.575,0.614,1,"0","Tcf25"
"Uchl1",0.00474105705850664,0.664130894681922,0.358,0.335,1,"0","Uchl1"
"Selenow",0.00477948862147313,0.692769957172588,0.304,0.26,1,"0","Selenow"
"Cep112",0.00483389806659762,0.216950021642252,0.822,0.731,1,"0","Cep112"
"Cep250",0.00670504798075939,0.666999076622416,0.343,0.311,1,"0","Cep250"
"Abca2",0.00716682143573269,0.613265579384288,0.283,0.239,1,"0","Abca2"
"Ache",0.00824545222644621,0.616358994016172,0.34,0.305,1,"0","Ache"
"Sugp2",0.00855600647441236,0.494149536863858,0.416,0.399,1,"0","Sugp2"
"Svop",0.00895704634846026,0.434534680566635,0.539,0.57,1,"0","Svop"
"Rgl2",0.0091166388992324,0.662252905782582,0.328,0.297,1,"0","Rgl2"
"Ttc3",0.0094049867048815,0.157126362939729,0.997,0.993,1,"0","Ttc3"
"Meis2",1.56000036631247e-86,2.27660470913221,0.507,0.102,2.73577264240219e-82,"1","Meis2"
"A830082K12Rik",1.02962698441979e-69,2.57399117803111,0.397,0.076,1.80565684257698e-65,"1","A830082K12Rik"
"G630016G05Rik",5.89250168366064e-62,2.82788751891273,0.315,0.053,1.03336802026357e-57,"1","G630016G05Rik"
"Rreb1",9.92333763706995e-53,2.19699356392972,0.5,0.161,1.74025572141296e-48,"1","Rreb1"
"Sox1ot",3.40154918041852e-49,2.3518567488343,0.374,0.095,5.96529679769997e-45,"1","Sox1ot"
"Rasal1",4.38260451665736e-48,2.00799147110213,0.417,0.115,7.68577354086201e-44,"1","Rasal1"
"Sox2ot",3.34515474437111e-47,1.2463650967782,0.705,0.309,5.86639787520362e-43,"1","Sox2ot"
"Rbfox1",5.14303932599303e-47,0.934980565649034,0.997,0.888,9.01934806599397e-43,"1","Rbfox1"
"Gria1",1.54226180626201e-45,0.777980938822976,0.983,0.877,2.70466452964169e-41,"1","Gria1"
"Cacna2d3",1.34256821158936e-39,1.46703949724155,0.662,0.317,2.35446187266426e-35,"1","Cacna2d3"
"Chrm3",7.5144178419836e-39,1.34616268507022,0.662,0.317,1.31780345694866e-34,"1","Chrm3"
"Celf2",6.27634286826689e-34,0.879991420040634,0.854,0.62,1.10068224880796e-29,"1","Celf2"
"Ankfn1",1.93102108398666e-32,1.51995060830309,0.536,0.245,3.38643167498741e-28,"1","Ankfn1"
"Pde1a",5.19542764166083e-32,1.19376604753608,0.685,0.36,9.1112214551806e-28,"1","Pde1a"
"Atp2b4",3.56171336384104e-31,1.4903287723116,0.507,0.225,6.24617672616803e-27,"1","Atp2b4"
"Arpp21",7.30916733776458e-28,1.03372887838166,0.652,0.339,1.28180867602377e-23,"1","Arpp21"
"Rbfox31",2.86608271959175e-27,0.701933139977874,0.937,0.771,5.02624926534805e-23,"1","Rbfox3"
"Gm1604a",1.17647428058676e-23,1.16350358350209,0.536,0.276,2.063182945865e-19,"1","Gm1604a"
"Ryr1",1.21805133580128e-23,1.73785017877407,0.318,0.117,2.1360966275947e-19,"1","Ryr1"
"Kcnab1",3.07795312082819e-23,1.21904802591579,0.474,0.228,5.39780638799639e-19,"1","Kcnab1"
"Asic2",3.9460941369731e-23,0.537593480715851,0.98,0.923,6.92026528800973e-19,"1","Asic2"
"Dgkg",2.57231541436827e-22,1.02474848769561,0.626,0.373,4.51106954217764e-18,"1","Dgkg"
"Dlgap1",7.07287486051738e-21,0.64189750729055,0.95,0.892,1.24037006428893e-16,"1","Dlgap1"
"Fstl4",1.20097918068469e-20,1.09536373027374,0.556,0.319,2.10615718916674e-16,"1","Fstl4"
"Zfp804b",2.90816327579872e-20,0.858273949148108,0.685,0.445,5.10004593676822e-16,"1","Zfp804b"
"Sez6l",3.66413124634035e-20,0.833697145734385,0.778,0.551,6.42578696670708e-16,"1","Sez6l"
"Hap11",4.79949841947916e-19,0.737302764356084,0.765,0.528,8.4168803782406e-15,"1","Hap1"
"Ak5",8.20781051681962e-19,1.08021974569182,0.517,0.294,1.43940373033466e-14,"1","Ak5"
"Cpne7",3.85057913979121e-18,1.11889463697976,0.52,0.303,6.75276063745184e-14,"1","Cpne7"
"Mgat4c",3.39985427969936e-17,0.7676855234633,0.828,0.632,5.96232445030877e-13,"1","Mgat4c"
"Scn5a",6.62580429580522e-17,1.18644931420043,0.368,0.173,1.16196729935536e-12,"1","Scn5a"
"Cntnap5b",1.46319047189242e-16,1.29305951738644,0.533,0.349,2.56599713055773e-12,"1","Cntnap5b"
"Zfp804a",1.47432679026679e-16,0.830016336946345,0.553,0.333,2.58552689209087e-12,"1","Zfp804a"
"Cpne5",1.94898834628672e-16,0.952129195821419,0.43,0.218,3.41794086288302e-12,"1","Cpne5"
"Dock10",2.4160140088678e-16,0.77052372930358,0.695,0.492,4.23696376735145e-12,"1","Dock10"
"Dscaml1",2.12293018932758e-15,0.688288953602854,0.709,0.489,3.72298267302378e-11,"1","Dscaml1"
"Rgl1",3.76207745418125e-15,0.999046399945681,0.45,0.25,6.59755523139765e-11,"1","Rgl1"
"Map3k5",5.97447693503156e-15,1.20973353845763,0.341,0.165,1.04774402009648e-10,"1","Map3k5"
"Kirrel3",7.39689992643444e-15,0.572288285436712,0.848,0.721,1.29719434009881e-10,"1","Kirrel3"
"Chsy3",1.19333735128677e-14,1.02970073643736,0.414,0.221,2.0927557129516e-10,"1","Chsy3"
"Sh3rf3",2.1518737117426e-14,1.04514610941259,0.51,0.324,3.77374092828299e-10,"1","Sh3rf3"
"Col25a1",3.69818063025066e-14,0.922057511905622,0.45,0.252,6.48549937127058e-10,"1","Col25a1"
"Bcl11b",4.37039955395943e-14,1.13779607889846,0.291,0.131,7.66436969777865e-10,"1","Bcl11b"
"Tshz2",4.53707754565114e-14,0.784598914515303,0.672,0.482,7.9566728918084e-10,"1","Tshz2"
"Cfap54",6.85981320261495e-14,1.18819313568078,0.344,0.174,1.20300544134258e-09,"1","Cfap54"
"Pdzrn4",9.17503162932411e-13,0.309135645573699,0.689,0.468,1.60902529683457e-08,"1","Pdzrn4"
"Clmn",1.27811158486028e-12,1.10295223667276,0.315,0.155,2.24142428636948e-08,"1","Clmn"
"Sipa1l1",1.31778771634675e-12,0.791968972469279,0.55,0.364,2.31100431815729e-08,"1","Sipa1l1"
"Pde2a",1.57328371800018e-12,0.863425550721196,0.421,0.239,2.75906765625691e-08,"1","Pde2a"
"Htr1f",3.12863729536361e-12,1.07982421586319,0.348,0.187,5.48669122487916e-08,"1","Htr1f"
"Rhbdl3",3.42940644610583e-12,1.20869338337227,0.258,0.118,6.01415008453579e-08,"1","Rhbdl3"
"Rap1gds1",3.45432463981906e-12,1.04811535613586,0.447,0.281,6.05784912085068e-08,"1","Rap1gds1"
"Sgcd",3.55196557788142e-12,0.709603326368659,0.772,0.61,6.22908203393064e-08,"1","Sgcd"
"Ly6h",5.94641191550876e-12,0.609997883829304,0.662,0.457,1.04282225762277e-07,"1","Ly6h"
"Chd31",6.26878432267042e-12,0.68020705559189,0.709,0.543,1.09935670666671e-07,"1","Chd3"
"Sorcs3",1.01011429742673e-11,0.611825430612608,0.613,0.415,1.77143744339726e-07,"1","Sorcs3"
"Sez6",1.96367844714298e-11,0.855774476663971,0.351,0.188,3.44370289275464e-07,"1","Sez6"
"Celf51",2.29176588582276e-11,0.559255977239556,0.762,0.597,4.01906983396738e-07,"1","Celf5"
"Ulk4",3.4080978767395e-11,0.901931254693605,0.434,0.265,5.97678124643806e-07,"1","Ulk4"
"Tenm3",9.47391406873588e-11,0.56374546883347,0.685,0.517,1.66144031023421e-06,"1","Tenm3"
"Cntn3",1.48855031538957e-10,0.674290189272792,0.51,0.33,2.61047068809869e-06,"1","Cntn3"
"Arhgef28",1.64442813082373e-10,1.096013156636,0.285,0.149,2.88383361302558e-06,"1","Arhgef28"
"Otof1",1.67108916221164e-10,0.889912458493911,0.384,0.221,2.93058906377056e-06,"1","Otof"
"Rps6ka2",3.68301536771083e-10,0.830605156179153,0.444,0.281,6.45890405035449e-06,"1","Rps6ka2"
"Lmtk31",4.77016833232928e-10,0.611782679596101,0.639,0.473,8.36544420440586e-06,"1","Lmtk3"
"Shisa7",5.30468543508272e-10,0.730798355995728,0.48,0.313,9.30282684750457e-06,"1","Shisa7"
"Luc7l31",1.40989818902926e-09,0.334020993065804,0.977,0.921,2.47253845410061e-05,"1","Luc7l3"
"Dpyd",1.89017535402366e-09,0.830890007074254,0.483,0.337,3.31480051835129e-05,"1","Dpyd"
"Crim1",2.20918775533398e-09,0.854391340206695,0.338,0.194,3.8742525665292e-05,"1","Crim1"
"Enox1",2.61530102482917e-09,0.593079256996973,0.666,0.537,4.58645340724291e-05,"1","Enox1"
"Snhg111",3.16740956477902e-09,0.18352521572638,1,1,5.55468615375296e-05,"1","Snhg11"
"Nell2",3.45142665530656e-09,0.792336766304861,0.384,0.236,6.05276692541111e-05,"1","Nell2"
"Dchs2",6.11471137471155e-09,0.83341491340821,0.311,0.174,0.000107233693378316,"1","Dchs2"
"Kalrn",6.63831526332034e-09,0.391118066673064,0.934,0.879,0.000116416134772849,"1","Kalrn"
"Pgap1",7.29307211632676e-09,0.659985730320528,0.517,0.369,0.000127898605704022,"1","Pgap1"
"March1",7.43156973429705e-09,0.400126610360557,0.838,0.734,0.000130327438430367,"1","March1"
"5730522E02Rik",7.52211005246633e-09,0.699822557249093,0.447,0.295,0.000131915243990102,"1","5730522E02Rik"
"Caln1",1.06597833329732e-08,0.597878399433389,0.454,0.288,0.000186940620310351,"1","Caln1"
"Cntnap5a",1.20734947565303e-08,0.373744655559648,0.742,0.578,0.000211732877545272,"1","Cntnap5a"
"Ttc31",1.78887775638327e-08,0.235191804865025,1,0.992,0.000313715492136935,"1","Ttc3"
"Rfx1",1.84078481270968e-08,0.84981861041687,0.321,0.188,0.000322818432604896,"1","Rfx1"
"Gng7",2.4153502846716e-08,0.71962258266445,0.305,0.175,0.000423579979422858,"1","Gng7"
"Pde8b",2.5972817322308e-08,0.773294061538383,0.467,0.324,0.000455485297381315,"1","Pde8b"
"Baz2b",2.65186956288217e-08,0.535238766199856,0.646,0.483,0.000465058365242646,"1","Baz2b"
"Kcnb1",3.90787704098589e-08,0.670642836707615,0.497,0.351,0.000685324396677695,"1","Kcnb1"
"A830018L16Rik",4.04544251303229e-08,0.437628552111463,0.52,0.361,0.000709449253510473,"1","A830018L16Rik"
"mt-Co3",4.36644854727496e-08,0.434642019523715,0.755,0.633,0.000765744081735609,"1","mt-Co3"
"Gm26871",4.99926980327091e-08,0.426607179692326,0.791,0.665,0.00087672194539962,"1","Gm26871"
"Camkv",5.92904068842329e-08,0.70684380177474,0.368,0.228,0.00103977586552879,"1","Camkv"
"Ryr2",6.3148010119754e-08,0.37257831421551,0.838,0.772,0.00110742665347013,"1","Ryr2"
"Spag6l",6.67679655153587e-08,0.859175232854796,0.298,0.173,0.00117090981124284,"1","Spag6l"
"Matk1",7.68062905518899e-08,0.532718573212845,0.732,0.596,0.00134695191740849,"1","Matk"
"Cfap44",1.15604693649671e-07,0.991732886238336,0.285,0.171,0.00202735951253427,"1","Cfap44"
"Gria2",1.2139012874576e-07,0.231699955830151,1,0.987,0.00212881868781439,"1","Gria2"
"Srrm11",1.29489608937772e-07,0.357598742751576,0.901,0.835,0.00227085927194171,"1","Srrm1"
"Pbx3",1.44065610113654e-07,0.636210867400742,0.318,0.188,0.00252647860456315,"1","Pbx3"
"Greb1l",1.81699835396878e-07,0.746586025838455,0.377,0.244,0.00318647001335506,"1","Greb1l"
"Morn1",2.14201577905471e-07,0.901114233344142,0.255,0.144,0.00375645307172825,"1","Morn1"
"Cacna1c",2.19934470102059e-07,0.377438853407132,0.841,0.786,0.00385699080217982,"1","Cacna1c"
"Kcnip2",2.25174066524651e-07,0.808705754710324,0.308,0.185,0.0039488776046428,"1","Kcnip2"
"Dync2h1",2.38997818078352e-07,0.329526267348412,0.854,0.782,0.00419130473564006,"1","Dync2h1"
"Ctdspl",2.95442980862704e-07,0.773250707596348,0.444,0.32,0.00518118355538923,"1","Ctdspl"
"Tcerg1l",3.37068213728838e-07,0.760923813673399,0.311,0.19,0.00591116526416263,"1","Tcerg1l"
"Tiam1",3.81452770683593e-07,0.694648862328453,0.454,0.332,0.00668953723947817,"1","Tiam1"
"mt-Co1",4.4342377390254e-07,0.41371025897811,0.616,0.479,0.00777632272292885,"1","mt-Co1"
"Gabrg3",5.77318186278531e-07,0.258398735871842,0.868,0.763,0.0101244290327666,"1","Gabrg3"
"Adgrl3",5.97402497272814e-07,0.450070491523535,0.722,0.627,0.0104766475946733,"1","Adgrl3"
"Sgsm1",6.12466305570615e-07,0.445618196122188,0.719,0.605,0.0107408216007919,"1","Sgsm1"
"Cyfip1",7.14543816940994e-07,0.628807419478783,0.427,0.294,0.0125309549176942,"1","Cyfip1"
"Ccdc39",7.66450612739123e-07,0.738512210785251,0.361,0.24,0.013441244395606,"1","Ccdc39"
"Baiap2",9.22967955859135e-07,0.616318006949874,0.381,0.25,0.0161860890419017,"1","Baiap2"
"Sorcs2",9.61130133046836e-07,0.628759950694017,0.305,0.185,0.0168553391432424,"1","Sorcs2"
"Me3",1.67560912979394e-06,0.556327397176257,0.517,0.388,0.0293851573091963,"1","Me3"
"Grin2a",2.36445939043506e-06,0.449505791234486,0.609,0.482,0.0414655243300596,"1","Grin2a"
"Sirpa",2.42066879732773e-06,0.777864537208427,0.262,0.156,0.0424512686987364,"1","Sirpa"
"Fgf13",2.83646485671681e-06,0.635039373190298,0.361,0.242,0.0497430841922427,"1","Fgf13"
"Adcy6",3.03834351393284e-06,0.853144436123647,0.275,0.171,0.0532834302038402,"1","Adcy6"
"Epha5",3.11069696048095e-06,0.469460546919042,0.526,0.391,0.0545522925959544,"1","Epha5"
"Shank2",3.39564505469522e-06,0.401588078860016,0.679,0.557,0.0595494273241901,"1","Shank2"
"Unc13c",3.66833279937412e-06,0.501199063530947,0.285,0.174,0.064331552302624,"1","Unc13c"
"Cap2",3.83107019172364e-06,0.553498106696481,0.427,0.301,0.0671854779522575,"1","Cap2"
"Actl6b1",4.04519424161601e-06,0.444450881541839,0.599,0.484,0.07094057141522,"1","Actl6b"
"Ptprr",6.02537231300158e-06,0.420679433142966,0.5,0.369,0.105666954253109,"1","Ptprr"
"Cpne6",6.35578729646254e-06,0.779903931334126,0.338,0.23,0.111461441818064,"1","Cpne6"
"Crocc",6.7108579796039e-06,0.568745123384459,0.48,0.362,0.117688316388314,"1","Crocc"
"Kif3a",6.75030053934313e-06,0.398759746083838,0.685,0.557,0.11838002055846,"1","Kif3a"
"Edil3",8.27093831784772e-06,0.524667038379156,0.526,0.404,0.145047445280095,"1","Edil3"
"Tnrc18",8.5217461313319e-06,0.452114485182599,0.507,0.377,0.149445861905168,"1","Tnrc18"
"Ccdc57",8.71483617229375e-06,0.579897818997837,0.427,0.308,0.152832081953515,"1","Ccdc57"
"Scml4",8.80561772434416e-06,0.632812991512514,0.361,0.249,0.154424118031823,"1","Scml4"
"Sh3gl3",9.46446660136085e-06,0.717110506129331,0.258,0.159,0.165978350788065,"1","Sh3gl3"
"Tro1",1.06004363653131e-05,0.408534520906987,0.705,0.599,0.185899852538496,"1","Tro"
"mt-Atp6",1.21038642518226e-05,0.435751021617288,0.586,0.479,0.212265467384214,"1","mt-Atp6"
"Prkce",1.23413641968486e-05,0.362199454461602,0.745,0.662,0.216430503920134,"1","Prkce"
"Ptprz1",1.39092624829746e-05,0.53141674211614,0.533,0.434,0.243926736163926,"1","Ptprz1"
"Prkcg",1.41790108525468e-05,0.555561351980637,0.391,0.272,0.248657313321113,"1","Prkcg"
