"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log10_p","sig","gene_label"
"Cep290",0.441723378261001,1.56704059272389,0.222,0.125,1,0.354849615047543,"Not significant",NA
"Tafa5",0.442133004989119,0.356143810225275,0.667,0.5,1,0.354447064036383,"Not significant",NA
"Ddx18",0.444544989498322,0.660149997115375,0.333,0.188,1,0.352084280358245,"Not significant",NA
"Csnk1g1",0.444544989498322,0.660149997115375,0.333,0.188,1,0.352084280358245,"Not significant",NA
"Cacna2d2",0.444544989498322,0.660149997115375,0.333,0.188,1,0.352084280358245,"Not significant",NA
"Rufy2",0.444544989498322,0.660149997115375,0.333,0.188,1,0.352084280358245,"Not significant",NA
"Cul9",0.444544989498322,0.660149997115375,0.333,0.188,1,0.352084280358245,"Not significant",NA
"Shisa7",0.444583147294653,0.508146903670325,0.333,0.188,1,0.35204700402042,"Not significant",NA
"Sfmbt1",0.444583147294653,0.508146903670325,0.333,0.188,1,0.35204700402042,"Not significant",NA
"Kmt2c",0.444687688347297,0.245112497836531,0.778,0.438,1,0.351944894290324,"Not significant",NA
"Synrg",0.445800133658363,-0.285402218862249,0.111,0.25,1,0.350859805646986,"Not significant",NA
"Scg5",0.448900491182623,0.982078092002738,0.333,0.219,1,0.34784991939722,"Not significant",NA
"Clip1",0.448900491182623,0.982078092002738,0.333,0.219,1,0.34784991939722,"Not significant",NA
"Rbm28",0.448900491182623,0.982078092002738,0.333,0.219,1,0.34784991939722,"Not significant",NA
"Lmtk3",0.448900491182623,0.982078092002738,0.333,0.219,1,0.34784991939722,"Not significant",NA
"Eps15l1",0.448900491182623,0.982078092002738,0.333,0.219,1,0.34784991939722,"Not significant",NA
"Btbd11",0.448900491182623,0.982078092002738,0.333,0.219,1,0.34784991939722,"Not significant",NA
"Dgkb",0.451589463298523,-0.584962500721156,0.778,0.625,1,0.34525619979555,"Not significant",NA
"Lama4",0.451599310181341,-0.62935662007961,0.111,0.219,1,0.34524673013207,"Not significant",NA
"Lcor",0.451599310181341,-0.62935662007961,0.111,0.219,1,0.34524673013207,"Not significant",NA
"Nfix",0.45172328938238,-0.977279923499917,0.111,0.219,1,0.345127518051588,"Not significant",NA
"Map3k1",0.45172328938238,-0.754887502163469,0.111,0.219,1,0.345127518051588,"Not significant",NA
"Clk1",0.45231925782849,0.637429920615292,0.556,0.438,1,0.344554921450186,"Not significant",NA
"Aplp2",0.453931449964766,0.60768257722124,0.444,0.281,1,0.343009726768085,"Not significant",NA
"Ppp1r12b",0.456157821073976,0.508146903670325,0.556,0.375,1,0.340884874521218,"Not significant",NA
"Zfp664",0.457040263922086,1.24511249783653,0.222,0.125,1,0.340045538160109,"Not significant",NA
"Phkb",0.457040263922086,1.24511249783653,0.222,0.125,1,0.340045538160109,"Not significant",NA
"Myh10",0.457040263922086,1.24511249783653,0.222,0.125,1,0.340045538160109,"Not significant",NA
"Hsp90aa1",0.457040263922086,1.24511249783653,0.222,0.125,1,0.340045538160109,"Not significant",NA
"Prune2",0.457040263922086,1.24511249783653,0.222,0.125,1,0.340045538160109,"Not significant",NA
"Edil3",0.457379850276584,0.75968567066629,0.556,0.562,1,0.339722972012716,"Not significant",NA
"Cntn1",0.457741522446905,-0.376375878909739,0.667,0.75,1,0.339379690256463,"Not significant",NA
"Ncam2",0.458521908377866,-0.169925001442312,0.667,0.75,1,0.338639908717399,"Not significant",NA
"Tcf25",0.46025973176809,0.415037499278844,0.667,0.438,1,0.336997019970068,"Not significant",NA
"Rin2",0.461634886302231,0.692571474807753,0.333,0.219,1,0.335701378457066,"Not significant",NA
"Stk3",0.461634886302231,0.567040592723894,0.333,0.219,1,0.335701378457066,"Not significant",NA
"Sirt2",0.462177319005234,0.567040592723894,0.444,0.281,1,0.335191371000058,"Not significant",NA
"Nsf",0.462177319005234,0.567040592723894,0.444,0.281,1,0.335191371000058,"Not significant",NA
"Rnf157",0.462177319005234,0.567040592723894,0.444,0.281,1,0.335191371000058,"Not significant",NA
"Ide",0.462177319005234,0.567040592723894,0.444,0.281,1,0.335191371000058,"Not significant",NA
"Scn1a",0.462177319005234,-0.39231742277876,0.222,0.344,1,0.335191371000058,"Not significant",NA
"Cacnb2",0.462206751495848,0.451563375303958,0.444,0.281,1,0.335163715031777,"Not significant",NA
"Zfp609",0.462206751495848,0.451563375303958,0.444,0.281,1,0.335163715031777,"Not significant",NA
"Mtdh",0.462206751495848,-0.491853096329675,0.222,0.344,1,0.335163715031777,"Not significant",NA
"6030407O03Rik",0.46257208670939,1.09310940439148,0.333,0.219,1,0.33482057769129,"Not significant",NA
"Arnt2",0.462943352406444,-0.417852514885898,0.222,0.375,1,0.334472147734566,"Not significant",NA
"Pard3",0.464505953209779,1.09310940439148,0.333,0.25,1,0.333008715621709,"Not significant",NA
"Mprip",0.464505953209779,1.09310940439148,0.333,0.25,1,0.333008715621709,"Not significant",NA
"Ercc5",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Acbd6",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Vangl2",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Catspere2",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Prkcq",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Ano3",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Dtd1",0.464936479059729,-0.754887502163469,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Snx27",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Cnn3",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Ints8",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Srcap",0.464936479059729,-0.754887502163469,0.111,0.219,1,0.332606377600911,"Not significant",NA
"Rnf150",0.464936479059729,-0.491853096329675,0.111,0.219,1,0.332606377600911,"Not significant",NA
